日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-04-01|2019-04-30,手机保护套/壳,24234771,365398535,35580107,25.30%,3.03%,51.02%,4.92%,15.08,10.27
2019-04-01|2019-04-30,手机贴膜,16498411,207906728,20637844,13.56%,20.11%,27.25%,9.46%,12.60,10.07
2019-04-01|2019-04-30,移动电源,3056814,189373840,7872086,11.70%,14.10%,8.39%,23.87%,61.95,24.06
2019-04-01|2019-04-30,手机零部件,1398987,185990165,5440226,11.36%,8.11%,3.91%,12.73%,132.95,34.19
2019-04-01|2019-04-30,手机数据线,4924689,152993922,7619907,7.85%,20.75%,11.72%,31.80%,31.07,20.08
2019-04-01|2019-04-30,手机充电器,1973534,106168148,5149149,4.82%,11.24%,5.99%,11.07%,53.80,20.62
2019-04-01|2019-04-30,USB风扇,2316272,106142698,5375170,4.82%,287.74%,7.81%,267.97%,45.82,19.75
2019-04-01|2019-04-30,手机支架/手机座,2157257,93731449,5485323,3.18%,50.37%,7.28%,21.58%,43.45,17.09
2019-04-01|2019-04-30,平板电脑保护套/壳,1220467,91831724,2643401,3.00%,34.18%,3.42%,19.34%,75.24,34.74
2019-04-01|2019-04-30,数据线,3134119,75441794,5240324,2.49%,20.85%,8.56%,19.18%,24.07,14.40
2019-04-01|2019-04-30,笔记本零部件,82178,61955088,756865,1.58%,6.53%,0.08%,11.69%,753.91,81.86
2019-04-01|2019-04-30,手机电池,557681,57224479,2208586,1.32%,3.12%,0.91%,0.03%,102.61,25.91
2019-04-01|2019-04-30,其它配件,274956,50842003,2124759,0.96%,0.11%,0.33%,-0.08%,184.91,23.93
2019-04-01|2019-04-30,影室灯,43269,45341695,301376,0.88%,31.12%,0.03%,11.48%,1047.90,150.45
2019-04-01|2019-04-30,云台,49484,41928458,461485,0.87%,61.71%,0.04%,129.40%,847.31,90.86
2019-04-01|2019-04-30,耳机保护套,687500,33997076,2084249,0.82%,305.16%,1.56%,280.43%,49.45,16.31
2019-04-01|2019-04-30,笔记本电脑包,387235,31134985,1380059,0.66%,11.15%,0.45%,11.75%,80.40,22.56
2019-04-01|2019-04-30,背景布类,305069,30782161,1165399,0.54%,24.42%,0.35%,14.22%,100.90,26.41
