日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2017-12-01|2017-12-31,手机保护套/壳,24128514,370466642,38323900,29.28%,5.78%,59.77%,-24.93%,15.35,9.67
2017-12-01|2017-12-31,手机贴膜,15866514,192231870,21467046,13.58%,25.28%,27.90%,-17.82%,12.12,8.95
2017-12-01|2017-12-31,移动电源,2626074,189580032,9707948,12.16%,-2.47%,8.40%,-18.85%,72.19,19.53
2017-12-01|2017-12-31,手机零部件,769735,175149208,5700352,11.22%,-24.16%,2.94%,-35.86%,227.54,30.73
2017-12-01|2017-12-31,手机数据线,3964479,140589247,6773054,7.98%,36.96%,11.47%,13.77%,35.46,20.76
2017-12-01|2017-12-31,手机充电器,1621282,99114698,4798281,4.85%,68.36%,5.08%,17.58%,61.13,20.66
2017-12-01|2017-12-31,手机电池,791988,98452169,3596105,4.82%,55.79%,2.99%,-11.77%,124.31,27.38
2017-12-01|2017-12-31,手机支架/手机座,1998668,61665075,4328897,2.81%,22.55%,7.28%,-32.49%,30.85,14.24
2017-12-01|2017-12-31,平板电脑保护套/壳,850217,60503568,2682742,2.62%,-28.68%,3.18%,-26.64%,71.16,22.55
2017-12-01|2017-12-31,笔记本零部件,76933,60407486,572729,2.53%,-24.96%,0.08%,-43.72%,785.20,105.47
2017-12-01|2017-12-31,数据线,2306231,56058252,4643050,2.25%,0.04%,8.22%,-9.20%,24.31,12.07
2017-12-01|2017-12-31,其它配件,301476,45892980,2190308,0.99%,333.98%,0.40%,347.70%,152.23,20.95
2017-12-01|2017-12-31,笔记本电脑包,382476,31418551,1375275,0.84%,-17.81%,0.48%,-1.16%,82.15,22.85
2017-12-01|2017-12-31,影室灯,42355,27737896,262135,0.66%,36.49%,0.03%,19.45%,654.89,105.82
2017-12-01|2017-12-31,普通干电池,529801,27541613,970895,0.62%,38.06%,1.02%,33.10%,51.98,28.37
2017-12-01|2017-12-31,云台,19503,20603415,176862,0.47%,378.20%,0.02%,310.05%,1056.42,116.49
2017-12-01|2017-12-31,背景布类,201204,18837692,1370792,0.40%,61.85%,0.32%,65.50%,93.62,13.74
2017-12-01|2017-12-31,遥控设备,507568,18800355,1311140,0.40%,25.09%,0.92%,39.15%,37.04,14.34
2017-12-01|2017-12-31,脚架,51165,18785765,306833,0.40%,-17.44%,0.04%,-24.22%,367.16,61.22
2017-12-01|2017-12-31,手机镜头,169023,18684014,836260,0.40%,86.56%,0.30%,184.51%,110.54,22.34
2017-12-01|2017-12-31,摄像机配件,24226,17881700,314489,0.38%,7.72%,0.02%,11.03%,738.12,56.86
2017-12-01|2017-12-31,笔记本电池,52731,17740435,275249,0.37%,0.85%,0.05%,-10.84%,336.43,64.45
2017-12-01|2017-12-31,USB HUB/转换器,163376,17561621,550819,0.36%,31.12%,0.30%,-0.35%,107.49,31.88
2017-12-01|2017-12-31,自拍杆/架,232244,17425017,673901,0.35%,-12.54%,0.33%,-32.22%,75.03,25.86
2017-12-01|2017-12-31,纽扣电池,542674,17319117,920215,0.35%,24.61%,1.06%,31.16%,31.91,18.82
2017-12-01|2017-12-31,通用电池充电套装,179237,14575393,420544,0.33%,-18.40%,0.31%,-18.52%,81.32,34.66
2017-12-01|2017-12-31,USB加湿器,282827,14136356,1790928,0.32%,2809.80%,0.37%,5774.50%,49.98,7.89
2017-12-01|2017-12-31,数码相机包,54251,13024113,340737,0.30%,-17.86%,0.06%,-18.50%,240.07,38.22
2017-12-01|2017-12-31,笔记本电源,67102,10655504,329215,0.26%,-31.33%,0.07%,-22.76%,158.80,32.37
2017-12-01|2017-12-31,笔记本炫彩贴,163015,9905977,728736,0.21%,21.84%,0.30%,13.92%,60.77,13.59
2017-12-01|2017-12-31,平板电脑零部件,43133,8446449,330318,0.12%,-4.11%,0.03%,-33.29%,195.82,25.57
2017-12-01|2017-12-31,摄影棚,25768,8045052,112738,0.12%,25.69%,0.02%,36.96%,312.21,71.36
2017-12-01|2017-12-31,数码收纳整理包,187865,7709925,718176,0.12%,21.57%,0.31%,-3.82%,41.04,10.74
2017-12-01|2017-12-31,滤镜,41496,7356789,96628,0.11%,-24.68%,0.03%,-18.09%,177.29,76.14
2017-12-01|2017-12-31,耳机保护套,208544,7107709,662058,0.11%,22.71%,0.32%,17.68%,34.08,10.74
2017-12-01|2017-12-31,平板电脑屏幕贴膜,239868,6779283,451474,0.09%,-14.58%,0.34%,-32.20%,28.26,15.02
2017-12-01|2017-12-31,快显胶片,43141,6688197,101642,0.08%,8.00%,0.03%,11.21%,155.03,65.80
2017-12-01|2017-12-31,手写笔,49842,6660483,297907,0.08%,55.10%,0.04%,25.52%,133.63,22.36
2017-12-01|2017-12-31,数码相机电池,43702,6391716,96983,0.08%,-17.40%,0.03%,-16.67%,146.26,65.91
2017-12-01|2017-12-31,相机闪光灯,8526,6372209,53105,0.08%,-8.59%,0.01%,-9.55%,747.39,119.99
2017-12-01|2017-12-31,苹果视频线/转换线,50552,6363882,325239,0.08%,-0.10%,0.04%,17.73%,125.89,19.57
2017-12-01|2017-12-31,手机挂件/手机链,313638,6342975,1733942,0.08%,17.24%,0.40%,13.27%,20.22,3.66
2017-12-01|2017-12-31,读卡器,82857,6299529,410989,0.08%,4.33%,0.11%,-21.71%,76.03,15.33
2017-12-01|2017-12-31,耳机绕线器,451787,6236899,883524,0.07%,0.88%,0.72%,-27.01%,13.80,7.06
2017-12-01|2017-12-31,笔记本多功能支架/桌,49847,6203771,297876,0.07%,19.59%,0.04%,65.05%,124.46,20.83
2017-12-01|2017-12-31,笔记本键盘保护膜,301881,6093178,596623,0.06%,-9.04%,0.40%,-20.22%,20.18,10.21
2017-12-01|2017-12-31,防潮箱,9536,5813588,44007,0.06%,-6.70%,0.01%,-10.90%,609.65,132.11
2017-12-01|2017-12-31,USB翻页激光笔,46277,5432723,82765,0.06%,-6.34%,0.04%,21.36%,117.40,65.64
2017-12-01|2017-12-31,USB电脑锁/防盗器,9638,5413893,66445,0.06%,168.52%,0.01%,-18.62%,561.72,81.48
2017-12-01|2017-12-31,转接环,6921,5234153,47087,0.05%,21.25%,-,-23.27%,756.27,111.16
2017-12-01|2017-12-31,分配器/分频器/分支器,20092,5106959,76933,0.05%,13.29%,0.02%,-4.31%,254.18,66.38
2017-12-01|2017-12-31,数码维修工具,31911,4653178,240076,0.05%,107.35%,0.03%,142.91%,145.82,19.38
2017-12-01|2017-12-31,视频线/音频线/AV线,96553,4560773,482813,0.05%,68.57%,0.12%,87.37%,47.24,9.45
2017-12-01|2017-12-31,PDA/掌上电脑,2590,4513640,44742,0.04%,17.55%,-,-4.38%,1742.72,100.88
2017-12-01|2017-12-31,辅助道具类,45583,4378824,357353,0.04%,-32.08%,0.04%,-24.28%,96.06,12.25
2017-12-01|2017-12-31,车载充电器,49004,3648840,430006,0.04%,8.56%,0.04%,-19.33%,74.46,8.49
2017-12-01|2017-12-31,笔记本屏幕贴膜,52937,3644244,297529,0.04%,19.11%,0.05%,-6.63%,68.84,12.25
2017-12-01|2017-12-31,射频器/转换器,15846,3564874,73235,0.04%,-17.97%,0.01%,-6.77%,224.97,48.68
2017-12-01|2017-12-31,笔记本散热器/降温卡,53117,3515195,299602,0.04%,-17.12%,0.05%,-0.69%,66.18,11.73
2017-12-01|2017-12-31,涂鸦笔,10633,3489812,86208,0.04%,87.50%,0.01%,137.09%,328.21,40.48
2017-12-01|2017-12-31,数码相框,2118,3400252,52405,0.04%,5.50%,-,-26.33%,1605.41,64.88
2017-12-01|2017-12-31,手机防尘塞,44596,3397272,313917,0.04%,68.33%,0.03%,-35.16%,76.18,10.82
2017-12-01|2017-12-31,灯附件,10649,3104379,45846,0.04%,18.51%,0.01%,-8.13%,291.52,67.71
2017-12-01|2017-12-31,外拍灯,2119,3043670,27109,0.03%,120.29%,-,171.86%,1436.37,112.28
2017-12-01|2017-12-31,电子书保护套,49102,2893268,169936,0.03%,13.62%,0.04%,-7.33%,58.92,17.03
2017-12-01|2017-12-31,数码显微镜,5035,2890633,53242,0.03%,-4.61%,-,7.88%,574.11,54.29
2017-12-01|2017-12-31,笔记本膝上桌,49166,2860919,560790,0.03%,1034.55%,0.04%,1930.92%,58.19,5.10
2017-12-01|2017-12-31,平板电脑支架,25418,2854656,101564,0.03%,-8.49%,0.02%,-34.84%,112.31,28.11
2017-12-01|2017-12-31,胶卷,10060,2851356,49436,0.03%,-4.93%,0.01%,40.77%,283.43,57.68
2017-12-01|2017-12-31,手机贴纸,97752,2806073,705099,0.03%,-31.54%,0.13%,-17.19%,28.71,3.98
2017-12-01|2017-12-31,清洁套装,92551,2779459,309634,0.03%,65.38%,0.11%,78.76%,30.03,8.98
2017-12-01|2017-12-31,18650电池,9312,2463335,67060,0.03%,21.41%,0.01%,20.51%,264.53,36.73
2017-12-01|2017-12-31,3G无线上网卡设备,5924,2455714,64881,0.03%,-35.93%,-,-36.31%,414.54,37.85
2017-12-01|2017-12-31,平板电脑包,2199,2353588,43110,0.03%,287.63%,-,-35.32%,1070.30,54.59
2017-12-01|2017-12-31,平板电脑外接键盘,5575,2119354,135207,0.03%,-8.54%,-,25.46%,380.15,15.67
2017-12-01|2017-12-31,苹果卡槽,52367,1993033,275249,0.03%,-35.92%,0.05%,-32.06%,38.06,7.24
2017-12-01|2017-12-31,USB灯,54234,1870699,358914,0.03%,-31.84%,0.06%,-38.25%,34.49,5.21
2017-12-01|2017-12-31,闪光灯配件,9342,1858617,43250,0.03%,17.69%,0.01%,0.04%,198.95,42.97
2017-12-01|2017-12-31,摄影包,3937,1788362,46707,0.02%,-8.40%,-,-6.05%,454.24,38.29
2017-12-01|2017-12-31,USB延长线,43710,1689958,77166,0.02%,0.91%,0.03%,-9.05%,38.66,21.90
2017-12-01|2017-12-31,相机背带,10588,1679902,61122,0.02%,1.58%,0.01%,0.81%,158.66,27.48
2017-12-01|2017-12-31,节电器/省电器,10861,1604720,65192,0.02%,41.50%,0.01%,20.22%,147.75,24.62
2017-12-01|2017-12-31,USB暖手宝/暖手袋,9478,1481749,78088,0.02%,7.83%,0.01%,0.92%,156.34,18.98
2017-12-01|2017-12-31,USB暖手鼠标垫,44331,1430656,233784,0.02%,-31.37%,0.03%,-8.61%,32.27,6.12
2017-12-01|2017-12-31,笔记本个性小贴纸,43131,1309881,380324,0.02%,12.59%,0.03%,5.00%,30.37,3.44
2017-12-01|2017-12-31,数码相机充电器,14175,1269825,49498,0.02%,-32.42%,0.01%,-31.59%,89.58,25.65
2017-12-01|2017-12-31,单反手柄,2105,1255643,27775,0.02%,-10.37%,-,11.20%,596.50,45.21
2017-12-01|2017-12-31,3D立体眼镜,2329,1250916,42047,0.01%,-40.65%,-,-47.94%,537.10,29.75
2017-12-01|2017-12-31,插头/接口,11922,1241568,70351,0.01%,0.38%,0.01%,-8.12%,104.14,17.65
2017-12-01|2017-12-31,USB风扇,15136,1195092,89307,0.01%,11.75%,0.01%,25.27%,78.96,13.38
2017-12-01|2017-12-31,镜头纸/镜头布,10727,1183204,42924,0.01%,-14.10%,0.01%,-24.96%,110.30,27.57
2017-12-01|2017-12-31,柔光器具,5876,1059343,25272,0.01%,25.51%,-,-8.63%,180.28,41.92
2017-12-01|2017-12-31,快装板,6580,1038051,25365,0.01%,11.23%,-,3.03%,157.76,40.92
2017-12-01|2017-12-31,防寒设备,4110,1035426,18847,0.01%,54.14%,-,54.18%,251.93,54.94
2017-12-01|2017-12-31,单反/单电电池,2283,1022990,24426,0.01%,7.53%,-,-32.02%,448.09,41.88
2017-12-01|2017-12-31,快门线,8572,1019470,30687,0.01%,-16.62%,0.01%,-21.68%,118.93,33.22
2017-12-01|2017-12-31,平板电脑底座,1736,992167,25008,0.01%,7.72%,-,62.45%,571.52,39.67
2017-12-01|2017-12-31,校色仪,682,983657,7512,0.01%,23.72%,-,17.76%,1442.31,130.94
2017-12-01|2017-12-31,触摸屏手套,10172,947265,73242,0.01%,87.38%,0.01%,54.14%,93.12,12.93
2017-12-01|2017-12-31,摄影台/静物台,2598,895518,16554,0.01%,-32.10%,-,-24.25%,344.70,54.10
2017-12-01|2017-12-31,遮光罩,10091,890466,43279,0.01%,-22.28%,0.01%,-27.88%,88.24,20.58
2017-12-01|2017-12-31,反光器具,9697,873202,42323,0.01%,-7.16%,0.01%,4.70%,90.05,20.63
2017-12-01|2017-12-31,电视高压包,13447,868096,41867,0.01%,-35.20%,0.01%,-42.66%,64.56,20.73
2017-12-01|2017-12-31,MP3/MP4保护套,2043,847283,26727,0.01%,240.05%,-,28.92%,414.72,31.70
2017-12-01|2017-12-31,遥控器,10155,844916,52431,0.01%,-32.13%,0.01%,-33.48%,83.20,16.11
2017-12-01|2017-12-31,数码设备外接键盘,2069,838587,26727,0.01%,87.74%,-,457.47%,405.31,31.38
2017-12-01|2017-12-31,F头,5752,796918,24170,0.01%,-27.04%,-,-21.82%,138.55,32.97
2017-12-01|2017-12-31,18650电池盒,9785,784885,50587,0.01%,63.01%,0.01%,-4.22%,80.21,15.52
