日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2018-01-01|2018-01-31,手机保护套/壳,25772123,411500046,45297607,31.49%,49.67%,62.01%,17.63%,15.97,9.08
2018-01-01|2018-01-31,手机贴膜,16346768,195725997,21655911,13.58%,71.12%,27.91%,25.69%,11.97,9.04
2018-01-01|2018-01-31,移动电源,2898850,191252918,9643037,12.03%,48.35%,8.40%,33.93%,65.98,19.83
2018-01-01|2018-01-31,手机零部件,835553,180373835,6144937,11.34%,36.42%,2.96%,-17.40%,215.87,29.35
2018-01-01|2018-01-31,手机数据线,3886477,142901393,6847818,7.85%,79.57%,11.33%,67.00%,36.77,20.87
2018-01-01|2018-01-31,手机电池,920256,103246151,3644908,4.98%,123.69%,3.12%,42.40%,112.19,28.33
2018-01-01|2018-01-31,手机充电器,1780056,102312343,5226087,4.89%,232.15%,5.10%,90.18%,57.48,19.58
2018-01-01|2018-01-31,平板电脑保护套/壳,1143050,72742855,2926693,2.83%,14.77%,3.76%,11.86%,63.64,24.85
2018-01-01|2018-01-31,笔记本零部件,76103,71288277,575078,2.83%,38.47%,0.08%,-32.26%,936.73,123.96
2018-01-01|2018-01-31,数据线,2307252,60935100,4578876,2.14%,63.68%,8.04%,52.48%,26.41,13.31
2018-01-01|2018-01-31,手机支架/手机座,1916279,54989711,4081163,1.59%,71.80%,6.13%,5.69%,28.70,13.47
2018-01-01|2018-01-31,其它配件,298769,45981881,2191743,0.92%,649.51%,0.37%,457.26%,153.90,20.98
2018-01-01|2018-01-31,笔记本电脑包,372612,31508795,1271268,0.81%,36.80%,0.46%,57.49%,84.56,24.79
2018-01-01|2018-01-31,普通干电池,532182,27678878,914130,0.53%,119.72%,0.92%,91.33%,52.01,30.28
2018-01-01|2018-01-31,影室灯,42095,27539622,249643,0.53%,178.85%,0.03%,100.89%,654.23,110.32
2018-01-01|2018-01-31,遥控设备,583451,22578463,1738296,0.46%,87.96%,1.06%,89.68%,38.70,12.99
2018-01-01|2018-01-31,云台,18491,19823790,218858,0.43%,709.52%,0.02%,400.32%,1072.08,90.58
2018-01-01|2018-01-31,自拍杆/架,317244,19726488,748475,0.41%,39.14%,0.40%,8.83%,62.18,26.36
2018-01-01|2018-01-31,背景布类,207766,19257186,1139757,0.40%,257.35%,0.31%,255.33%,92.69,16.90
2018-01-01|2018-01-31,手机镜头,165641,19215205,827575,0.40%,204.42%,0.30%,295.11%,116.01,23.22
2018-01-01|2018-01-31,脚架,51689,18466352,312054,0.37%,28.21%,0.04%,19.57%,357.26,59.18
2018-01-01|2018-01-31,笔记本电池,53868,18379793,297523,0.37%,74.93%,0.05%,56.95%,341.20,61.78
2018-01-01|2018-01-31,USB HUB/转换器,140261,17916013,530274,0.35%,125.45%,0.27%,69.73%,127.73,33.79
2018-01-01|2018-01-31,摄像机配件,25420,17577899,320260,0.34%,87.60%,0.02%,65.06%,691.50,54.89
2018-01-01|2018-01-31,纽扣电池,547523,17572640,902512,0.34%,87.80%,0.95%,95.49%,32.09,19.47
2018-01-01|2018-01-31,通用电池充电套装,218961,15414075,419555,0.32%,38.22%,0.31%,38.31%,70.40,36.74
