日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2018-02-01|2018-02-28,手机保护套/壳,20517955,272439463,35659389,33.22%,-33.50%,61.56%,-35.88%,13.28,7.64
2018-02-01|2018-02-28,手机贴膜,10750410,180312647,18279599,16.18%,-24.57%,28.10%,-35.03%,16.77,9.86
2018-02-01|2018-02-28,移动电源,1867535,165067667,6234818,11.77%,-34.21%,8.04%,-35.33%,88.39,26.48
2018-02-01|2018-02-28,手机零部件,583518,153216833,5340879,11.42%,-35.60%,3.02%,-48.59%,262.57,28.69
2018-02-01|2018-02-28,手机数据线,2305891,102001993,4539264,7.90%,-32.02%,11.20%,-33.40%,44.24,22.47
2018-02-01|2018-02-28,手机电池,580888,70291996,3079728,5.28%,-2.38%,3.00%,-34.23%,121.01,22.82
2018-02-01|2018-02-28,手机充电器,752365,68260054,3908827,5.19%,11.81%,4.91%,-31.38%,90.73,17.46
2018-02-01|2018-02-28,平板电脑保护套/壳,666353,46243232,2256123,3.03%,-35.69%,4.02%,-35.89%,69.40,20.50
2018-02-01|2018-02-28,数据线,1768405,31105505,3487298,1.93%,-35.17%,7.75%,-35.35%,17.59,8.92
2018-02-01|2018-02-28,手机支架/手机座,749092,28742685,3169423,1.12%,-34.23%,4.86%,-49.07%,38.37,9.07
2018-02-01|2018-02-28,笔记本零部件,51677,25931422,467004,0.91%,-49.15%,0.07%,-55.35%,501.80,55.53
2018-02-01|2018-02-28,其它配件,97774,20556596,1930169,0.85%,124.60%,0.33%,200.38%,210.25,10.65
2018-02-01|2018-02-28,笔记本电脑包,220798,19083931,772764,0.79%,-35.92%,0.43%,-35.62%,86.43,24.70
2018-02-01|2018-02-28,手机镜头,76841,13849400,665723,0.44%,60.09%,0.21%,72.15%,180.23,20.80
2018-02-01|2018-02-28,遥控设备,430064,13788269,873872,0.44%,-24.48%,0.91%,-10.41%,32.06,15.78
2018-02-01|2018-02-28,影室灯,14221,13704902,94119,0.44%,-33.20%,0.02%,-35.20%,963.71,145.61
2018-02-01|2018-02-28,普通干电池,359089,12528012,544545,0.40%,-32.31%,0.77%,-32.26%,34.89,23.01
2018-02-01|2018-02-28,自拍杆/架,107405,12370424,588426,0.40%,-33.58%,0.35%,-38.43%,115.18,21.02
2018-02-01|2018-02-28,云台,10170,12184083,159606,0.40%,320.66%,0.01%,191.14%,1198.04,76.34
2018-02-01|2018-02-28,脚架,30692,9270883,219242,0.34%,-35.29%,0.03%,-35.92%,302.06,42.29
2018-02-01|2018-02-28,笔记本电池,43255,7475323,179054,0.32%,-37.11%,0.04%,-41.30%,172.82,41.75
2018-02-01|2018-02-28,USB HUB/转换器,66711,7438659,443859,0.32%,-32.18%,0.11%,-35.82%,111.51,16.76
2018-02-01|2018-02-28,纽扣电池,366975,7149313,577239,0.31%,-33.18%,0.81%,-32.39%,19.48,12.39
2018-02-01|2018-02-28,背景布类,65889,6973629,588585,0.30%,-33.64%,0.11%,-33.55%,105.84,11.85
2018-02-01|2018-02-28,通用电池充电套装,77923,6668535,297349,0.28%,-35.58%,0.21%,-35.60%,85.58,22.43
2018-02-01|2018-02-28,数码相机包,43540,6561879,271143,0.28%,-35.86%,0.04%,-36.07%,150.71,24.20
2018-02-01|2018-02-28,摄像机配件,10885,6467677,228531,0.26%,-33.86%,0.02%,-32.15%,594.18,28.30
2018-02-01|2018-02-28,笔记本电源,52140,6387191,273378,0.21%,-40.38%,0.07%,-35.63%,122.50,23.36
2018-02-01|2018-02-28,数码收纳整理包,84120,6379051,544472,0.21%,-10.39%,0.30%,-34.51%,75.83,11.72
2018-02-01|2018-02-28,笔记本炫彩贴,78349,6369571,577422,0.21%,-34.12%,0.26%,-35.62%,81.30,11.03
2018-02-01|2018-02-28,平板电脑屏幕贴膜,102004,6077173,366934,0.12%,-35.62%,0.35%,-46.73%,59.58,16.56
2018-02-01|2018-02-28,耳机保护套,83645,5978167,491607,0.12%,-25.78%,0.30%,-31.92%,71.47,12.16
2018-02-01|2018-02-28,手写笔,43131,5940011,232227,0.11%,19.06%,0.04%,-22.55%,137.72,25.58
2018-02-01|2018-02-28,平板电脑零部件,25819,5639152,296959,0.09%,-39.72%,0.03%,-48.53%,218.41,18.99
2018-02-01|2018-02-28,快显胶片,25128,5297223,90792,0.08%,15.17%,0.03%,32.58%,210.81,58.34
2018-02-01|2018-02-28,滤镜,19497,4924385,73744,0.08%,-35.26%,0.03%,-34.52%,252.57,66.78
2018-02-01|2018-02-28,手机挂件/手机链,109716,4006169,748363,0.08%,-31.79%,0.35%,-34.24%,36.51,5.35
2018-02-01|2018-02-28,耳机绕线器,305565,3780865,653232,0.07%,-36.08%,0.54%,-46.57%,12.37,5.79
2018-02-01|2018-02-28,苹果视频线/转换线,27504,3640732,232344,0.07%,-34.17%,0.03%,-35.58%,132.37,15.67
2018-02-01|2018-02-28,数码相机电池,25785,3509051,77552,0.06%,-36.23%,0.03%,-34.71%,136.09,45.25
2018-02-01|2018-02-28,手机防尘塞,25203,3478722,225715,0.06%,10.86%,0.03%,-50.76%,138.03,15.41
2018-02-01|2018-02-28,摄影棚,9777,3340971,61623,0.06%,-45.60%,0.01%,-45.07%,341.72,54.22
2018-02-01|2018-02-28,笔记本键盘保护膜,108936,3255654,492715,0.06%,-47.22%,0.35%,-49.14%,29.89,6.61
2018-02-01|2018-02-28,相机闪光灯,3239,3254138,47503,0.06%,-35.20%,-,-35.24%,1004.67,68.50
2018-02-01|2018-02-28,读卡器,52171,3091566,274675,0.06%,-35.57%,0.07%,-35.86%,59.26,11.26
2018-02-01|2018-02-28,笔记本多功能支架/桌,27037,3064642,111028,0.06%,-32.90%,0.03%,-31.41%,113.35,27.60
2018-02-01|2018-02-28,数码维修工具,27417,3053744,208237,0.06%,30.77%,0.03%,91.54%,111.38,14.66
2018-02-01|2018-02-28,转接环,3856,2898079,43293,0.05%,-22.87%,-,-35.58%,751.58,66.94
2018-02-01|2018-02-28,USB电脑锁/防盗器,9638,2895767,52370,0.05%,72.27%,0.01%,21.10%,300.45,55.29
2018-02-01|2018-02-28,分配器/分频器/分支器,10530,2753311,61626,0.04%,11.03%,0.02%,-32.06%,261.47,44.68
2018-02-01|2018-02-28,USB加湿器,44007,2679219,329390,0.04%,743.05%,0.05%,890.83%,60.88,8.13
2018-02-01|2018-02-28,防潮箱,5881,2519050,42357,0.04%,-35.93%,0.01%,-35.92%,428.34,59.47
2018-02-01|2018-02-28,笔记本屏幕贴膜,43612,2444391,223183,0.04%,-34.21%,0.04%,-43.59%,56.05,10.95
2018-02-01|2018-02-28,视频线/音频线/AV线,66893,2427204,430488,0.04%,-3.43%,0.11%,23.83%,36.28,5.64
2018-02-01|2018-02-28,笔记本散热器/降温卡,43051,2280223,224324,0.04%,-46.54%,0.04%,-49.69%,52.97,10.16
2018-02-01|2018-02-28,车载充电器,42924,2123940,339382,0.04%,-35.34%,0.04%,-35.41%,49.48,6.26
2018-02-01|2018-02-28,电子书保护套,43884,2060032,147597,0.04%,-34.23%,0.05%,-34.71%,46.94,13.96
2018-02-01|2018-02-28,USB翻页激光笔,47321,2001147,43820,0.04%,-34.93%,0.06%,31.10%,42.29,45.67
2018-02-01|2018-02-28,涂鸦笔,8961,1884511,69324,0.03%,68.18%,0.01%,72.03%,210.30,27.18
2018-02-01|2018-02-28,苹果卡槽,43689,1779327,224368,0.03%,-39.73%,0.04%,-36.28%,40.73,7.93
2018-02-01|2018-02-28,射频器/转换器,10578,1766759,68549,0.03%,-33.97%,0.02%,-19.33%,167.02,25.77
2018-02-01|2018-02-28,胶卷,8531,1744305,46702,0.03%,-31.61%,0.01%,-22.77%,204.47,37.35
2018-02-01|2018-02-28,外拍灯,1508,1475823,16289,0.03%,21.85%,-,36.40%,978.66,90.60
2018-02-01|2018-02-28,平板电脑支架,14219,1462075,79478,0.03%,-46.17%,0.02%,-43.97%,102.83,18.40
2018-02-01|2018-02-28,清洁套装,52301,1428884,131521,0.03%,-26.38%,0.07%,-22.05%,27.32,10.86
2018-02-01|2018-02-28,手机贴纸,62346,1421387,483520,0.03%,-45.84%,0.09%,-45.24%,22.80,2.94
2018-02-01|2018-02-28,PDA/掌上电脑,1801,1406332,27428,0.03%,-42.95%,-,-34.73%,780.86,51.27
2018-02-01|2018-02-28,平板电脑外接键盘,2322,1389970,111426,0.03%,-28.63%,-,-24.86%,598.61,12.47
2018-02-01|2018-02-28,笔记本膝上桌,23862,1372432,383273,0.03%,395.65%,0.03%,893.50%,57.52,3.58
2018-02-01|2018-02-28,数码相框,1658,1360894,42242,0.03%,-32.02%,-,-39.47%,820.80,32.22
2018-02-01|2018-02-28,辅助道具类,17116,1357942,110283,0.03%,-57.61%,0.02%,-50.30%,79.34,12.31
2018-02-01|2018-02-28,灯附件,5895,1281131,25460,0.02%,-43.83%,0.01%,-46.84%,217.33,50.32
2018-02-01|2018-02-28,3G无线上网卡设备,2432,1272878,50976,0.02%,-55.09%,-,-49.56%,523.39,24.97
2018-02-01|2018-02-28,数码显微镜,2111,1222606,43128,0.02%,-46.03%,-,-34.05%,579.16,28.35
2018-02-01|2018-02-28,相机背带,8819,1206963,50624,0.02%,-32.90%,0.01%,-33.55%,136.86,23.84
2018-02-01|2018-02-28,摄影包,2108,1195829,43186,0.02%,-33.34%,-,-34.87%,567.28,27.69
2018-02-01|2018-02-28,笔记本个性小贴纸,25840,1157319,315328,0.02%,-24.30%,0.03%,-31.38%,44.79,3.67
2018-02-01|2018-02-28,节电器/省电器,9764,1154087,53294,0.02%,-24.64%,0.01%,-26.13%,118.20,21.66
2018-02-01|2018-02-28,闪光灯配件,3657,1061077,25491,0.02%,-34.35%,-,-35.89%,290.15,41.63
2018-02-01|2018-02-28,18650电池,4585,1060204,52370,0.02%,-35.93%,-,-34.49%,231.23,20.24
2018-02-01|2018-02-28,USB灯,27070,1038299,189141,0.02%,-46.86%,0.03%,-53.93%,38.36,5.49
2018-02-01|2018-02-28,USB风扇,10411,907809,96191,0.01%,-32.25%,0.02%,-47.35%,87.20,9.44
2018-02-01|2018-02-28,USB延长线,19503,887269,50925,0.01%,-45.33%,0.03%,-43.49%,45.49,17.42
2018-02-01|2018-02-28,单反手柄,1709,870652,24710,0.01%,-35.88%,-,-33.82%,509.45,35.23
2018-02-01|2018-02-28,数码相机充电器,10121,870163,44191,0.01%,-43.54%,0.01%,-35.63%,85.98,19.69
2018-02-01|2018-02-28,平板电脑包,2049,868236,25832,0.01%,12.59%,-,-79.38%,423.74,33.61
2018-02-01|2018-02-28,镜头纸/镜头布,10148,844610,27230,0.01%,-36.23%,0.01%,-34.40%,83.23,31.02
2018-02-01|2018-02-28,触摸屏手套,6603,739933,68034,0.01%,339.03%,0.01%,65.18%,112.06,10.88
2018-02-01|2018-02-28,快门线,4673,690930,25426,0.01%,-35.16%,-,-35.20%,147.86,27.17
2018-02-01|2018-02-28,说明书/使用指南,5627,679687,43224,0.01%,22.28%,0.01%,88.93%,120.79,15.72
2018-02-01|2018-02-28,遮光罩,7023,645999,27541,0.01%,-36.03%,0.01%,-45.76%,91.98,23.46
2018-02-01|2018-02-28,平板电脑底座,1015,624513,16920,0.01%,-24.69%,-,-17.16%,615.28,36.91
2018-02-01|2018-02-28,快装板,2654,605551,17685,0.01%,-34.28%,-,-34.04%,228.17,34.24
2018-02-01|2018-02-28,3D立体眼镜,1958,602105,25730,0.01%,-50.33%,-,-53.82%,307.51,23.40
2018-02-01|2018-02-28,插头/接口,8261,575742,51557,0.01%,-45.77%,0.01%,-35.74%,69.69,11.17
2018-02-01|2018-02-28,柔光器具,2126,563775,13063,0.01%,-34.96%,-,-41.66%,265.18,43.16
2018-02-01|2018-02-28,电视高压包,9555,557018,25119,0.01%,-45.45%,0.01%,-48.33%,58.30,22.18
2018-02-01|2018-02-28,单反/单电电池,1929,555300,14882,0.01%,-35.58%,-,-49.96%,287.87,37.31
2018-02-01|2018-02-28,USB暖手宝/暖手袋,2127,540337,43136,0.01%,72.16%,-,86.46%,254.04,12.53
2018-02-01|2018-02-28,校色仪,606,529753,5489,0.01%,-33.89%,-,-33.96%,874.18,96.51
2018-02-01|2018-02-28,镜头盖,10172,524879,42879,0.01%,-35.35%,0.01%,-34.28%,51.60,12.24
2018-02-01|2018-02-28,平板电脑充电器,3021,497439,24308,0.01%,-48.85%,-,-52.53%,164.66,20.46
2018-02-01|2018-02-28,反光器具,3884,491281,17389,0.01%,-36.08%,-,-41.89%,126.49,28.25
2018-02-01|2018-02-28,擦屏布,8361,488366,25876,0.01%,-35.73%,0.01%,-34.37%,58.41,18.87
2018-02-01|2018-02-28,MP3/MP4保护套,1362,482590,17378,0.01%,40.82%,-,-32.70%,354.32,27.77
2018-02-01|2018-02-28,遥控器,6884,482337,47087,0.01%,-48.58%,0.01%,-38.16%,70.07,10.24
2018-02-01|2018-02-28,取景器,682,474692,10425,-,-32.72%,-,-24.79%,696.03,45.53
2018-02-01|2018-02-28,显示器/打印机色彩校正仪,77,454678,2831,-,-35.55%,-,-35.38%,5904.91,160.61
2018-02-01|2018-02-28,清洁液,4283,453004,10677,-,-36.21%,-,-46.45%,105.77,42.43
2018-02-01|2018-02-28,脚架包,1271,451757,8426,-,11.35%,-,-35.79%,355.43,53.61
2018-02-01|2018-02-28,相机腕带,2556,449656,19276,-,-34.12%,-,-35.58%,175.92,23.33
2018-02-01|2018-02-28,脚架配件,1505,448860,10109,-,11.74%,-,-33.96%,298.25,44.40
2018-02-01|2018-02-28,摄影台/静物台,1731,428125,8773,-,-52.23%,-,-51.13%,247.33,48.80
2018-02-01|2018-02-28,VGA切换器,3710,428081,16907,-,-34.72%,-,-35.59%,115.39,25.32
2018-02-01|2018-02-28,F头,2360,424788,17616,-,-51.26%,-,-35.77%,179.99,24.11
2018-02-01|2018-02-28,数码设备外接键盘,1677,424215,25100,-,62.99%,-,382.45%,252.96,16.90
2018-02-01|2018-02-28,闪存卡转接套,7921,411812,54245,-,-52.63%,0.01%,-35.68%,51.99,7.59
2018-02-01|2018-02-28,18650电池盒,5252,410925,42694,-,-24.69%,0.01%,-34.93%,78.24,9.62
2018-02-01|2018-02-28,USB暖手鼠标垫,5798,410596,43801,-,-5.06%,0.01%,-7.69%,70.82,9.37
2018-02-01|2018-02-28,防寒设备,1516,403850,8333,-,100.42%,-,128.85%,266.39,48.46
2018-02-01|2018-02-28,电子书灯,5853,402949,43662,-,-35.88%,0.01%,-34.07%,68.84,9.23
2018-02-01|2018-02-28,音乐枕,883,380552,18550,-,-56.73%,-,-66.29%,430.98,20.51
2018-02-01|2018-02-28,点读机/点读笔配件,2731,380213,16354,-,-52.32%,-,-50.79%,139.22,23.25
2018-02-01|2018-02-28,USB吸尘器,3953,372325,25910,-,104.80%,-,55.47%,94.19,14.37
2018-02-01|2018-02-28,SIM 剪卡钳,7294,369864,20705,-,-49.67%,0.01%,-53.93%,50.71,17.86
2018-02-01|2018-02-28,广角镜,52,365908,2786,-,-31.36%,-,-49.84%,7036.69,131.34
2018-02-01|2018-02-28,隔离器/耦合器,798,260625,6652,-,-33.14%,-,-35.63%,326.60,39.18
2018-02-01|2018-02-28,一次成像相机专用包,2840,224855,25666,-,-33.28%,-,-25.15%,79.17,8.76
2018-02-01|2018-02-28,无线传输设备,462,214968,4546,-,-28.15%,-,-30.67%,465.30,47.29
2018-02-01|2018-02-28,测光表,23,211881,2149,-,-40.35%,-,-48.56%,9212.22,98.60
2018-02-01|2018-02-28,USB多功能数码宝,992,206241,10063,-,65.63%,-,-28.86%,207.90,20.49
2018-02-01|2018-02-28,USB电话机/网络电话机,683,203561,6352,-,-54.09%,-,-98.49%,298.04,32.05
2018-02-01|2018-02-28,机顶盒共享器,680,169100,9569,-,-10.36%,-,-35.62%,248.68,17.67
2018-02-01|2018-02-28,电子辞典/学习机配件,2028,167886,16570,-,-48.56%,-,-48.76%,82.78,10.13
2018-02-01|2018-02-28,微波炉面板,4553,156630,13473,-,-31.52%,-,-34.26%,34.40,11.63
2018-02-01|2018-02-28,相机专用遥控器,1947,156020,10197,-,-40.71%,-,-49.23%,80.13,15.30
2018-02-01|2018-02-28,线缆收纳器/集线器,1884,127321,24219,-,-11.77%,-,-36.40%,67.58,5.26
2018-02-01|2018-02-28,增距镜,58,116173,5714,-,-35.34%,-,-34.23%,2002.98,20.33
2018-02-01|2018-02-28,照片夹子,9240,103054,43774,-,-33.16%,0.01%,-31.78%,11.15,2.35
2018-02-01|2018-02-28,一次成像相册,2099,99037,10165,-,-17.71%,-,-28.93%,47.18,9.74
2018-02-01|2018-02-28,屏幕保护膜,2137,98439,12658,-,-18.19%,-,64.70%,46.06,7.78
2018-02-01|2018-02-28,苹果取卡针,9515,96855,25736,-,-52.29%,0.01%,-34.89%,10.18,3.76
2018-02-01|2018-02-28,RF头,926,96519,8961,-,-50.82%,-,-41.60%,104.23,10.77
2018-02-01|2018-02-28,USB Humping Dog,91,90261,2050,-,37.52%,-,22.45%,991.88,44.03
2018-02-01|2018-02-28,电纸书屏幕贴膜,2110,89358,9474,-,-46.39%,-,-35.58%,42.35,9.43
2018-02-01|2018-02-28,镜头笔,1268,89282,2663,-,38.08%,-,-34.69%,70.41,33.53
2018-02-01|2018-02-28,平板电脑数据线,868,88032,11117,-,-32.08%,-,-37.49%,101.42,7.92
2018-02-01|2018-02-28,手机智能按键,331,83238,8549,-,1123.37%,-,-24.30%,251.47,9.74
2018-02-01|2018-02-28,RCA头,2080,81277,10186,-,-36.44%,-,-34.15%,39.08,7.98
2018-02-01|2018-02-28,BNC头,903,80262,5282,-,-49.51%,-,-47.24%,88.88,15.20
2018-02-01|2018-02-28,电子书手写笔/电磁笔,2771,78811,20381,-,140.63%,-,853.15%,28.44,3.87
2018-02-01|2018-02-28,FM/MP3发射器,678,78064,6112,-,-40.75%,-,-64.26%,115.14,12.77
2018-02-01|2018-02-28,气吹,2668,77268,9898,-,-38.23%,-,-44.54%,28.96,7.81
2018-02-01|2018-02-28,USB迷你冰箱,22,74301,8789,-,52.11%,-,-39.53%,3377.32,8.45
2018-02-01|2018-02-28,相机眼罩,2104,73637,9226,-,-36.05%,-,-35.24%,35.00,7.98
2018-02-01|2018-02-28,电纸书充电器,921,72293,2390,-,-14.40%,-,-24.03%,78.49,30.25
2018-02-01|2018-02-28,脚架接环,363,72097,2105,-,59.28%,-,-32.92%,198.61,34.25
2018-02-01|2018-02-28,MSN聊天伴侣,7199,72050,14515,-,8.12%,0.01%,2257.24%,10.01,4.96
2018-02-01|2018-02-28,AV切换器,1249,71339,9788,-,-32.28%,-,-42.72%,57.12,7.29
2018-02-01|2018-02-28,高压气罐,682,70933,2837,-,-24.59%,-,-34.38%,104.01,25.00
2018-02-01|2018-02-28,数据连接线,783,70775,8630,-,66.83%,-,-30.37%,90.39,8.20
2018-02-01|2018-02-28,相片角贴,6789,69702,24478,-,-35.64%,0.01%,-44.52%,10.27,2.85
2018-02-01|2018-02-28,液晶屏保护膜,1985,66672,9767,-,-58.99%,-,-84.43%,33.59,6.83
2018-02-01|2018-02-28,保护箱,22,59349,2091,-,-35.92%,-,-49.19%,2697.68,28.38
2018-02-01|2018-02-28,相机/摄像机专用充电套装,682,57582,2672,-,-36.42%,-,-33.71%,84.43,21.55
2018-02-01|2018-02-28,耳机线夹,485,55494,2647,-,-13.71%,-,-52.62%,114.42,20.96
2018-02-01|2018-02-28,USB暖手套/暖脚鞋,921,52376,8858,-,38.21%,-,27.67%,56.87,5.91
2018-02-01|2018-02-28,单反/单电充电器,867,51408,3360,-,-35.33%,-,-33.40%,59.29,15.30
2018-02-01|2018-02-28,电池收纳盒,2091,50945,9364,-,-46.22%,-,-41.67%,24.36,5.44
2018-02-01|2018-02-28,相机色卡,300,50615,2023,-,-20.16%,-,28.27%,168.72,25.02
2018-02-01|2018-02-28,数码相机适配器,677,50481,3839,-,-45.94%,-,-32.59%,74.57,13.15
2018-02-01|2018-02-28,单反机身盖,1741,48962,3940,-,-33.23%,-,-35.35%,28.12,12.43
2018-02-01|2018-02-28,KVM,27,46578,2062,-,-73.09%,-,-56.18%,1725.11,22.59
2018-02-01|2018-02-28,USB食品加热包/保温盒,64,45331,7539,-,392.54%,-,108.32%,708.30,6.01
2018-02-01|2018-02-28,包/箱配件,77,39549,3535,-,-35.79%,-,-33.39%,513.62,11.19
2018-02-01|2018-02-28,键盘刷,2118,32793,9500,-,-52.50%,-,-54.40%,15.48,3.45
2018-02-01|2018-02-28,灰板,681,26388,2026,-,-35.35%,-,-45.86%,38.75,13.02
2018-02-01|2018-02-28,对焦屏,27,23151,2109,-,-32.92%,-,-35.68%,857.44,10.98
2018-02-01|2018-02-28,网络切换器,681,18773,2050,-,-34.31%,-,-35.33%,27.57,9.16
2018-02-01|2018-02-28,相机挂绳,1100,18488,6865,-,-85.13%,-,-32.92%,16.81,2.69
2018-02-01|2018-02-28,cmos清洁,846,17755,2357,-,11.24%,-,63.79%,20.99,7.53
2018-02-01|2018-02-28,热靴水平仪,1502,17291,6708,-,-10.58%,-,-35.62%,11.51,2.58
2018-02-01|2018-02-28,数码望远镜,3,14869,2100,-,105.11%,-,-30.40%,4956.33,7.08
2018-02-01|2018-02-28,镜头袋/镜头筒,54,14321,2640,-,-48.77%,-,-51.33%,265.20,5.42
2018-02-01|2018-02-28,自拍镜头,1523,13152,9360,-,-42.76%,-,-35.57%,8.64,1.41
2018-02-01|2018-02-28,MP3/MP4连接线,56,12920,1888,-,11.09%,-,-43.10%,230.71,6.84
2018-02-01|2018-02-28,USB保暖坐垫/靠垫,676,12439,2066,-,-35.29%,-,190.31%,18.40,6.02
