日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-03-01|2019-03-31,手机保护套/壳,25760390,410942346,37077743,25.56%,-2.78%,54.11%,-4.32%,15.95,11.08
2019-03-01|2019-03-31,手机贴膜,17241255,217311247,21514372,13.54%,9.22%,27.59%,-0.69%,12.60,10.10
2019-03-01|2019-03-31,移动电源,3394421,192479242,9536953,11.74%,7.77%,9.26%,19.18%,56.70,20.18
2019-03-01|2019-03-31,手机零部件,1748439,189273070,5817878,11.38%,-3.49%,4.15%,11.89%,108.25,32.53
2019-03-01|2019-03-31,手机数据线,5314697,162383342,9244738,7.98%,15.16%,11.73%,25.27%,30.55,17.56
2019-03-01|2019-03-31,手机充电器,2085312,118760193,5692294,5.00%,11.05%,6.39%,11.19%,56.95,20.86
2019-03-01|2019-03-31,手机支架/手机座,2267676,100279995,6142318,3.31%,56.02%,7.62%,22.17%,44.22,16.33
2019-03-01|2019-03-31,平板电脑保护套/壳,1450618,99409420,3134013,3.12%,27.69%,3.68%,13.16%,68.53,31.72
2019-03-01|2019-03-31,数据线,3382789,86118671,5666784,2.83%,17.73%,9.15%,17.65%,25.46,15.20
2019-03-01|2019-03-31,手机电池,670598,82815758,2712476,2.25%,-5.74%,1.12%,-7.97%,123.50,30.53
2019-03-01|2019-03-31,笔记本零部件,92910,74992933,773825,1.65%,-10.25%,0.08%,5.66%,807.16,96.91
2019-03-01|2019-03-31,其它配件,304618,56252978,2417092,0.96%,11.70%,0.33%,-5.55%,184.67,23.27
2019-03-01|2019-03-31,影室灯,44199,47848187,326194,0.87%,25.58%,0.03%,8.74%,1082.56,146.69
2019-03-01|2019-03-31,云台,49785,47435678,471533,0.86%,65.60%,0.03%,130.82%,952.81,100.60
2019-03-01|2019-03-31,笔记本电脑包,457292,40024256,1903002,0.83%,-0.86%,0.53%,2.92%,87.52,21.03
2019-03-01|2019-03-31,背景布类,330409,31739599,1381607,0.59%,25.47%,0.37%,17.72%,96.06,22.97
2019-03-01|2019-03-31,普通干电池,611734,31555197,1393150,0.59%,26.82%,1.02%,28.52%,51.58,22.65
2019-03-01|2019-03-31,手机镜头,264289,31148676,1053003,0.53%,22.40%,0.32%,11.77%,117.86,29.58
2019-03-01|2019-03-31,耳机保护套,583735,30066408,2084323,0.50%,221.61%,0.91%,190.57%,51.51,14.43
2019-03-01|2019-03-31,手写笔,101522,28706863,662181,0.47%,231.75%,0.12%,150.05%,282.76,43.35
2019-03-01|2019-03-31,自拍杆/架,428453,26804599,916787,0.45%,-8.38%,0.47%,-1.10%,62.56,29.24
2019-03-01|2019-03-31,笔记本电池,72499,26499355,367506,0.43%,20.71%,0.06%,17.60%,365.51,72.11
2019-03-01|2019-03-31,USB HUB/转换器,310196,26288215,754548,0.43%,28.27%,0.35%,25.59%,84.75,34.84
2019-03-01|2019-03-31,遥控设备,506689,19658160,950983,0.37%,11.24%,0.83%,11.77%,38.80,20.67
2019-03-01|2019-03-31,USB风扇,448458,19083329,1244345,0.35%,87.73%,0.50%,84.84%,42.55,15.34
2019-03-01|2019-03-31,脚架,52269,18794893,367274,0.34%,-3.19%,0.04%,-2.28%,359.58,51.17
2019-03-01|2019-03-31,纽扣电池,584237,18391279,917257,0.33%,25.57%,0.91%,26.31%,31.48,20.05
2019-03-01|2019-03-31,笔记本炫彩贴,299764,17464907,1226446,0.31%,15.72%,0.33%,6.26%,58.26,14.24
2019-03-01|2019-03-31,摄影棚,43218,17311397,159790,0.30%,24.88%,0.03%,11.77%,400.56,108.34
2019-03-01|2019-03-31,USB电脑锁/防盗器,51826,17115150,300990,0.30%,59.09%,0.04%,100.96%,330.24,56.86
2019-03-01|2019-03-31,笔记本电源,94642,17000091,430481,0.30%,6.68%,0.09%,17.69%,179.63,39.49
2019-03-01|2019-03-31,摄像机配件,25426,16616367,360444,0.30%,-17.60%,0.02%,-8.57%,653.52,46.10
2019-03-01|2019-03-31,数码相机包,60491,14250387,383537,0.27%,-9.13%,0.05%,-9.34%,235.58,37.16
2019-03-01|2019-03-31,手机挂件/手机链,468762,13902551,1912057,0.21%,59.47%,0.66%,27.67%,29.66,7.27
2019-03-01|2019-03-31,数码收纳整理包,306964,13875061,998819,0.21%,-8.55%,0.34%,15.30%,45.20,13.89
2019-03-01|2019-03-31,通用电池充电套装,114570,13853392,388999,0.21%,-6.12%,0.12%,-24.71%,120.92,35.61
2019-03-01|2019-03-31,笔记本膝上桌,314482,12324591,1374895,0.12%,252.56%,0.35%,280.61%,39.19,8.96
2019-03-01|2019-03-31,苹果视频线/转换线,71230,11844660,485082,0.12%,29.17%,0.06%,14.92%,166.29,24.42
2019-03-01|2019-03-31,平板电脑屏幕贴膜,286735,11394436,473054,0.12%,35.90%,0.32%,0.38%,39.74,24.09
2019-03-01|2019-03-31,平板电脑零部件,43646,11282689,304118,0.11%,-9.53%,0.03%,-17.36%,258.50,37.10
2019-03-01|2019-03-31,笔记本多功能支架/桌,96221,11163349,458215,0.11%,38.19%,0.09%,71.80%,116.02,24.36
2019-03-01|2019-03-31,USB加湿器,111434,10243697,551536,0.11%,250.52%,0.12%,281.39%,91.93,18.57
2019-03-01|2019-03-31,分配器/分频器/分支器,27018,9768936,97839,0.09%,40.69%,0.02%,19.38%,361.57,99.85
2019-03-01|2019-03-31,耳机绕线器,480618,8481386,1313829,0.08%,36.33%,0.67%,8.25%,17.65,6.46
2019-03-01|2019-03-31,滤镜,43226,7730945,111542,0.08%,0.03%,0.03%,-0.41%,178.85,69.31
2019-03-01|2019-03-31,数码相机电池,50442,7681275,138859,0.08%,11.70%,0.03%,8.94%,152.28,55.32
2019-03-01|2019-03-31,数码维修工具,52128,7546180,367029,0.08%,51.96%,0.04%,42.01%,144.76,20.56
2019-03-01|2019-03-31,笔记本键盘保护膜,428803,6963556,773873,0.07%,-9.05%,0.47%,-9.36%,16.24,9.00
2019-03-01|2019-03-31,读卡器,97748,6927796,422164,0.07%,-14.00%,0.11%,-9.09%,70.87,16.41
2019-03-01|2019-03-31,笔记本散热器/降温卡,72047,6495074,447054,0.06%,-9.11%,0.06%,-32.41%,90.15,14.53
2019-03-01|2019-03-31,USB翻页激光笔,68708,6458015,100671,0.06%,13.29%,0.06%,20.97%,93.99,64.15
2019-03-01|2019-03-31,防潮箱,11925,6372478,61045,0.06%,8.41%,0.01%,11.77%,534.38,104.39
2019-03-01|2019-03-31,笔记本屏幕贴膜,73326,6363393,366553,0.06%,25.54%,0.06%,8.40%,86.78,17.36
2019-03-01|2019-03-31,转接环,9417,6240383,52865,0.06%,19.70%,0.01%,14.03%,662.67,118.04
2019-03-01|2019-03-31,视频线/音频线/AV线,239355,6216544,542010,0.06%,22.10%,0.30%,35.35%,25.97,11.47
2019-03-01|2019-03-31,胶卷,17189,6182453,54190,0.06%,60.87%,0.01%,51.82%,359.67,114.09
2019-03-01|2019-03-31,快显胶片,27048,5830967,91974,0.05%,-19.86%,0.02%,-2.56%,215.58,63.40
2019-03-01|2019-03-31,外拍灯,5654,5761244,51531,0.04%,59.33%,-,102.92%,1018.97,111.80
2019-03-01|2019-03-31,相机闪光灯,6030,5737854,51703,0.04%,-23.32%,-,-24.80%,951.55,110.98
2019-03-01|2019-03-31,清洁套装,262727,5687142,490036,0.04%,66.97%,0.32%,48.56%,21.65,11.61
2019-03-01|2019-03-31,数码显微镜,7847,5618918,66961,0.04%,39.43%,-,11.20%,716.06,83.91
