日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2020-05-01|2020-05-31,手机保护套/壳,25886772,411668649,36542879,24.82%,11.75%,44.62%,11.20%,15.90,11.27
2020-05-01|2020-05-31,手机贴膜,17378244,202411344,20585296,11.74%,-4.99%,25.09%,6.14%,11.65,9.83
2020-05-01|2020-05-31,USB风扇,6776445,192715574,17270133,11.45%,87.00%,11.88%,67.52%,28.44,11.16
2020-05-01|2020-05-31,手机零部件,1630121,191828691,6059084,11.37%,20.71%,2.99%,0.94%,117.68,31.66
2020-05-01|2020-05-31,移动电源,2226171,178407174,6133024,9.27%,-29.06%,6.13%,-24.70%,80.14,29.09
2020-05-01|2020-05-31,手机支架/手机座,3659980,164358780,9522653,7.75%,133.69%,9.22%,71.26%,44.91,17.26
2020-05-01|2020-05-31,手机数据线,6251494,155747064,9617835,7.48%,0.37%,11.75%,18.77%,24.91,16.19
2020-05-01|2020-05-31,手机充电器,2230584,121718402,5690530,4.57%,17.66%,6.20%,19.34%,54.57,21.39
2020-05-01|2020-05-31,平板电脑保护套/壳,1867633,103051529,3485158,3.02%,41.35%,3.88%,51.60%,55.18,29.57
2020-05-01|2020-05-31,影室灯,60355,91584250,468542,2.49%,87.15%,0.04%,90.78%,1517.43,195.47
2020-05-01|2020-05-31,云台,119102,74093077,725546,1.09%,52.24%,0.11%,284.34%,622.10,102.12
2020-05-01|2020-05-31,数据线,3183076,72709632,5477540,1.06%,-8.29%,7.81%,-8.10%,22.84,13.27
2020-05-01|2020-05-31,笔记本零部件,151130,70065446,1940112,0.98%,18.36%,0.11%,54.14%,463.61,36.11
2020-05-01|2020-05-31,手机电池,578337,60300628,2299729,0.91%,2.90%,0.83%,1.09%,104.27,26.22
2020-05-01|2020-05-31,其它配件,297039,46999993,2084781,0.79%,-3.03%,0.30%,6.62%,158.23,22.54
2020-05-01|2020-05-31,普通干电池,1444058,44454861,1859683,0.72%,45.29%,2.94%,82.96%,30.78,23.90
2020-05-01|2020-05-31,背景布类,402879,37380852,1865553,0.67%,36.98%,0.39%,38.00%,92.78,20.04
2020-05-01|2020-05-31,手写笔,456258,37248526,1109444,0.66%,60.31%,0.47%,279.06%,81.64,33.57
2020-05-01|2020-05-31,耳机保护套,902522,33900836,3268894,0.59%,0.48%,2.14%,23.77%,37.56,10.37
2020-05-01|2020-05-31,笔记本电脑包,446342,32176726,1859655,0.51%,12.79%,0.44%,26.91%,72.09,17.30
2020-05-01|2020-05-31,遥控设备,1524750,30914193,2085312,0.47%,22.30%,2.96%,48.40%,20.27,14.82
2020-05-01|2020-05-31,手机镜头,297182,29350415,1138337,0.45%,11.14%,0.30%,27.56%,98.76,25.78
2020-05-01|2020-05-31,USB HUB/转换器,310019,28112924,853354,0.43%,23.56%,0.32%,21.61%,90.68,32.94
2020-05-01|2020-05-31,涂鸦笔,224970,26583299,579803,0.40%,287.52%,0.21%,384.79%,118.16,45.85
2020-05-01|2020-05-31,笔记本电池,72303,23860135,357507,0.38%,20.96%,0.06%,23.82%,330.00,66.74
2020-05-01|2020-05-31,自拍杆/架,373784,20944899,932944,0.35%,-24.85%,0.35%,-22.13%,56.03,22.45
2020-05-01|2020-05-31,笔记本多功能支架/桌,305270,18911787,698274,0.32%,84.51%,0.31%,121.58%,61.95,27.08
2020-05-01|2020-05-31,脚架,52682,18585806,410453,0.31%,-0.18%,0.04%,6.01%,352.79,45.28
2020-05-01|2020-05-31,纽扣电池,660352,18298303,1236923,0.30%,20.94%,0.89%,31.43%,27.71,14.79
2020-05-01|2020-05-31,笔记本散热器/降温卡,249317,18207819,756987,0.30%,83.75%,0.27%,67.52%,73.03,24.05
2020-05-01|2020-05-31,USB电脑锁/防盗器,53294,18007635,300317,0.30%,26.86%,0.04%,25.01%,337.89,59.96
2020-05-01|2020-05-31,笔记本炫彩贴,305101,17642925,1422917,0.30%,38.50%,0.31%,40.74%,57.83,12.40
2020-05-01|2020-05-31,笔记本电源,97706,17070969,452578,0.26%,3.76%,0.08%,22.36%,174.72,37.72
