日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-02-01|2019-02-28,移动支付终端机,0,3764,7,-,-59.83%,-,-70.55%,0,537.71
2019-02-01|2019-02-28,耳塞保护套,676,4401,5343,-,-7.57%,-,92.60%,6.51,0.82
2019-02-01|2019-02-28,电子书手写笔/电磁笔,9542,84312,43216,-,11.14%,0.01%,200.59%,8.84,1.95
2019-02-01|2019-02-28,毛刷,1622,15028,4005,-,65.66%,-,155.44%,9.27,3.75
2019-02-01|2019-02-28,相片角贴,5384,51611,13446,-,-33.15%,-,-25.38%,9.59,3.84
2019-02-01|2019-02-28,MP3/MP4支架,460,4870,1794,-,207.67%,-,404.03%,10.59,2.71
2019-02-01|2019-02-28,USB烟灰缸,679,7406,5764,-,129.19%,-,22.94%,10.91,1.28
2019-02-01|2019-02-28,手机贴膜,15706111,193338512,20005141,14.42%,44.78%,27.72%,40.55%,12.31,9.66
2019-02-01|2019-02-28,自拍镜头,1511,19056,9373,-,27.77%,-,-2.38%,12.61,2.03
2019-02-01|2019-02-28,耳机绕线器,456078,6749319,1124554,0.09%,85.47%,0.77%,66.99%,14.80,6.00
2019-02-01|2019-02-28,MSN聊天伴侣,4546,67505,16633,-,-14.11%,-,-32.71%,14.85,4.06
2019-02-01|2019-02-28,手机保护套/壳,23480523,363481155,36328804,29.00%,39.82%,56.63%,36.65%,15.48,10.01
2019-02-01|2019-02-28,电纸书防护包,683,11872,6146,-,174.76%,-,219.13%,17.38,1.93
2019-02-01|2019-02-28,笔记本键盘保护膜,329792,6103811,661969,0.07%,68.92%,0.43%,82.78%,18.51,9.22
2019-02-01|2019-02-28,数据线,2913408,61569797,4610638,2.83%,69.15%,9.10%,85.90%,21.13,13.35
2019-02-01|2019-02-28,键盘刷,2367,53007,9718,-,68.15%,-,25.40%,22.39,5.45
2019-02-01|2019-02-28,手机挂件/手机链,367227,8284181,1370106,0.12%,123.43%,0.47%,91.43%,22.56,6.05
2019-02-01|2019-02-28,热靴水平仪,2074,51293,9646,-,90.87%,-,74.99%,24.73,5.32
2019-02-01|2019-02-28,苹果取卡针,16194,413855,27072,-,92.50%,0.01%,86.92%,25.56,15.29
2019-02-01|2019-02-28,分压盒,1,26,7,-,33.50%,-,-31.57%,26.00,3.71
2019-02-01|2019-02-28,气吹,6207,167771,13251,-,87.64%,-,72.26%,27.03,12.66
2019-02-01|2019-02-28,照片夹子,9759,282687,49746,-,51.99%,0.01%,19.24%,28.97,5.68
2019-02-01|2019-02-28,USB灯,46362,1394913,296328,0.02%,67.57%,0.04%,67.54%,30.09,4.71
2019-02-01|2019-02-28,笔记本个性小贴纸,43660,1334002,422562,0.02%,40.47%,0.03%,64.96%,30.55,3.16
2019-02-01|2019-02-28,相机挂绳,2097,64334,12791,-,188.32%,-,169.30%,30.68,5.03
2019-02-01|2019-02-28,纽扣电池,507836,15969590,827155,0.33%,74.84%,0.92%,81.33%,31.45,19.31
2019-02-01|2019-02-28,清洁套装,77624,2458879,248509,0.03%,67.11%,0.08%,68.40%,31.68,9.89
2019-02-01|2019-02-28,液晶屏保护膜,1637,52220,9275,-,-31.92%,-,-31.65%,31.90,5.63
2019-02-01|2019-02-28,苹果卡槽,45553,1481572,193290,0.02%,-19.03%,0.04%,12.15%,32.52,7.67
2019-02-01|2019-02-28,单反机身盖,2090,71164,5970,-,88.01%,-,65.65%,34.05,11.92
2019-02-01|2019-02-28,手机贴纸,82829,2890941,514811,0.03%,92.49%,0.11%,48.55%,34.90,5.62
