日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2018-04-01|2018-04-30,手机保护套/壳,23769397,358590294,37175592,27.79%,10.50%,56.58%,-19.65%,15.09,9.65
2018-04-01|2018-04-30,手机贴膜,16151706,192211598,21294711,13.51%,25.09%,28.73%,-8.22%,11.90,9.03
2018-04-01|2018-04-30,移动电源,2267798,183974362,8888041,11.72%,3.97%,8.09%,-3.91%,81.12,20.70
2018-04-01|2018-04-30,手机零部件,1138168,182072769,6253093,11.70%,-3.08%,3.97%,-34.06%,159.97,29.12
2018-04-01|2018-04-30,手机数据线,3704999,136738251,6948968,7.81%,11.39%,11.34%,11.35%,36.91,19.68
2018-04-01|2018-04-30,手机充电器,1912540,102155519,5510667,5.19%,92.61%,6.33%,65.63%,53.41,18.54
2018-04-01|2018-04-30,平板电脑保护套/壳,853235,67992627,2311536,2.84%,2.99%,3.05%,-4.68%,79.69,29.41
2018-04-01|2018-04-30,手机支架/手机座,1972482,60347944,5182835,2.49%,17.59%,6.76%,-24.46%,30.59,11.64
2018-04-01|2018-04-30,数据线,2632106,59030713,4960956,2.32%,7.74%,8.37%,-1.04%,22.43,11.90
2018-04-01|2018-04-30,笔记本零部件,76337,57981148,574804,2.26%,-9.97%,0.08%,-35.81%,759.54,100.87
2018-04-01|2018-04-30,手机电池,557329,54760666,2344643,2.14%,23.75%,1.06%,-17.11%,98.26,23.36
2018-04-01|2018-04-30,其它配件,275243,50747303,2256643,1.59%,240.17%,0.35%,178.66%,184.37,22.49
2018-04-01|2018-04-30,影室灯,43141,31129820,271840,0.82%,45.64%,0.03%,28.63%,721.58,114.52
2018-04-01|2018-04-30,笔记本电脑包,358954,30192289,1255655,0.77%,9.22%,0.45%,15.16%,84.11,24.05
2018-04-01|2018-04-30,USB风扇,606052,29356176,3210803,0.72%,113.31%,1.75%,30.39%,48.44,9.14
2018-04-01|2018-04-30,自拍杆/架,452556,29082764,1884878,0.67%,8.90%,0.71%,-17.12%,64.26,15.43
2018-04-01|2018-04-30,云台,24139,27351496,305558,0.59%,377.16%,0.02%,305.98%,1133.08,89.51
2018-04-01|2018-04-30,背景布类,270579,26137090,1310300,0.52%,66.96%,0.35%,40.84%,96.60,19.95
2018-04-01|2018-04-30,手机镜头,223969,24288808,1461168,0.51%,104.92%,0.32%,168.51%,108.45,16.62
2018-04-01|2018-04-30,普通干电池,488853,23084418,775248,0.49%,40.63%,0.88%,23.96%,47.22,29.78
2018-04-01|2018-04-30,脚架,51594,18394714,337302,0.39%,-10.28%,0.04%,-22.58%,356.53,54.53
2018-04-01|2018-04-30,USB HUB/转换器,167713,17822619,576224,0.37%,40.55%,0.30%,12.83%,106.27,30.93
2018-04-01|2018-04-30,遥控设备,472773,17583856,828318,0.36%,22.60%,0.84%,21.40%,37.19,21.23
2018-04-01|2018-04-30,笔记本电池,52642,17480179,247503,0.35%,17.59%,0.05%,0.05%,332.06,70.63
2018-04-01|2018-04-30,摄像机配件,25808,17393097,373112,0.35%,10.83%,0.02%,27.90%,673.94,46.62
2018-04-01|2018-04-30,数码相机包,58332,13915105,361464,0.31%,-4.44%,0.06%,-14.62%,238.55,38.50
2018-04-01|2018-04-30,数码收纳整理包,213574,13583550,748485,0.31%,86.52%,0.32%,11.75%,63.60,18.15
2018-04-01|2018-04-30,手写笔,52775,13028197,426713,0.30%,239.27%,0.05%,62.14%,246.86,30.53
2018-04-01|2018-04-30,笔记本电源,71918,12122810,339310,0.30%,-10.52%,0.08%,-8.64%,168.56,35.73
2018-04-01|2018-04-30,纽扣电池,459604,11714225,710948,0.28%,13.56%,0.81%,23.69%,25.49,16.48
2018-04-01|2018-04-30,通用电池充电套装,158478,11392816,388978,0.27%,-6.73%,0.30%,7.85%,71.89,29.29
2018-04-01|2018-04-30,摄影棚,27454,11358051,114785,0.27%,29.61%,0.03%,25.52%,413.71,98.95
2018-04-01|2018-04-30,耳机保护套,279973,10449721,750606,0.21%,69.36%,0.36%,44.07%,37.32,13.92
2018-04-01|2018-04-30,笔记本炫彩贴,110928,9519402,724404,0.12%,24.98%,0.27%,12.94%,85.82,13.14
2018-04-01|2018-04-30,平板电脑零部件,43147,9081487,341316,0.12%,8.96%,0.03%,-32.09%,210.48,26.61
2018-04-01|2018-04-30,滤镜,43067,7435699,98542,0.11%,-8.39%,0.03%,-10.02%,172.65,75.46
2018-04-01|2018-04-30,苹果视频线/转换线,52364,7428341,421086,0.11%,37.30%,0.05%,25.01%,141.86,17.64
