日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-12-01|2019-12-31,手机保护套/壳,26913848,476088047,40083872,27.74%,0.98%,55.21%,11.38%,17.69,11.88
2019-12-01|2019-12-31,手机贴膜,18211238,220910013,20825079,12.82%,11.77%,25.57%,11.45%,12.13,10.61
2019-12-01|2019-12-31,移动电源,3309579,193458752,9174625,11.69%,-18.52%,8.12%,-19.21%,58.45,21.09
2019-12-01|2019-12-31,手机零部件,1328916,187059624,5567788,11.19%,-1.04%,2.90%,-8.62%,140.76,33.60
2019-12-01|2019-12-31,手机数据线,6102350,157189515,9081889,7.72%,-9.55%,11.75%,0.03%,25.76,17.31
2019-12-01|2019-12-31,手机充电器,2198622,119192255,5500057,4.60%,-11.73%,6.24%,-2.64%,54.21,21.67
2019-12-01|2019-12-31,手机支架/手机座,2939400,102166384,5560734,3.03%,25.33%,7.74%,27.60%,34.76,18.37
2019-12-01|2019-12-31,平板电脑保护套/壳,1752727,101557530,3332449,3.01%,12.82%,3.42%,22.86%,57.94,30.48
2019-12-01|2019-12-31,手机电池,747700,93794881,3087036,2.84%,-32.05%,1.12%,-31.95%,125.44,30.38
2019-12-01|2019-12-31,数据线,3471121,74419682,5427087,1.26%,-15.18%,8.41%,-3.23%,21.44,13.71
2019-12-01|2019-12-31,耳机保护套,1847758,65918898,3946532,0.95%,231.27%,3.91%,286.23%,35.68,16.70
2019-12-01|2019-12-31,云台,54680,62242421,518303,0.93%,56.95%,0.04%,66.88%,1138.30,120.09
2019-12-01|2019-12-31,笔记本零部件,94149,54621169,1178968,0.89%,-8.11%,0.08%,22.89%,580.16,46.33
2019-12-01|2019-12-31,USB暖手宝/暖手袋,410239,51095411,2918509,0.87%,66.74%,0.40%,74.93%,124.55,17.51
2019-12-01|2019-12-31,笔记本电脑包,474197,49357687,1915696,0.85%,28.00%,0.53%,36.35%,104.09,25.76
2019-12-01|2019-12-31,其它配件,299683,48137246,1988360,0.83%,-16.82%,0.32%,-18.33%,160.63,24.21
2019-12-01|2019-12-31,普通干电池,1032394,47646751,1830249,0.81%,13.47%,2.81%,22.82%,46.15,26.03
2019-12-01|2019-12-31,影室灯,44250,39469637,307103,0.72%,25.39%,0.03%,24.34%,891.97,128.52
2019-12-01|2019-12-31,USB加湿器,553461,35346517,2243666,0.66%,4.80%,0.83%,11.05%,63.86,15.75
2019-12-01|2019-12-31,手写笔,296687,35074863,817474,0.66%,68.35%,0.31%,66.53%,118.22,42.91
2019-12-01|2019-12-31,背景布类,316722,30915493,1381668,0.47%,30.75%,0.33%,29.54%,97.61,22.38
2019-12-01|2019-12-31,纽扣电池,1243419,27710782,1931924,0.43%,17.66%,2.89%,21.53%,22.29,14.34
2019-12-01|2019-12-31,USB HUB/转换器,299782,27400022,824316,0.41%,7.19%,0.32%,-4.31%,91.40,33.24
2019-12-01|2019-12-31,笔记本电池,72160,27298144,318904,0.40%,35.66%,0.06%,19.52%,378.30,85.60
2019-12-01|2019-12-31,手机镜头,306192,26718046,1040343,0.40%,-24.40%,0.32%,17.64%,87.26,25.68
2019-12-01|2019-12-31,遥控设备,596319,21725220,1392361,0.36%,-10.39%,0.88%,-7.43%,36.43,15.60
2019-12-01|2019-12-31,自拍杆/架,382019,20919948,691155,0.35%,12.93%,0.38%,36.03%,54.76,30.27
2019-12-01|2019-12-31,脚架,51855,18767395,360491,0.32%,-0.27%,0.03%,14.08%,361.92,52.06
2019-12-01|2019-12-31,笔记本炫彩贴,341369,18542673,1653956,0.31%,36.96%,0.35%,45.49%,54.32,11.21
2019-12-01|2019-12-31,涂鸦笔,75336,17740357,454050,0.30%,263.65%,0.06%,313.71%,235.48,39.07
2019-12-01|2019-12-31,数码收纳整理包,410360,17424671,1840000,0.30%,11.72%,0.40%,38.83%,42.46,9.47
2019-12-01|2019-12-31,笔记本电源,92558,17261272,428285,0.28%,23.66%,0.08%,22.24%,186.49,40.30
2019-12-01|2019-12-31,USB电脑锁/防盗器,47252,17000967,300734,0.27%,29.27%,0.03%,7.73%,359.79,56.53
2019-12-01|2019-12-31,笔记本多功能支架/桌,187734,16383720,488320,0.21%,65.49%,0.12%,86.59%,87.27,33.55
2019-12-01|2019-12-31,摄像机配件,25306,16250242,302867,0.21%,-9.14%,0.02%,1.56%,642.15,53.65
2019-12-01|2019-12-31,数码相机包,58402,14059972,379985,0.12%,2.96%,0.04%,11.79%,240.74,37.00
2019-12-01|2019-12-31,通用电池充电套装,65122,12998200,275075,0.12%,-25.48%,0.05%,-45.84%,199.60,47.25
2019-12-01|2019-12-31,手机挂件/手机链,457810,11870022,1837473,0.11%,-4.57%,0.48%,10.50%,25.93,6.46
2019-12-01|2019-12-31,数码相机电池,51259,9942927,136900,0.09%,26.05%,0.03%,20.56%,193.97,72.63
2019-12-01|2019-12-31,摄影棚,25260,9889910,82202,0.08%,-21.59%,0.02%,-24.10%,391.52,120.31
2019-12-01|2019-12-31,滤镜,43234,9825104,111598,0.08%,22.80%,0.03%,20.81%,227.25,88.04
2019-12-01|2019-12-31,USB按摩器,27454,9574800,131184,0.08%,5736.40%,0.02%,3182.51%,348.76,72.99
2019-12-01|2019-12-31,外拍灯,10046,9535546,73902,0.08%,140.52%,0.01%,186.36%,949.19,129.03
2019-12-01|2019-12-31,耳机绕线器,483589,9081201,1908506,0.08%,25.50%,0.59%,11.21%,18.78,4.76
2019-12-01|2019-12-31,平板电脑屏幕贴膜,197483,8693079,457202,0.08%,20.69%,0.13%,-10.84%,44.02,19.01
2019-12-01|2019-12-31,笔记本膝上桌,96135,7884965,631968,0.08%,-34.37%,0.08%,-46.28%,82.02,12.48
2019-12-01|2019-12-31,苹果视频线/转换线,64387,7643388,452742,0.08%,-21.93%,0.04%,6.58%,118.71,16.88
2019-12-01|2019-12-31,平板电脑零部件,43102,7483491,297963,0.07%,0.03%,0.02%,0.01%,173.62,25.12
2019-12-01|2019-12-31,笔记本屏幕贴膜,74150,7479998,383023,0.07%,65.53%,0.06%,40.84%,100.88,19.53
2019-12-01|2019-12-31,胶卷,19297,7260241,72432,0.07%,78.95%,0.01%,23.04%,376.24,100.24
2019-12-01|2019-12-31,数码维修工具,52448,7002152,353751,0.06%,54.95%,0.04%,26.67%,133.51,19.79
2019-12-01|2019-12-31,平板电脑外接键盘,26008,6989666,475974,0.06%,71.98%,0.02%,309.63%,268.75,14.68
2019-12-01|2019-12-31,读卡器,97649,6901436,422302,0.06%,12.68%,0.08%,11.70%,70.68,16.34
2019-12-01|2019-12-31,快显胶片,43316,6652137,109808,0.06%,-16.60%,0.03%,8.25%,153.57,60.58
2019-12-01|2019-12-31,车载充电器,52882,6500915,472202,0.06%,70.21%,0.04%,17.47%,122.93,13.77
2019-12-01|2019-12-31,相机闪光灯,7603,6462734,51282,0.06%,18.61%,-,11.03%,850.02,126.02
2019-12-01|2019-12-31,笔记本键盘保护膜,365487,6458875,723926,0.06%,22.83%,0.36%,20.17%,17.67,8.92
2019-12-01|2019-12-31,USB翻页激光笔,53985,6417498,135882,0.06%,15.25%,0.04%,11.91%,118.88,47.23
2019-12-01|2019-12-31,防潮箱,10077,6374041,49737,0.06%,5.38%,0.01%,-19.54%,632.53,128.15
2019-12-01|2019-12-31,数码显微镜,9271,6225122,66913,0.05%,48.08%,-,65.48%,671.46,93.03
2019-12-01|2019-12-31,USB多功能数码宝,27365,6200465,148549,0.05%,759.42%,0.02%,1194.14%,226.58,41.74
2019-12-01|2019-12-31,视频线/音频线/AV线,208427,6198438,510164,0.05%,-8.92%,0.13%,-16.78%,29.74,12.15
2019-12-01|2019-12-31,转接环,9287,6107358,52471,0.05%,11.44%,-,18.49%,657.62,116.39
2019-12-01|2019-12-31,笔记本散热器/降温卡,53126,6007868,364442,0.04%,54.35%,0.04%,34.00%,113.09,16.49
