日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-10-01|2019-10-31,手机保护套/壳,26613127,413741854,38415121,26.52%,-3.92%,54.21%,8.39%,15.55,10.77
2019-10-01|2019-10-31,手机贴膜,18838012,220909031,21659865,14.19%,11.57%,27.58%,11.44%,11.73,10.20
2019-10-01|2019-10-31,移动电源,3244690,191535933,9590017,11.72%,-11.22%,8.17%,-7.88%,59.03,19.97
2019-10-01|2019-10-31,手机零部件,1410867,186682596,5694570,11.25%,-4.44%,3.02%,1.50%,132.32,32.78
2019-10-01|2019-10-31,手机数据线,6148014,152992469,9497886,7.73%,-10.56%,11.83%,22.90%,24.88,16.11
2019-10-01|2019-10-31,手机充电器,2256521,116583816,5901162,4.98%,-8.12%,6.93%,11.24%,51.67,19.76
2019-10-01|2019-10-31,手机支架/手机座,3065714,95547804,5590034,3.01%,11.34%,7.94%,22.83%,31.17,17.09
2019-10-01|2019-10-31,平板电脑保护套/壳,1375152,95130216,3223835,3.00%,23.05%,2.99%,24.59%,69.18,29.51
2019-10-01|2019-10-31,数据线,3514167,73588365,5663402,1.84%,-5.01%,9.07%,8.56%,20.94,12.99
2019-10-01|2019-10-31,手机电池,667178,71269477,2689495,1.62%,-32.42%,0.95%,-23.59%,106.82,26.50
2019-10-01|2019-10-31,笔记本零部件,97657,60301035,1936137,1.09%,-9.35%,0.09%,34.82%,617.48,31.15
2019-10-01|2019-10-31,其它配件,359817,59201715,2153598,1.06%,19.06%,0.37%,25.12%,164.53,27.49
2019-10-01|2019-10-31,云台,51646,57443446,606732,1.05%,67.71%,0.04%,97.98%,1112.25,94.68
2019-10-01|2019-10-31,耳机保护套,1458536,49773805,3756712,0.90%,173.48%,3.04%,293.16%,34.13,13.25
2019-10-01|2019-10-31,笔记本电脑包,461628,36010211,2006211,0.81%,11.90%,0.52%,23.66%,78.01,17.95
2019-10-01|2019-10-31,影室灯,43110,35832359,274669,0.81%,17.71%,0.03%,-8.50%,831.18,130.46
2019-10-01|2019-10-31,普通干电池,824052,32510883,1595079,0.67%,13.19%,2.14%,36.84%,39.45,20.38
2019-10-01|2019-10-31,手写笔,243065,31054997,756733,0.53%,121.51%,0.30%,137.70%,127.76,41.04
2019-10-01|2019-10-31,背景布类,305220,28308691,1228799,0.47%,21.59%,0.33%,25.46%,92.75,23.04
2019-10-01|2019-10-31,手机镜头,355413,27788733,1589555,0.47%,-16.99%,0.36%,60.84%,78.19,17.48
2019-10-01|2019-10-31,笔记本电池,71689,26396457,352828,0.44%,38.09%,0.06%,37.57%,368.21,74.81
2019-10-01|2019-10-31,USB HUB/转换器,299186,22374668,827400,0.40%,11.82%,0.32%,7.39%,74.79,27.04
2019-10-01|2019-10-31,纽扣电池,833622,20445702,1847115,0.39%,22.30%,2.14%,34.21%,24.53,11.07
2019-10-01|2019-10-31,自拍杆/架,365202,20166079,770908,0.38%,0.40%,0.38%,14.08%,55.22,26.16
2019-10-01|2019-10-31,笔记本炫彩贴,381908,18684014,1872937,0.33%,27.24%,0.39%,41.39%,48.92,9.98
2019-10-01|2019-10-31,遥控设备,500526,18236594,1033440,0.33%,-2.36%,0.77%,17.71%,36.43,17.65
2019-10-01|2019-10-31,USB加湿器,414128,18215994,849021,0.33%,-3.47%,0.41%,18.66%,43.99,21.46
2019-10-01|2019-10-31,脚架,49754,17285021,370301,0.30%,-2.54%,0.03%,22.15%,347.41,46.68
2019-10-01|2019-10-31,笔记本电源,92440,16910760,447827,0.30%,13.50%,0.08%,17.66%,182.94,37.76
2019-10-01|2019-10-31,USB电脑锁/防盗器,45526,14076087,243752,0.27%,38.95%,0.03%,17.36%,309.19,57.75
2019-10-01|2019-10-31,USB暖手宝/暖手袋,75953,13728056,691173,0.21%,92.63%,0.06%,121.64%,180.74,19.86
2019-10-01|2019-10-31,涂鸦笔,73449,12582094,379143,0.13%,307.65%,0.06%,384.22%,171.30,33.19
2019-10-01|2019-10-31,数码收纳整理包,338535,12327817,1424237,0.12%,22.70%,0.35%,40.76%,36.42,8.66
2019-10-01|2019-10-31,摄像机配件,24122,11725295,358766,0.12%,-24.47%,0.02%,-8.57%,486.08,32.68
2019-10-01|2019-10-31,笔记本多功能支架/桌,111691,11712938,485097,0.12%,61.41%,0.12%,87.71%,104.87,24.15
2019-10-01|2019-10-31,数码相机包,52734,10692920,366914,0.11%,-8.55%,0.04%,8.40%,202.77,29.14
2019-10-01|2019-10-31,苹果视频线/转换线,77210,10269477,478902,0.11%,-3.41%,0.06%,17.76%,133.01,21.44
2019-10-01|2019-10-31,手机挂件/手机链,472795,10248390,1882154,0.11%,0.04%,0.54%,19.06%,21.68,5.45
