日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2019-01-01|2019-01-31,手机保护套/壳,26622187,470851822,37873073,31.36%,17.45%,61.49%,11.19%,17.69,12.43
2019-01-01|2019-01-31,手机贴膜,16909430,213630310,20729823,13.51%,15.64%,27.56%,11.20%,12.63,10.31
2019-01-01|2019-01-31,移动电源,3516185,201101199,9535018,12.21%,19.64%,11.03%,31.34%,57.19,21.09
2019-01-01|2019-01-31,手机零部件,1137020,187071227,5380170,11.32%,15.37%,3.00%,17.19%,164.53,34.77
2019-01-01|2019-01-31,手机数据线,4833199,157143617,7614055,8.01%,21.87%,11.69%,25.04%,32.51,20.64
2019-01-01|2019-01-31,手机充电器,1956992,107158216,5198356,4.70%,11.75%,5.69%,22.30%,54.76,20.61
2019-01-01|2019-01-31,手机电池,945108,106342690,3274302,4.48%,8.25%,2.94%,0.46%,112.52,32.48
2019-01-01|2019-01-31,平板电脑保护套/壳,1376182,99828828,2939521,3.42%,40.84%,3.62%,11.55%,72.54,33.96
2019-01-01|2019-01-31,手机支架/手机座,1996987,79733125,4583991,2.32%,26.57%,5.90%,11.20%,39.93,17.39
2019-01-01|2019-01-31,数据线,3100705,74441022,4925581,1.93%,14.41%,8.33%,22.24%,24.01,15.11
2019-01-01|2019-01-31,笔记本零部件,72366,51552073,576075,0.92%,-22.77%,0.06%,-8.49%,712.38,89.49
2019-01-01|2019-01-31,其它配件,256287,47803736,2218069,0.88%,7.72%,0.32%,-10.41%,186.52,21.55
2019-01-01|2019-01-31,普通干电池,612716,31674977,1636118,0.66%,25.09%,1.12%,22.76%,51.70,19.36
2019-01-01|2019-01-31,云台,45071,31463381,430072,0.62%,64.72%,0.03%,168.51%,698.08,73.16
2019-01-01|2019-01-31,笔记本电脑包,368391,30819487,1173950,0.52%,-8.64%,0.40%,-1.68%,83.66,26.25
2019-01-01|2019-01-31,手机镜头,177986,27631886,705517,0.47%,38.10%,0.26%,2.85%,155.25,39.17
2019-01-01|2019-01-31,遥控设备,603207,26948776,1539519,0.46%,14.03%,1.03%,11.35%,44.68,17.50
2019-01-01|2019-01-31,影室灯,27417,25953161,221994,0.43%,-8.62%,0.02%,-10.36%,946.61,116.91
2019-01-01|2019-01-31,自拍杆/架,342958,22586566,662120,0.40%,11.80%,0.39%,8.25%,65.86,34.11
2019-01-01|2019-01-31,手写笔,77029,20249098,506642,0.38%,238.41%,0.07%,112.40%,262.88,39.97
2019-01-01|2019-01-31,USB加湿器,360296,19571257,968452,0.38%,138.33%,0.40%,112.52%,54.32,20.21
2019-01-01|2019-01-31,USB HUB/转换器,254891,19387462,596724,0.36%,22.29%,0.32%,36.66%,76.06,32.49
2019-01-01|2019-01-31,笔记本电池,55926,19212305,299422,0.35%,13.50%,0.05%,11.07%,343.53,64.16
2019-01-01|2019-01-31,耳机保护套,447062,19091439,1368039,0.35%,127.32%,0.51%,105.41%,42.70,13.96
2019-01-01|2019-01-31,纽扣电池,666521,19011935,1324115,0.35%,22.24%,1.32%,22.90%,28.52,14.36
2019-01-01|2019-01-31,背景布类,133676,18749351,704862,0.35%,-8.10%,0.13%,-16.82%,140.26,26.60
2019-01-01|2019-01-31,脚架,49551,17257896,299876,0.30%,-17.08%,0.03%,-15.96%,348.29,57.55
2019-01-01|2019-01-31,通用电池充电套装,108336,14241071,366757,0.28%,-4.90%,0.12%,-24.62%,131.45,38.83
2019-01-01|2019-01-31,数码收纳整理包,241939,14085704,753854,0.27%,44.81%,0.31%,23.41%,58.22,18.68
2019-01-01|2019-01-31,USB暖手宝/暖手袋,65354,13098167,754632,0.21%,759.30%,0.06%,743.06%,200.42,17.36
2019-01-01|2019-01-31,笔记本电源,75289,13019995,400995,0.21%,-3.39%,0.07%,4.17%,172.93,32.47
2019-01-01|2019-01-31,摄像机配件,24294,12859756,312820,0.13%,-30.21%,0.02%,-9.00%,529.34,41.11
2019-01-01|2019-01-31,手机挂件/手机链,425892,12294681,1607559,0.12%,68.98%,0.47%,33.44%,28.87,7.65
