日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2020-02-01|2020-02-29,手机保护套/壳,17013730,261894944,30961145,24.45%,-32.86%,41.66%,-34.09%,15.39,8.46
2020-02-01|2020-02-29,手机贴膜,11209446,186794667,16080470,13.18%,-24.81%,26.21%,-31.36%,16.66,11.62
2020-02-01|2020-02-29,手机零部件,699198,174117290,5435178,11.39%,-13.71%,3.56%,-29.82%,249.02,32.04
2020-02-01|2020-02-29,手机支架/手机座,2946109,141723377,7441096,9.10%,173.29%,11.23%,66.28%,48.11,19.05
2020-02-01|2020-02-29,手机数据线,3902304,128331133,6218936,8.12%,-22.55%,12.65%,-8.57%,32.89,20.64
2020-02-01|2020-02-29,平板电脑保护套/壳,1927202,124124410,4547988,7.83%,65.23%,7.93%,40.29%,64.41,27.29
2020-02-01|2020-02-29,移动电源,749512,121744283,3897214,7.76%,-46.51%,4.15%,-49.04%,162.43,31.24
2020-02-01|2020-02-29,手机充电器,1386142,87657717,4200240,4.88%,-24.32%,6.39%,-23.07%,63.24,20.87
2020-02-01|2020-02-29,手写笔,355949,71021845,2013564,3.60%,168.53%,0.66%,225.67%,199.53,35.27
2020-02-01|2020-02-29,其它配件,212810,68599468,2820268,3.42%,65.12%,0.39%,-3.45%,322.35,24.32
2020-02-01|2020-02-29,手机电池,495408,54049777,2726607,2.92%,-31.41%,1.65%,-32.11%,109.10,19.82
2020-02-01|2020-02-29,数据线,2024411,33755592,3981377,1.12%,-32.89%,8.25%,-32.55%,16.67,8.48
2020-02-01|2020-02-29,笔记本零部件,85853,31046081,2221959,0.90%,-23.07%,0.26%,38.61%,361.62,13.97
2020-02-01|2020-02-29,云台,49408,30735881,507231,0.88%,31.23%,0.05%,66.55%,622.08,60.60
2020-02-01|2020-02-29,手机镜头,239321,29270793,1304213,0.87%,50.44%,0.41%,28.00%,122.31,22.44
2020-02-01|2020-02-29,耳机保护套,535347,27566897,2682477,0.82%,37.37%,2.81%,41.36%,51.49,10.28
2020-02-01|2020-02-29,影室灯,43131,27539290,301650,0.81%,25.45%,0.04%,61.44%,638.50,91.30
2020-02-01|2020-02-29,笔记本电脑包,342437,26862293,1782864,0.81%,-20.35%,0.59%,-17.04%,78.44,15.07
2020-02-01|2020-02-29,普通干电池,584496,25950806,866809,0.72%,-3.19%,2.87%,11.69%,44.40,29.94
2020-02-01|2020-02-29,笔记本电池,58917,18547191,379688,0.46%,11.24%,0.08%,7.89%,314.80,48.85
2020-02-01|2020-02-29,涂鸦笔,72952,17881856,587017,0.43%,408.21%,0.12%,423.13%,245.12,30.46
2020-02-01|2020-02-29,自拍杆/架,239344,17755312,848923,0.43%,11.03%,0.41%,-4.38%,74.18,20.92
2020-02-01|2020-02-29,遥控设备,502058,17359473,1270653,0.40%,-10.88%,1.93%,4.72%,34.58,13.66
2020-02-01|2020-02-29,USB HUB/转换器,97259,17349592,706545,0.40%,-5.62%,0.30%,-26.09%,178.39,24.56
2020-02-01|2020-02-29,纽扣电池,517320,17009920,956519,0.39%,4.91%,2.48%,6.13%,32.88,17.78
2020-02-01|2020-02-29,笔记本电源,96855,16754150,470590,0.39%,42.47%,0.30%,56.13%,172.98,35.60
2020-02-01|2020-02-29,笔记本炫彩贴,267432,14566371,1799685,0.38%,19.34%,0.45%,18.09%,54.47,8.09
2020-02-01|2020-02-29,背景布类,101970,14300250,850840,0.37%,-18.65%,0.32%,5.19%,140.24,16.81
2020-02-01|2020-02-29,平板电脑屏幕贴膜,292516,13489153,584413,0.34%,33.09%,0.46%,11.86%,46.11,23.08
2020-02-01|2020-02-29,脚架,43263,11681976,340112,0.32%,8.12%,0.04%,11.23%,270.02,34.35
2020-02-01|2020-02-29,笔记本多功能支架/桌,95361,10289127,499730,0.30%,51.93%,0.30%,64.76%,107.90,20.59
2020-02-01|2020-02-29,笔记本膝上桌,81798,7665042,836839,0.21%,-17.83%,0.13%,-35.92%,93.71,9.16
2020-02-01|2020-02-29,数码收纳整理包,132963,7577375,1035253,0.21%,-24.59%,0.33%,-22.74%,56.99,7.32
2020-02-01|2020-02-29,平板电脑外接键盘,24471,7433604,601461,0.13%,249.95%,0.03%,261.81%,303.77,12.36
2020-02-01|2020-02-29,清洁液,62160,6953821,43245,0.12%,866.11%,0.08%,692.25%,111.87,160.80
2020-02-01|2020-02-29,苹果视频线/转换线,52752,6842645,485236,0.12%,-9.13%,0.06%,-3.13%,129.71,14.10
2020-02-01|2020-02-29,USB电脑锁/防盗器,25654,6723894,96218,0.12%,-8.33%,0.03%,-22.72%,262.10,69.88
2020-02-01|2020-02-29,笔记本键盘保护膜,367050,6569183,1068883,0.11%,25.15%,0.67%,11.76%,17.90,6.15
2020-02-01|2020-02-29,音乐枕,49416,6474614,502504,0.11%,2077.43%,0.05%,2529.13%,131.02,12.88
2020-02-01|2020-02-29,平板电脑零部件,43165,6401064,360512,0.11%,-17.61%,0.04%,18.07%,148.29,17.76
2020-02-01|2020-02-29,笔记本散热器/降温卡,53317,6150562,451907,0.08%,38.70%,0.07%,21.87%,115.36,13.61
2020-02-01|2020-02-29,USB加湿器,71223,6078057,507348,0.08%,-32.87%,0.11%,-32.12%,85.34,11.98
2020-02-01|2020-02-29,笔记本屏幕贴膜,64697,6002445,385161,0.08%,27.52%,0.08%,19.63%,92.78,15.58
2020-02-01|2020-02-29,USB多功能数码宝,25079,5961042,101530,0.08%,754.02%,0.03%,952.00%,237.69,58.71
2020-02-01|2020-02-29,耳机绕线器,311820,5752844,1066935,0.07%,-32.28%,0.51%,-34.05%,18.45,5.39
2020-02-01|2020-02-29,摄像机配件,10114,5692596,228889,0.07%,-33.85%,0.01%,-33.12%,562.84,24.87
2020-02-01|2020-02-29,数码维修工具,48869,5314225,351312,0.06%,-24.75%,0.05%,3.12%,108.74,15.13
2020-02-01|2020-02-29,通用电池充电套装,44898,4689723,228840,0.06%,-42.38%,0.04%,-49.33%,104.45,20.49
2020-02-01|2020-02-29,手机挂件/手机链,98025,4609435,689245,0.06%,-41.48%,0.32%,-41.65%,47.02,6.69
2020-02-01|2020-02-29,摄影棚,10767,4565122,66122,0.06%,-35.62%,0.02%,-33.11%,423.99,69.04
2020-02-01|2020-02-29,读卡器,53015,3821967,301046,0.06%,-32.12%,0.07%,-34.06%,72.09,12.70
2020-02-01|2020-02-29,滤镜,12367,3648346,73122,0.05%,-26.29%,0.02%,-34.50%,295.01,49.89
2020-02-01|2020-02-29,外拍灯,6567,3639328,55163,0.05%,61.90%,0.01%,86.81%,554.18,65.97
2020-02-01|2020-02-29,USB风扇,45925,3508043,428518,0.05%,-18.20%,0.05%,-34.07%,76.39,8.19
2020-02-01|2020-02-29,数码相机包,19912,3443975,217092,0.05%,-46.37%,0.02%,-45.83%,172.96,15.86
2020-02-01|2020-02-29,视频线/音频线/AV线,83907,3413883,478473,0.05%,-13.91%,0.21%,-24.09%,40.69,7.13
2020-02-01|2020-02-29,苹果卡槽,50820,3412390,313733,0.05%,124.60%,0.06%,22.58%,67.15,10.88
2020-02-01|2020-02-29,相机闪光灯,2642,3392968,42795,0.04%,11.39%,-,-11.22%,1284.24,79.28
2020-02-01|2020-02-29,平板电脑支架,43117,3195092,301563,0.04%,87.75%,0.04%,120.97%,74.10,10.60
2020-02-01|2020-02-29,数码相机电池,22811,2950631,81126,0.04%,-35.57%,0.03%,-34.23%,129.35,36.37
2020-02-01|2020-02-29,转接环,4547,2870461,44408,0.04%,-24.86%,-,-24.48%,631.29,64.64
2020-02-01|2020-02-29,胶卷,7521,2860050,65815,0.04%,-34.21%,0.01%,-35.63%,380.28,43.46
2020-02-01|2020-02-29,USB按摩器,9766,2853703,66496,0.04%,4553.59%,0.01%,1554.15%,292.21,42.92
2020-02-01|2020-02-29,Lomo镜头,495,2787801,1946,0.04%,444.11%,-,31.12%,5631.92,1432.58
2020-02-01|2020-02-29,防潮箱,6102,2495076,43200,0.03%,-35.18%,0.01%,-35.20%,408.89,57.76
2020-02-01|2020-02-29,快显胶片,10241,2416082,78456,0.03%,-35.30%,0.01%,-35.34%,235.92,30.80
2020-02-01|2020-02-29,车载充电器,20191,2253537,297145,0.03%,-24.79%,0.02%,-35.63%,111.61,7.58
2020-02-01|2020-02-29,清洁套装,66913,2239545,297275,0.03%,-8.49%,0.09%,-23.33%,33.47,7.53
2020-02-01|2020-02-29,分配器/分频器/分支器,14996,2164417,74231,0.03%,-45.25%,0.02%,-24.30%,144.33,29.16
2020-02-01|2020-02-29,手机贴纸,63186,2132960,532888,0.03%,-28.55%,0.08%,-32.58%,33.76,4.00
2020-02-01|2020-02-29,数码显微镜,3002,2118387,54289,0.03%,-12.91%,-,-2.90%,705.66,39.02
2020-02-01|2020-02-29,触摸屏手套,74617,2055289,300853,0.03%,104.80%,0.12%,291.55%,27.54,6.83
2020-02-01|2020-02-29,USB暖手宝/暖手袋,10909,1737194,269801,0.03%,0.88%,0.02%,11.14%,159.24,6.44
2020-02-01|2020-02-29,射频器/转换器,18546,1730789,96881,0.03%,-12.54%,0.02%,34.15%,93.32,17.87
2020-02-01|2020-02-29,灯附件,8668,1632609,43612,0.03%,-31.45%,0.01%,-24.35%,188.35,37.43
2020-02-01|2020-02-29,手机防尘塞,43128,1506531,470613,0.02%,-34.57%,0.04%,-24.86%,34.93,3.20
2020-02-01|2020-02-29,USB灯,43099,1435025,242386,0.02%,8.87%,0.03%,-31.64%,33.30,5.92
2020-02-01|2020-02-29,USB吸尘器,25741,1428872,91731,0.02%,71.29%,0.03%,64.88%,55.51,15.58
2020-02-01|2020-02-29,18650电池,5558,1397517,50371,0.02%,-33.15%,-,-32.89%,251.44,27.74
2020-02-01|2020-02-29,电子书保护套,26055,1358710,109712,0.02%,-26.64%,0.03%,-30.42%,52.15,12.38
2020-02-01|2020-02-29,镜头纸/镜头布,14349,1298593,44588,0.02%,25.09%,0.02%,-1.81%,90.50,29.12
2020-02-01|2020-02-29,USB翻页激光笔,24269,1248321,50342,0.02%,-49.52%,0.03%,-35.61%,51.44,24.80
2020-02-01|2020-02-29,快装板,9229,1243770,53291,0.02%,39.01%,0.01%,24.81%,134.77,23.34
2020-02-01|2020-02-29,摄影包,2110,1241194,44095,0.02%,-34.23%,-,-35.26%,588.24,28.15
2020-02-01|2020-02-29,数码相框,1324,1238233,25077,0.02%,-24.42%,-,-35.16%,935.22,49.38
2020-02-01|2020-02-29,擦屏布,19445,1198225,52552,0.02%,45.84%,0.02%,53.43%,61.62,22.80
2020-02-01|2020-02-29,USB延长线,25289,1186358,60955,0.01%,-20.63%,0.03%,-24.84%,46.91,19.46
2020-02-01|2020-02-29,PDA/掌上电脑,982,1157693,28781,0.01%,-48.56%,-,-52.52%,1178.91,40.22
2020-02-01|2020-02-29,相机背带,6990,1097746,51803,0.01%,-40.38%,0.01%,-44.48%,157.05,21.19
2020-02-01|2020-02-29,手机直播补光灯,5505,1038591,43218,0.01%,-,-,-,188.66,24.03
2020-02-01|2020-02-29,平板电脑包,9915,1001614,189339,0.01%,108.29%,0.01%,87.97%,101.02,5.29
2020-02-01|2020-02-29,校色仪,685,948355,9727,0.01%,-32.25%,-,-33.35%,1384.46,97.50
2020-02-01|2020-02-29,辅助道具类,9922,928631,91208,0.01%,-49.10%,0.01%,-37.98%,93.59,10.18
2020-02-01|2020-02-29,直播专用支架,4245,917165,20075,0.01%,-,-,-,216.06,45.69
2020-02-01|2020-02-29,单反手柄,1380,893162,27068,0.01%,-24.86%,-,-33.17%,647.22,33.00
2020-02-01|2020-02-29,USB驱蚊器,15537,879826,52746,0.01%,11.75%,0.02%,282.17%,56.63,16.68
2020-02-01|2020-02-29,笔记本个性小贴纸,22712,875254,354233,0.01%,-35.87%,0.03%,-35.64%,38.54,2.47
2020-02-01|2020-02-29,手机镜头保护贴,27570,868016,73286,0.01%,-,0.03%,-,31.48,11.84
2020-02-01|2020-02-29,遥控器,14976,851473,66358,0.01%,86.46%,0.02%,84.03%,56.86,12.83
2020-02-01|2020-02-29,平板电脑充电器,6104,841488,43593,0.01%,64.74%,0.01%,27.82%,137.86,19.30
2020-02-01|2020-02-29,数码相机充电器,9342,774299,43865,0.01%,-32.28%,0.01%,-33.08%,82.88,17.65
2020-02-01|2020-02-29,柔光器具,2110,762421,16686,0.01%,-30.70%,-,-34.72%,361.34,45.69
2020-02-01|2020-02-29,单反/单电电池,2118,723815,25639,0.01%,-24.83%,-,-10.90%,341.74,28.23
2020-02-01|2020-02-29,加密狗,2066,629648,25413,0.01%,-,-,-,304.77,24.78
2020-02-01|2020-02-29,插头/接口,9631,625883,61824,0.01%,-32.90%,0.01%,-26.38%,64.99,10.12
2020-02-01|2020-02-29,MP3/MP4保护套,6628,615864,71954,0.01%,22.73%,0.01%,255.37%,92.92,8.56
2020-02-01|2020-02-29,闪光灯配件,2124,604990,18286,0.01%,-41.56%,-,-41.40%,284.84,33.08
