日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2020-08-01|2020-08-31,手机保护套/壳,26785864,442992211,38430518,25.56%,11.38%,51.88%,0.46%,16.54,11.53
2020-08-01|2020-08-31,手机贴膜,19356461,213316329,21089977,11.87%,-7.16%,25.59%,-3.89%,11.02,10.11
2020-08-01|2020-08-31,手机零部件,1659032,192721801,5676449,11.47%,11.67%,2.99%,-1.89%,116.17,33.95
2020-08-01|2020-08-31,移动电源,3161938,189355080,7160356,11.24%,-24.47%,7.77%,-18.28%,59.89,26.44
2020-08-01|2020-08-31,手机数据线,7009316,162420445,9208612,7.73%,-8.95%,11.99%,-2.35%,23.17,17.64
2020-08-01|2020-08-31,手机充电器,2623977,127458299,6134368,5.10%,18.73%,6.98%,14.13%,48.57,20.78
2020-08-01|2020-08-31,手机支架/手机座,3320878,124589366,5601990,4.85%,41.84%,7.98%,17.73%,37.52,22.24
2020-08-01|2020-08-31,USB风扇,1976764,118223914,5126717,4.36%,38.06%,4.73%,17.75%,59.81,23.06
2020-08-01|2020-08-31,平板电脑保护套/壳,1969371,113640936,3766477,4.11%,17.69%,4.70%,20.07%,57.70,30.17
2020-08-01|2020-08-31,影室灯,66916,95251279,452630,2.84%,140.45%,0.05%,201.82%,1423.45,210.44
2020-08-01|2020-08-31,笔记本零部件,95394,76612044,809718,1.37%,11.72%,0.08%,-19.63%,803.11,94.62
2020-08-01|2020-08-31,数据线,3485028,76144404,5370036,1.37%,-8.21%,8.28%,-3.42%,21.85,14.18
2020-08-01|2020-08-31,云台,84152,74927135,701456,1.26%,17.45%,0.07%,86.92%,890.38,106.82
2020-08-01|2020-08-31,手机电池,569873,59484233,2225288,0.91%,-7.61%,0.81%,-12.42%,104.38,26.73
2020-08-01|2020-08-31,笔记本电脑包,531717,53239414,2225258,0.88%,8.06%,0.77%,14.19%,100.13,23.93
2020-08-01|2020-08-31,其它配件,249970,53233844,1897532,0.88%,21.21%,0.27%,-12.42%,212.96,28.05
2020-08-01|2020-08-31,耳机保护套,1859711,52689210,3817778,0.88%,11.41%,3.62%,22.86%,28.33,13.80
2020-08-01|2020-08-31,手写笔,430050,49818647,1366156,0.85%,38.79%,0.41%,67.34%,115.84,36.47
2020-08-01|2020-08-31,普通干电池,1759100,48401712,1811969,0.83%,39.19%,3.03%,62.93%,27.52,26.71
2020-08-01|2020-08-31,背景布类,350672,33364297,1135849,0.57%,25.06%,0.33%,12.87%,95.14,29.37
2020-08-01|2020-08-31,遥控设备,1481699,31161819,2122704,0.49%,13.05%,2.94%,28.24%,21.03,14.68
2020-08-01|2020-08-31,USB HUB/转换器,342945,29150862,827097,0.45%,17.73%,0.33%,21.15%,85.00,35.24
2020-08-01|2020-08-31,笔记本电池,72775,27005389,364123,0.40%,11.25%,0.06%,6.26%,371.08,74.17
2020-08-01|2020-08-31,笔记本多功能支架/桌,379695,22689554,746786,0.37%,72.43%,0.36%,99.62%,59.76,30.38
2020-08-01|2020-08-31,笔记本炫彩贴,400556,20979251,1904689,0.35%,19.26%,0.38%,11.58%,52.38,11.01
2020-08-01|2020-08-31,手机镜头,235251,20081695,738112,0.34%,-22.07%,0.26%,-,85.36,27.21
2020-08-01|2020-08-31,自拍杆/架,305590,18749590,709981,0.32%,-24.95%,0.31%,-27.52%,61.36,26.41
2020-08-01|2020-08-31,纽扣电池,749961,18703779,1259117,0.32%,11.75%,1.03%,23.11%,24.94,14.85
2020-08-01|2020-08-31,脚架,59572,18665291,378957,0.32%,18.86%,0.04%,36.77%,313.32,49.25
2020-08-01|2020-08-31,涂鸦笔,84291,17265990,483074,0.27%,40.82%,0.07%,78.75%,204.84,35.74
2020-08-01|2020-08-31,笔记本电源,96889,17000548,456138,0.26%,-4.68%,0.08%,-0.94%,175.46,37.27
2020-08-01|2020-08-31,USB电脑锁/防盗器,53358,16420747,240116,0.21%,13.50%,0.04%,57.42%,307.75,68.39
2020-08-01|2020-08-31,摄像机配件,25683,14800465,307115,0.21%,11.88%,0.02%,11.06%,576.27,48.19
2020-08-01|2020-08-31,笔记本散热器/降温卡,156486,14002118,586405,0.12%,21.37%,0.11%,19.66%,89.48,23.88
2020-08-01|2020-08-31,平板电脑屏幕贴膜,319633,13923385,578770,0.12%,56.72%,0.33%,36.60%,43.56,24.06
2020-08-01|2020-08-31,数码收纳整理包,305019,13484317,1160850,0.12%,0.09%,0.31%,-31.29%,44.21,11.62
2020-08-01|2020-08-31,滤镜,43194,11480398,104869,0.11%,25.07%,0.02%,9.07%,265.79,109.47
2020-08-01|2020-08-31,平板电脑零部件,44256,10509586,313968,0.09%,11.70%,0.03%,0.45%,237.47,33.47
2020-08-01|2020-08-31,笔记本屏幕贴膜,98965,10139453,430554,0.09%,40.33%,0.09%,61.71%,102.45,23.55
2020-08-01|2020-08-31,数码相机包,51239,9912151,315862,0.08%,-17.97%,0.03%,-17.83%,193.45,31.38
2020-08-01|2020-08-31,手机挂件/手机链,451019,9045824,1747715,0.08%,-32.60%,0.45%,-32.90%,20.06,5.18
2020-08-01|2020-08-31,苹果视频线/转换线,72748,8640502,455404,0.08%,-12.32%,0.06%,11.14%,118.77,18.97
2020-08-01|2020-08-31,摄影棚,24296,7475061,73788,0.07%,-25.20%,0.01%,-19.21%,307.67,101.30
2020-08-01|2020-08-31,笔记本键盘保护膜,451116,7355277,849041,0.07%,8.74%,0.45%,21.55%,16.30,8.66
2020-08-01|2020-08-31,数码相机电池,48517,7279064,156542,0.07%,7.28%,0.03%,11.20%,150.03,46.50
2020-08-01|2020-08-31,笔记本膝上桌,96542,7149236,608707,0.07%,-10.37%,0.08%,-25.84%,74.05,11.74
2020-08-01|2020-08-31,USB加湿器,96157,6851124,489502,0.06%,-18.13%,0.08%,-26.51%,71.25,14.00
2020-08-01|2020-08-31,通用电池充电套装,58320,6849054,213783,0.06%,-33.58%,0.04%,-38.15%,117.44,32.04
2020-08-01|2020-08-31,读卡器,232499,6650493,376855,0.06%,-17.61%,0.21%,64.90%,28.60,17.65
2020-08-01|2020-08-31,外拍灯,9476,6496651,66035,0.06%,20.83%,-,60.43%,685.59,98.38
2020-08-01|2020-08-31,数码维修工具,53748,6466767,342720,0.06%,-32.62%,0.04%,-8.12%,120.32,18.87
2020-08-01|2020-08-31,平板电脑外接键盘,18523,6412426,452212,0.06%,38.88%,0.01%,0.07%,346.19,14.18
2020-08-01|2020-08-31,防潮箱,10182,6340830,50754,0.05%,19.35%,0.01%,7.72%,622.75,124.93
2020-08-01|2020-08-31,耳机绕线器,439119,6229474,1165387,0.05%,-34.89%,0.43%,-32.88%,14.19,5.35
2020-08-01|2020-08-31,相机闪光灯,7046,6222149,46847,0.05%,20.54%,-,25.17%,883.08,132.82
2020-08-01|2020-08-31,车载充电器,51056,6114860,451295,0.04%,12.84%,0.03%,-3.90%,119.77,13.55
2020-08-01|2020-08-31,户外电源,5198,5834464,74315,0.04%,-,-,-,1122.44,78.51
2020-08-01|2020-08-31,数码显微镜,8572,5830098,51835,0.04%,0.83%,-,-31.58%,680.13,112.47
2020-08-01|2020-08-31,USB翻页激光笔,53108,5819121,97748,0.04%,7.56%,0.04%,-7.88%,109.57,59.53
2020-08-01|2020-08-31,手机散热器,43239,5812370,329825,0.04%,-,0.03%,-,134.42,17.62
2020-08-01|2020-08-31,灯附件,16715,5661549,53970,0.04%,21.39%,0.01%,11.58%,338.71,104.90
2020-08-01|2020-08-31,快显胶片,26770,5617718,97006,0.04%,-11.15%,0.02%,-8.13%,209.85,57.91
2020-08-01|2020-08-31,视频线/音频线/AV线,108610,5616818,456317,0.04%,-9.11%,0.09%,-23.25%,51.72,12.31
2020-08-01|2020-08-31,转接环,8937,5498777,51445,0.04%,7.75%,-,11.75%,615.28,106.89
2020-08-01|2020-08-31,触摸屏手套,277030,5425542,429904,0.04%,257.46%,0.30%,260.59%,19.58,12.62
2020-08-01|2020-08-31,USB多功能数码宝,25694,5396091,91742,0.04%,331.70%,0.02%,457.15%,210.01,58.82
2020-08-01|2020-08-31,胶卷,10539,4977726,61227,0.04%,-20.68%,0.01%,-32.18%,472.31,81.30
2020-08-01|2020-08-31,USB按摩器,19691,4595514,77149,0.03%,313.98%,0.01%,345.53%,233.38,59.57
2020-08-01|2020-08-31,PDA/掌上电脑,6566,3648118,45822,0.03%,-8.30%,-,-34.51%,555.61,79.61
2020-08-01|2020-08-31,分配器/分频器/分支器,21168,3625014,77111,0.03%,-34.10%,0.01%,-7.43%,171.25,47.01
2020-08-01|2020-08-31,手机贴纸,95162,3612352,592493,0.03%,-32.69%,0.08%,-31.45%,37.96,6.10
2020-08-01|2020-08-31,平板电脑支架,42935,3536501,249965,0.03%,59.15%,0.02%,48.12%,82.37,14.15
2020-08-01|2020-08-31,USB吸尘器,51815,3443957,196280,0.03%,138.07%,0.03%,86.29%,66.47,17.55
2020-08-01|2020-08-31,清洁套装,96976,3299840,320478,0.03%,-5.74%,0.08%,-30.41%,34.03,10.30
2020-08-01|2020-08-31,Lomo镜头,680,3133480,2095,0.03%,199.43%,-,66.42%,4608.06,1495.69
2020-08-01|2020-08-31,音乐枕,14973,3100864,103975,0.03%,890.02%,0.01%,649.89%,207.10,29.82
2020-08-01|2020-08-31,摄影包,8561,2861685,61880,0.03%,7.29%,-,15.57%,334.27,46.25
2020-08-01|2020-08-31,数码相框,2121,2856119,43099,0.03%,17.46%,-,25.52%,1346.59,66.27
2020-08-01|2020-08-31,辅助道具类,42877,2855234,212164,0.03%,-3.86%,0.02%,-4.35%,66.59,13.46
2020-08-01|2020-08-31,射频器/转换器,14260,2773092,68588,0.03%,-8.12%,0.01%,11.20%,194.47,40.43
2020-08-01|2020-08-31,18650电池,10135,2731758,52636,0.02%,22.64%,0.01%,11.87%,269.54,51.90
2020-08-01|2020-08-31,直播专用支架,16950,2538897,96613,0.02%,-,0.01%,-,149.79,26.28
2020-08-01|2020-08-31,快装板,18177,2457368,74503,0.02%,40.47%,0.01%,33.26%,135.19,32.98
2020-08-01|2020-08-31,手机屏幕总成,9210,2452440,81046,0.02%,-,-,-,266.28,30.26
2020-08-01|2020-08-31,手机防尘塞,54647,2422177,395620,0.02%,-33.27%,0.04%,-10.97%,44.32,6.12
2020-08-01|2020-08-31,USB驱蚊器,27406,2386697,241996,0.02%,105.11%,0.02%,110.96%,87.09,9.86
2020-08-01|2020-08-31,USB延长线,47503,2350407,78005,0.02%,15.30%,0.03%,-0.27%,49.48,30.13
2020-08-01|2020-08-31,苹果卡槽,52045,2313439,191940,0.02%,-22.76%,0.03%,-2.93%,44.45,12.05
2020-08-01|2020-08-31,USB灯,53367,1871262,337545,0.02%,4.73%,0.04%,11.35%,35.06,5.54
2020-08-01|2020-08-31,相机背带,16197,1801594,67611,0.02%,-15.48%,0.01%,-14.07%,111.23,26.65
2020-08-01|2020-08-31,柔光器具,7497,1582761,41890,0.02%,33.22%,-,21.13%,211.12,37.78
2020-08-01|2020-08-31,笔记本个性小贴纸,54644,1461206,476593,0.01%,-34.06%,0.04%,-26.79%,26.74,3.07
2020-08-01|2020-08-31,电子书保护套,42900,1419297,96138,0.01%,-23.31%,0.02%,-14.86%,33.08,14.76
2020-08-01|2020-08-31,平板电脑包,18721,1391991,159794,0.01%,101.08%,0.01%,27.82%,74.35,8.71
2020-08-01|2020-08-31,清洁液,19342,1296909,44699,0.01%,12.37%,0.01%,21.00%,67.05,29.01
2020-08-01|2020-08-31,校色仪,1464,1292303,9999,0.01%,-22.58%,-,4.31%,882.72,129.24
2020-08-01|2020-08-31,加密狗,4211,1286563,43115,0.01%,-,-,-,305.52,29.84
2020-08-01|2020-08-31,手机镜头保护贴,50399,1272404,222485,0.01%,-,0.03%,-,25.25,5.72
2020-08-01|2020-08-31,镜头纸/镜头布,15065,1265723,43692,0.01%,-3.92%,0.01%,-19.40%,84.02,28.97
2020-08-01|2020-08-31,单反/单电电池,3952,1258139,42708,0.01%,-9.64%,-,-32.67%,318.36,29.46
2020-08-01|2020-08-31,节电器/省电器,8583,1246573,43117,0.01%,-22.74%,-,-35.34%,145.24,28.91
2020-08-01|2020-08-31,数码相机充电器,16348,1239508,52048,0.01%,-2.45%,0.01%,-3.92%,75.82,23.81
2020-08-01|2020-08-31,屏幕保护膜,14287,1201154,52616,0.01%,67.65%,0.01%,21.56%,84.07,22.83
2020-08-01|2020-08-31,单反手柄,2076,1170252,43072,0.01%,-32.59%,-,-18.23%,563.71,27.17
2020-08-01|2020-08-31,闪光灯配件,6898,1170207,26516,0.01%,-32.66%,-,-26.26%,169.64,44.13
2020-08-01|2020-08-31,插头/接口,13261,1149795,66441,0.01%,-9.01%,0.01%,-9.34%,86.70,17.31
2020-08-01|2020-08-31,反光器具,10375,1097048,43417,0.01%,5.91%,0.01%,20.61%,105.74,25.27
2020-08-01|2020-08-31,USB暖手宝/暖手袋,6581,1070877,59112,0.01%,231.29%,-,118.76%,162.72,18.12
2020-08-01|2020-08-31,配件礼盒套装,9456,1055713,42439,0.01%,-,-,-,111.64,24.88
2020-08-01|2020-08-31,无线传输设备,683,1034487,9900,0.01%,42.53%,-,11.14%,1514.62,104.49
2020-08-01|2020-08-31,擦屏布,16967,1004137,48500,0.01%,17.68%,0.01%,0.06%,59.18,20.70
2020-08-01|2020-08-31,平板电脑底座,3820,997332,50831,0.01%,63.36%,-,103.39%,261.08,19.62
2020-08-01|2020-08-31,显示器/打印机色彩校正仪,933,979493,12772,0.01%,179.32%,-,260.37%,1049.83,76.69
2020-08-01|2020-08-31,脚架包,2162,957780,14809,0.01%,21.60%,-,13.64%,443.01,64.68
2020-08-01|2020-08-31,18650电池盒,9987,905937,44349,0.01%,-14.10%,0.01%,-16.17%,90.71,20.43
2020-08-01|2020-08-31,电视高压包,15227,873102,43017,0.01%,-20.54%,0.01%,-19.33%,57.34,20.30
2020-08-01|2020-08-31,遮光罩,9787,869983,43290,0.01%,-14.40%,0.01%,-9.11%,88.89,20.10
2020-08-01|2020-08-31,快门线,7544,853403,27018,0.01%,-22.77%,-,-7.65%,113.12,31.59
2020-08-01|2020-08-31,遥控器,16670,848873,53367,-,5.72%,0.01%,12.75%,50.92,15.91
2020-08-01|2020-08-31,MP3/MP4保护套,6637,846750,59249,-,-21.61%,-,-32.90%,127.58,14.29
2020-08-01|2020-08-31,平板电脑充电器,4581,806828,26289,-,-10.35%,-,-34.06%,176.12,30.69
2020-08-01|2020-08-31,笔记本保护壳,9187,759514,46496,-,-,-,-,82.67,16.34
2020-08-01|2020-08-31,USB暖手鼠标垫,18556,754389,97778,-,67.61%,0.01%,172.47%,40.65,7.72
2020-08-01|2020-08-31,相机腕带,8120,749475,38016,-,-4.87%,-,-8.49%,92.30,19.71
2020-08-01|2020-08-31,脚架配件,3828,741457,29453,-,-33.66%,-,11.75%,193.69,25.17
2020-08-01|2020-08-31,镜头盖,13708,730500,43202,-,-22.84%,0.01%,-21.60%,53.29,16.91
2020-08-01|2020-08-31,数据连接线,2840,692120,24325,-,61.71%,-,14.79%,243.70,28.45
2020-08-01|2020-08-31,隔离器/耦合器,2049,640377,10159,-,-22.23%,-,4.15%,312.53,63.04
2020-08-01|2020-08-31,摄影台/静物台,1800,629121,10192,-,-9.08%,-,-33.63%,349.51,61.73
2020-08-01|2020-08-31,增距镜,679,616472,8557,-,23.43%,-,11.15%,907.91,72.04
2020-08-01|2020-08-31,USB迷你冰箱,1796,601164,51019,-,-24.89%,-,-31.73%,334.72,11.78
2020-08-01|2020-08-31,USB保温碟/保温垫,2127,558337,24120,-,318.32%,-,283.33%,262.50,23.15
2020-08-01|2020-08-31,一次成像相机专用包,10170,557304,49816,-,42.85%,0.01%,54.98%,54.80,11.19
2020-08-01|2020-08-31,USB电话机/网络电话机,3889,554972,19635,-,-35.87%,-,4.92%,142.70,28.26
2020-08-01|2020-08-31,闪存卡转接套,8422,552090,25119,-,-32.95%,-,-39.15%,65.55,21.98
2020-08-01|2020-08-31,RF头,1833,525613,10170,-,8.00%,-,-19.63%,286.75,51.68
2020-08-01|2020-08-31,取景器,1094,521511,10599,-,0.53%,-,-33.63%,476.70,49.20
2020-08-01|2020-08-31,VGA切换器,6564,515547,25253,-,-30.43%,-,-22.77%,78.54,20.42
2020-08-01|2020-08-31,数码设备外接键盘,2110,513507,42927,-,-30.76%,-,79.72%,243.37,11.96
2020-08-01|2020-08-31,微波炉面板,9490,513397,17093,-,-24.76%,-,11.71%,54.10,30.04
2020-08-01|2020-08-31,电子辞典/学习机配件,2110,496691,12719,-,44.72%,-,15.65%,235.40,39.05
2020-08-01|2020-08-31,耳塞保护套,9995,485005,53944,-,461.53%,0.01%,848.37%,48.52,8.99
2020-08-01|2020-08-31,BNC头,2184,477655,9614,-,11.23%,-,-0.27%,218.71,49.68
2020-08-01|2020-08-31,说明书/使用指南,1181,473229,9834,-,-32.66%,-,-78.53%,400.70,48.12
2020-08-01|2020-08-31,3G无线上网卡设备,870,461018,10060,-,-49.40%,-,-35.57%,529.91,45.83
2020-08-01|2020-08-31,手机直播补光灯,2070,457960,9985,-,-,-,-,221.24,45.86
2020-08-01|2020-08-31,F头,4317,448823,14582,-,-24.30%,-,-6.96%,103.97,30.78
2020-08-01|2020-08-31,气吹,9880,445274,19838,-,14.13%,0.01%,19.58%,45.07,22.45
2020-08-01|2020-08-31,电纸书数据线,2692,442070,12935,-,22.19%,-,257.32%,164.22,34.18
2020-08-01|2020-08-31,电子书灯,6152,437610,43216,-,-35.19%,-,-45.83%,71.13,10.13
2020-08-01|2020-08-31,3D立体眼镜,987,426808,11932,-,-46.58%,-,-46.38%,432.43,35.77
2020-08-01|2020-08-31,测光表,156,426728,3204,-,-32.71%,-,-3.08%,2735.44,133.19
2020-08-01|2020-08-31,FM/MP3发射器,846,426393,8520,-,-97.99%,-,-35.86%,504.01,50.05
2020-08-01|2020-08-31,背夹电源,1950,410467,16619,-,-,-,-,210.50,24.70
2020-08-01|2020-08-31,MP3/MP4连接线,595,405968,4181,-,441.44%,-,-8.38%,682.30,97.10
2020-08-01|2020-08-31,苹果取卡针,24706,403985,42816,-,-32.78%,0.02%,-32.08%,16.35,9.44
2020-08-01|2020-08-31,点读机/点读笔配件,2280,389083,10206,-,-35.07%,-,-35.87%,170.65,38.12
2020-08-01|2020-08-31,USB烟灰缸,2110,385578,8834,-,371.75%,-,232.58%,182.74,43.65
2020-08-01|2020-08-31,一次成像相册,3835,385391,27504,-,-4.38%,-,-22.84%,100.49,14.01
