日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2017-11-01|2017-11-30,手机保护套/壳,24351822,393387453,37599136,30.01%,22.11%,59.23%,-23.32%,16.15,10.46
2017-11-01|2017-11-30,移动电源,3366375,195481479,10540850,13.69%,2.82%,11.13%,-6.97%,58.07,18.55
2017-11-01|2017-11-30,手机贴膜,16211302,193676794,21664627,13.52%,36.49%,29.08%,-8.49%,11.95,8.94
2017-11-01|2017-11-30,手机零部件,749167,174181139,5483222,11.13%,-22.75%,2.85%,-35.77%,232.50,31.77
2017-11-01|2017-11-30,手机数据线,3979757,141935908,7225661,7.85%,36.37%,11.44%,1.09%,35.66,19.64
2017-11-01|2017-11-30,手机充电器,1467004,98670183,4124243,4.40%,66.87%,4.86%,11.33%,67.26,23.92
2017-11-01|2017-11-30,平板电脑保护套/壳,1133341,72082734,2738066,2.84%,-16.84%,3.91%,-16.82%,63.60,26.33
2017-11-01|2017-11-30,手机电池,638148,70461455,2918252,2.83%,13.60%,2.14%,-32.09%,110.42,24.15
2017-11-01|2017-11-30,笔记本零部件,78824,67963634,508299,2.62%,-24.38%,0.09%,-45.44%,862.22,133.71
2017-11-01|2017-11-30,数据线,2698395,61728358,5005402,2.17%,11.82%,8.40%,-4.34%,22.88,12.33
2017-11-01|2017-11-30,手机支架/手机座,1912327,52890132,3992706,1.58%,19.40%,6.31%,-34.55%,27.66,13.25
2017-11-01|2017-11-30,其它配件,316333,47607800,2194796,0.96%,332.74%,0.40%,355.39%,150.50,21.69
2017-11-01|2017-11-30,笔记本电脑包,445289,35647974,1657952,0.88%,-10.36%,0.66%,0.48%,80.06,21.50
2017-11-01|2017-11-30,影室灯,43141,30914193,229149,0.76%,40.48%,0.03%,14.10%,716.58,134.91
2017-11-01|2017-11-30,云台,24569,30805263,157527,0.71%,451.23%,0.02%,313.71%,1253.83,195.56
2017-11-01|2017-11-30,脚架,60270,28081337,306487,0.57%,-8.54%,0.06%,-21.91%,465.93,91.62
2017-11-01|2017-11-30,普通干电池,520938,27756741,848024,0.54%,39.00%,0.95%,27.52%,53.28,32.73
2017-11-01|2017-11-30,背景布类,188057,18933581,831839,0.40%,60.59%,0.31%,63.36%,100.68,22.76
2017-11-01|2017-11-30,手机镜头,141534,18530353,742443,0.38%,87.70%,0.30%,143.81%,130.93,24.96
2017-11-01|2017-11-30,自拍杆/架,299764,18353992,654613,0.38%,-3.49%,0.39%,-24.87%,61.23,28.04
2017-11-01|2017-11-30,摄像机配件,25770,18172821,299030,0.37%,0.83%,0.02%,0.77%,705.19,60.77
2017-11-01|2017-11-30,数码相机包,69330,18144445,367690,0.37%,-4.46%,0.07%,-10.01%,261.71,49.35
2017-11-01|2017-11-30,USB HUB/转换器,221575,18027463,509007,0.36%,26.89%,0.32%,-8.46%,81.36,35.42
2017-11-01|2017-11-30,笔记本电池,52668,17349169,219058,0.33%,-0.16%,0.05%,-18.21%,329.41,79.20
2017-11-01|2017-11-30,纽扣电池,508307,17068184,789824,0.33%,25.13%,0.92%,22.85%,33.58,21.61
2017-11-01|2017-11-30,遥控设备,457689,16971762,794556,0.33%,11.07%,0.77%,11.21%,37.08,21.36
2017-11-01|2017-11-30,通用电池充电套装,200246,16795381,385279,0.33%,-11.98%,0.31%,-28.60%,83.87,43.59
2017-11-01|2017-11-30,滤镜,44459,13915801,97630,0.30%,-1.68%,0.03%,-9.06%,313.00,142.54
2017-11-01|2017-11-30,笔记本炫彩贴,232061,11907723,762807,0.27%,28.04%,0.33%,22.82%,51.31,15.61
2017-11-01|2017-11-30,笔记本电源,68407,11417799,310473,0.26%,-26.55%,0.07%,-26.79%,166.91,36.78
2017-11-01|2017-11-30,摄影棚,26878,9941672,96961,0.12%,36.18%,0.03%,30.70%,369.88,102.53
2017-11-01|2017-11-30,数码收纳整理包,228878,8846376,698293,0.12%,60.65%,0.33%,12.59%,38.65,12.67
2017-11-01|2017-11-30,USB加湿器,111695,8808588,1351648,0.12%,3345.29%,0.27%,6610.22%,78.86,6.52
2017-11-01|2017-11-30,相机闪光灯,10036,8136455,52708,0.11%,-4.61%,0.01%,-7.61%,810.73,154.37
2017-11-01|2017-11-30,耳机保护套,226901,8117695,688993,0.11%,36.72%,0.33%,16.59%,35.78,11.78
2017-11-01|2017-11-30,平板电脑零部件,43123,7779931,299820,0.11%,-3.13%,0.03%,-33.10%,180.41,25.95
2017-11-01|2017-11-30,快显胶片,43705,7488377,97778,0.11%,17.69%,0.03%,17.63%,171.34,76.59
2017-11-01|2017-11-30,平板电脑屏幕贴膜,301582,7473591,457637,0.11%,-8.47%,0.39%,-24.27%,24.78,16.33
2017-11-01|2017-11-30,手写笔,50048,7041892,295487,0.09%,64.88%,0.04%,21.28%,140.70,23.83
2017-11-01|2017-11-30,苹果视频线/转换线,52619,6884605,319230,0.08%,11.14%,0.05%,21.76%,130.84,21.57
2017-11-01|2017-11-30,防潮箱,13066,6833340,45482,0.08%,-6.12%,0.01%,-9.15%,522.99,150.24
2017-11-01|2017-11-30,笔记本键盘保护膜,385321,6483228,706045,0.08%,-2.40%,0.47%,-17.07%,16.83,9.18
2017-11-01|2017-11-30,数码相机电池,44199,6482588,93516,0.08%,-10.37%,0.03%,-21.78%,146.67,69.32
2017-11-01|2017-11-30,笔记本多功能支架/桌,51806,6421566,299080,0.08%,21.00%,0.04%,61.30%,123.95,21.47
2017-11-01|2017-11-30,USB翻页激光笔,53696,6372771,96297,0.07%,0.54%,0.05%,17.71%,118.68,66.18
2017-11-01|2017-11-30,读卡器,93847,6369474,402106,0.07%,0.08%,0.11%,-18.50%,67.87,15.84
2017-11-01|2017-11-30,笔记本散热器/降温卡,83284,6181995,368166,0.06%,11.77%,0.09%,17.73%,74.23,16.79
2017-11-01|2017-11-30,手机挂件/手机链,320817,6176093,1573582,0.06%,19.32%,0.41%,36.85%,19.25,3.92
2017-11-01|2017-11-30,耳机绕线器,450758,6101583,749793,0.06%,-4.48%,0.67%,-31.05%,13.54,8.14
2017-11-01|2017-11-30,转接环,8817,5780936,44213,0.06%,40.47%,0.01%,-2.50%,655.66,130.75
2017-11-01|2017-11-30,笔记本屏幕贴膜,65490,4733251,309628,0.05%,25.58%,0.06%,-3.72%,72.27,15.29
2017-11-01|2017-11-30,辅助道具类,47550,4730602,318815,0.05%,-32.26%,0.04%,-18.49%,99.49,14.84
2017-11-01|2017-11-30,分配器/分频器/分支器,20100,4710675,66916,0.04%,25.36%,0.02%,0.04%,234.36,70.40
2017-11-01|2017-11-30,数码维修工具,26291,4553382,151617,0.04%,79.62%,0.02%,137.12%,173.19,30.03
2017-11-01|2017-11-30,车载充电器,50982,4540816,440247,0.04%,-3.33%,0.04%,-30.41%,89.07,10.31
2017-11-01|2017-11-30,外拍灯,2350,4536896,26854,0.04%,253.52%,-,168.45%,1930.59,168.95
2017-11-01|2017-11-30,PDA/掌上电脑,2700,4179374,44599,0.04%,32.96%,-,24.50%,1547.92,93.71
2017-11-01|2017-11-30,USB电脑锁/防盗器,8469,3779997,52925,0.04%,86.34%,0.01%,-35.93%,446.33,71.42
2017-11-01|2017-11-30,视频线/音频线/AV线,92481,3647358,462517,0.04%,61.72%,0.11%,77.41%,39.44,7.89
2017-11-01|2017-11-30,灯附件,14205,3583809,44081,0.04%,13.58%,0.01%,-4.11%,252.29,81.30
2017-11-01|2017-11-30,射频器/转换器,16184,3412021,66150,0.04%,-14.31%,0.01%,-0.18%,210.83,51.58
2017-11-01|2017-11-30,笔记本膝上桌,51803,3397529,714970,0.04%,953.72%,0.04%,1486.13%,65.59,4.75
2017-11-01|2017-11-30,平板电脑支架,25921,3188491,101626,0.03%,11.55%,0.02%,-32.76%,123.01,31.37
2017-11-01|2017-11-30,数码显微镜,5536,3064642,51910,0.03%,21.95%,-,11.19%,553.58,59.04
2017-11-01|2017-11-30,电子书保护套,51640,3059340,194890,0.03%,36.96%,0.04%,14.77%,59.24,15.70
2017-11-01|2017-11-30,清洁套装,97706,3050940,309703,0.03%,74.34%,0.12%,83.30%,31.23,9.85
2017-11-01|2017-11-30,数码相框,2241,3043144,51128,0.03%,-21.58%,-,-21.59%,1357.94,59.52
2017-11-01|2017-11-30,手机贴纸,107615,2952910,720690,0.03%,0.09%,0.26%,14.52%,27.44,4.10
2017-11-01|2017-11-30,平板电脑外接键盘,6601,2880582,141825,0.03%,11.86%,-,14.78%,436.39,20.31
2017-11-01|2017-11-30,3G无线上网卡设备,6554,2850183,64729,0.03%,-34.74%,-,-41.56%,434.88,44.03
2017-11-01|2017-11-30,胶卷,9810,2805381,43253,0.03%,5.44%,0.01%,38.88%,285.97,64.86
2017-11-01|2017-11-30,摄影包,6547,2676607,47161,0.03%,13.49%,-,14.81%,408.83,56.75
2017-11-01|2017-11-30,苹果卡槽,52094,2664177,296656,0.03%,-34.07%,0.04%,-32.86%,51.14,8.98
2017-11-01|2017-11-30,18650电池,9791,2538590,69529,0.03%,17.98%,0.01%,29.04%,259.28,36.51
2017-11-01|2017-11-30,涂鸦笔,9663,2419429,62536,0.03%,74.21%,0.01%,87.61%,250.38,38.69
2017-11-01|2017-11-30,闪光灯配件,9929,2389382,43192,0.03%,13.29%,0.01%,0.04%,240.65,55.32
2017-11-01|2017-11-30,相机背带,14142,2067840,54768,0.03%,11.11%,0.01%,5.78%,146.22,37.76
2017-11-01|2017-11-30,USB灯,62390,1876683,334908,0.02%,-32.39%,0.06%,-36.42%,30.08,5.60
2017-11-01|2017-11-30,USB延长线,44387,1610268,72183,0.02%,-3.75%,0.03%,-6.63%,36.28,22.31
2017-11-01|2017-11-30,手机防尘塞,46100,1590772,328328,0.02%,0.30%,0.04%,-35.34%,34.51,4.85
2017-11-01|2017-11-30,单反手柄,2161,1421051,27269,0.02%,-15.93%,-,6.53%,657.59,52.11
2017-11-01|2017-11-30,USB风扇,26383,1419049,97774,0.02%,87.56%,0.02%,61.70%,53.79,14.51
2017-11-01|2017-11-30,笔记本个性小贴纸,42402,1335103,351766,0.02%,43.93%,0.03%,22.37%,31.49,3.80
2017-11-01|2017-11-30,镜头纸/镜头布,16772,1297888,43046,0.02%,-2.53%,0.02%,-11.98%,77.38,30.15
2017-11-01|2017-11-30,节电器/省电器,10172,1283887,51419,0.01%,7.74%,0.01%,0.88%,126.22,24.97
2017-11-01|2017-11-30,数码相机充电器,14054,1269777,45588,0.01%,-32.31%,0.01%,-32.60%,90.35,27.85
2017-11-01|2017-11-30,USB暖手鼠标垫,42861,1249659,107607,0.01%,-50.34%,0.03%,-50.25%,29.16,11.61
2017-11-01|2017-11-30,柔光器具,7504,1243747,23761,0.01%,58.11%,-,-5.62%,165.74,52.34
2017-11-01|2017-11-30,3D立体眼镜,2479,1240667,30375,0.01%,-45.78%,-,-50.01%,500.47,40.85
2017-11-01|2017-11-30,快门线,9778,1234551,27576,0.01%,-17.14%,0.01%,-21.59%,126.26,44.77
2017-11-01|2017-11-30,插头/接口,10757,1220606,63371,0.01%,5.62%,0.01%,-9.05%,113.47,19.26
2017-11-01|2017-11-30,单反/单电电池,3033,1190457,25274,0.01%,21.46%,-,-4.77%,392.50,47.10
2017-11-01|2017-11-30,快装板,7026,1185578,23423,0.01%,4.89%,-,0.51%,168.74,50.62
2017-11-01|2017-11-30,摄影台/静物台,3022,1090200,15898,0.01%,-31.15%,-,-32.07%,360.75,68.57
2017-11-01|2017-11-30,反光器具,10210,1052992,42189,0.01%,16.27%,0.01%,11.04%,103.13,24.96
2017-11-01|2017-11-30,遮光罩,12821,1049264,43793,0.01%,-14.00%,0.01%,-24.30%,81.84,23.96
2017-11-01|2017-11-30,平板电脑底座,1792,1000051,20323,0.01%,-18.58%,-,16.75%,558.06,49.21
2017-11-01|2017-11-30,校色仪,697,997608,6618,0.01%,40.78%,-,65.65%,1431.29,150.74
2017-11-01|2017-11-30,电视高压包,16097,941649,27570,0.01%,-34.93%,0.01%,-41.07%,58.50,34.15
2017-11-01|2017-11-30,平板电脑充电器,7025,936389,31265,0.01%,-21.93%,-,-35.58%,133.29,29.95
2017-11-01|2017-11-30,USB暖手宝/暖手袋,5556,908023,43192,0.01%,-35.29%,-,-35.60%,163.43,21.02
2017-11-01|2017-11-30,平板电脑包,3191,898141,43237,0.01%,-34.06%,-,-26.24%,281.46,20.77
2017-11-01|2017-11-30,镜头盖,18268,867048,46094,0.01%,-2.28%,0.02%,-6.34%,47.46,18.81
2017-11-01|2017-11-30,数码设备外接键盘,1511,851909,25249,0.01%,394.21%,-,313.30%,563.80,33.74
2017-11-01|2017-11-30,清洁液,9574,847313,21476,0.01%,11.82%,0.01%,-11.25%,88.50,39.45
2017-11-01|2017-11-30,显示器/打印机色彩校正仪,680,780550,4180,0.01%,11.76%,-,39.08%,1147.87,186.73
2017-11-01|2017-11-30,VGA切换器,9551,776349,26960,0.01%,24.81%,0.01%,13.29%,81.28,28.80
2017-11-01|2017-11-30,MP3/MP4保护套,2118,772357,26027,0.01%,89.35%,-,68.63%,364.66,29.68
2017-11-01|2017-11-30,遥控器,10052,772158,51812,0.01%,-36.66%,0.01%,-46.85%,76.82,14.90
2017-11-01|2017-11-30,脚架包,2114,759692,9842,0.01%,88.77%,-,-8.35%,359.36,77.19
2017-11-01|2017-11-30,防寒设备,2303,737101,10631,0.01%,54.25%,-,65.78%,320.06,69.34
2017-11-01|2017-11-30,闪存卡转接套,11014,730223,96794,0.01%,-8.94%,0.01%,-0.21%,66.30,7.54
2017-11-01|2017-11-30,相机腕带,6903,730011,25965,0.01%,24.98%,-,3.05%,105.75,28.12
2017-11-01|2017-11-30,18650电池盒,9826,720414,49475,0.01%,54.35%,0.01%,8.96%,73.32,14.56
2017-11-01|2017-11-30,擦屏布,10170,717259,43232,0.01%,-32.86%,0.01%,23.52%,70.53,16.59
2017-11-01|2017-11-30,F头,5494,691561,19842,0.01%,-32.74%,-,-21.91%,125.88,34.85
2017-11-01|2017-11-30,RF头,2015,621526,16080,-,8.59%,-,-8.19%,308.45,38.65
2017-11-01|2017-11-30,音乐枕,2107,613691,43542,-,-26.89%,-,-36.07%,291.26,14.09
2017-11-01|2017-11-30,触摸屏手套,9868,601833,69076,-,41.93%,0.01%,39.82%,60.99,8.71
2017-11-01|2017-11-30,取景器,999,564969,10646,-,-24.10%,-,0.40%,565.53,53.07
2017-11-01|2017-11-30,点读机/点读笔配件,6621,559575,23032,-,-33.63%,-,-32.85%,84.52,24.30
2017-11-01|2017-11-30,无线传输设备,682,555471,6171,-,38.66%,-,30.49%,814.47,90.01
2017-11-01|2017-11-30,隔离器/耦合器,1864,555430,9702,-,41.89%,-,-4.45%,297.98,57.25
2017-11-01|2017-11-30,相机专用遥控器,2254,554899,10875,-,0.49%,-,-34.29%,246.18,51.03
2017-11-01|2017-11-30,电子辞典/学习机配件,2124,551797,24137,-,-3.86%,-,-24.52%,259.79,22.86
2017-11-01|2017-11-30,测光表,58,520303,2640,-,-8.49%,-,-24.47%,8970.74,197.08
2017-11-01|2017-11-30,脚架配件,2121,516678,13508,-,25.13%,-,19.52%,243.60,38.25
2017-11-01|2017-11-30,电子书灯,8527,485528,49009,-,-22.13%,0.01%,-8.25%,56.94,9.91
2017-11-01|2017-11-30,SIM 剪卡钳,9792,482053,25840,-,-38.30%,0.01%,-47.44%,49.23,18.66
2017-11-01|2017-11-30,屏幕保护膜,7616,479828,25258,-,-35.35%,0.01%,227.29%,63.00,19.00
2017-11-01|2017-11-30,BNC头,2105,478374,9558,-,11.23%,-,-5.52%,227.26,50.05
2017-11-01|2017-11-30,USB吸尘器,7396,472194,43078,-,377.58%,-,196.69%,63.84,10.96
2017-11-01|2017-11-30,机顶盒共享器,683,466557,9555,-,36.82%,-,-32.41%,683.10,48.83
2017-11-01|2017-11-30,微波炉面板,8630,458725,23831,-,0.66%,0.01%,-26.89%,53.15,19.25
2017-11-01|2017-11-30,照片夹子,15571,458012,54615,-,306.94%,0.01%,175.27%,29.41,8.39
2017-11-01|2017-11-30,USB电话机/网络电话机,682,456970,6788,-,-33.18%,-,-92.02%,670.04,67.32
2017-11-01|2017-11-30,一次成像相机专用包,5467,439289,42155,-,4.31%,-,24.34%,80.35,10.42
2017-11-01|2017-11-30,镜头笔,2079,424374,5222,-,87.50%,-,-0.07%,204.12,81.27
2017-11-01|2017-11-30,USB暖手套/暖脚鞋,2076,418480,25445,-,-34.66%,-,-50.80%,201.58,16.45
2017-11-01|2017-11-30,增距镜,610,418343,5436,-,-24.70%,-,-17.44%,685.81,76.96
2017-11-01|2017-11-30,USB多功能数码宝,1272,411905,10624,-,-34.75%,-,-65.33%,323.82,38.77
2017-11-01|2017-11-30,线缆收纳器/集线器,2397,403120,43197,-,-3.30%,-,-33.28%,168.18,9.33
2017-11-01|2017-11-30,说明书/使用指南,4643,385175,43128,-,-42.23%,-,66.72%,82.96,8.93
2017-11-01|2017-11-30,气吹,8561,380663,16002,-,8.18%,0.01%,-8.11%,44.46,23.79
2017-11-01|2017-11-30,广角镜,617,380600,3936,-,-32.33%,-,-35.84%,616.86,96.70
2017-11-01|2017-11-30,苹果取卡针,15137,379164,43828,-,-33.15%,0.01%,11.76%,25.05,8.65
2017-11-01|2017-11-30,RCA头,2780,374065,13729,-,25.67%,-,22.71%,134.56,27.25
2017-11-01|2017-11-30,一次成像相册,2608,371435,16745,-,23.66%,-,17.59%,142.42,22.18
2017-11-01|2017-11-30,FM/MP3发射器,844,370492,8924,-,-17.01%,-,-48.34%,438.97,41.52
