日期,类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值
2020-07-01|2020-07-31,手机保护套/壳,26706072,435180815,37985370,25.55%,11.77%,50.52%,11.06%,16.30,11.46
2020-07-01|2020-07-31,手机贴膜,19352098,209457977,20867994,11.87%,-7.80%,25.62%,0.36%,10.82,10.04
2020-07-01|2020-07-31,手机零部件,1511348,192214938,5598211,11.51%,11.70%,2.96%,-1.41%,127.18,34.34
2020-07-01|2020-07-31,移动电源,2312588,181409211,5732054,11.08%,-24.61%,6.75%,-18.30%,78.44,31.65
2020-07-01|2020-07-31,USB风扇,3365807,164471469,9473148,7.85%,6.13%,8.12%,-14.28%,48.87,17.36
2020-07-01|2020-07-31,手机数据线,7068441,156049262,9029117,7.72%,-8.17%,12.12%,11.74%,22.08,17.28
2020-07-01|2020-07-31,手机支架/手机座,3321205,129636887,6182260,5.47%,61.48%,8.00%,23.37%,39.03,20.97
2020-07-01|2020-07-31,手机充电器,2259491,123856252,5642921,4.91%,14.13%,6.36%,11.81%,54.82,21.95
2020-07-01|2020-07-31,平板电脑保护套/壳,1879799,101975281,3592331,3.03%,11.77%,3.95%,17.33%,54.25,28.39
2020-07-01|2020-07-31,影室灯,62474,92520753,457734,2.83%,99.97%,0.04%,129.22%,1480.95,202.13
2020-07-01|2020-07-31,笔记本零部件,96221,78563266,1018634,1.58%,11.76%,0.08%,-17.04%,816.49,77.13
2020-07-01|2020-07-31,数据线,3484823,72607497,5267842,1.26%,-8.39%,8.31%,11.03%,20.84,13.78
2020-07-01|2020-07-31,云台,96063,66856794,604276,0.98%,35.47%,0.08%,213.40%,695.97,110.64
2020-07-01|2020-07-31,其它配件,270573,65428018,1954753,0.96%,40.48%,0.30%,-8.48%,241.81,33.47
2020-07-01|2020-07-31,手机电池,545429,57432045,2220728,0.91%,-9.56%,0.81%,-18.40%,105.30,25.86
2020-07-01|2020-07-31,普通干电池,1773045,49655700,1815521,0.86%,37.64%,3.21%,54.22%,28.01,27.35
2020-07-01|2020-07-31,耳机保护套,1419210,47683098,3538168,0.83%,11.21%,2.92%,22.62%,33.60,13.48
2020-07-01|2020-07-31,手写笔,388713,44587947,1259223,0.77%,38.18%,0.38%,100.54%,114.71,35.41
2020-07-01|2020-07-31,笔记本电脑包,457554,35526783,1924180,0.67%,4.82%,0.47%,14.38%,77.65,18.46
2020-07-01|2020-07-31,背景布类,349347,32546488,1268394,0.53%,22.72%,0.33%,20.70%,93.16,25.66
2020-07-01|2020-07-31,遥控设备,1765964,31760343,2129156,0.52%,-17.60%,3.12%,-3.70%,17.98,14.92
2020-07-01|2020-07-31,USB HUB/转换器,314051,27625664,775011,0.43%,11.83%,0.32%,12.31%,87.97,35.65
2020-07-01|2020-07-31,笔记本电池,69265,23753387,336693,0.39%,7.48%,0.05%,4.03%,342.93,70.55
2020-07-01|2020-07-31,手机镜头,232922,21323115,761489,0.36%,-22.76%,0.21%,11.81%,91.55,28.00
2020-07-01|2020-07-31,笔记本多功能支架/桌,336621,20189342,659107,0.35%,68.13%,0.33%,87.49%,59.98,30.63
2020-07-01|2020-07-31,自拍杆/架,313841,19189239,747028,0.33%,-32.07%,0.32%,-32.70%,61.14,25.69
2020-07-01|2020-07-31,笔记本炫彩贴,314514,18732390,1453846,0.32%,28.17%,0.32%,19.13%,59.56,12.88
2020-07-01|2020-07-31,纽扣电池,705808,18609056,1154200,0.32%,18.29%,0.93%,27.94%,26.37,16.12
2020-07-01|2020-07-31,脚架,53906,18581364,389187,0.32%,11.10%,0.04%,17.75%,344.70,47.74
2020-07-01|2020-07-31,USB电脑锁/防盗器,59054,17284676,249747,0.28%,11.70%,0.04%,37.05%,292.69,69.21
2020-07-01|2020-07-31,笔记本电源,96470,16470239,448890,0.26%,-8.23%,0.08%,-7.52%,170.73,36.69
2020-07-01|2020-07-31,摄像机配件,25331,15075724,312124,0.21%,11.16%,0.02%,-0.04%,595.15,48.30
2020-07-01|2020-07-31,涂鸦笔,74113,14038801,430094,0.13%,37.23%,0.06%,75.08%,189.42,32.64
2020-07-01|2020-07-31,笔记本散热器/降温卡,109421,13953844,589391,0.12%,23.68%,0.11%,5.50%,127.52,23.68
2020-07-01|2020-07-31,数码收纳整理包,258100,11353674,849367,0.11%,-0.29%,0.28%,-31.55%,43.99,13.37
2020-07-01|2020-07-31,平板电脑屏幕贴膜,269931,10664043,506547,0.09%,35.42%,0.30%,24.98%,39.51,21.05
2020-07-01|2020-07-31,滤镜,43120,10232679,100633,0.09%,14.79%,0.02%,-4.04%,237.31,101.68
2020-07-01|2020-07-31,平板电脑零部件,44130,10153320,313562,0.09%,8.83%,0.03%,6.01%,230.08,32.38
2020-07-01|2020-07-31,手机挂件/手机链,451899,9879245,1744796,0.09%,-32.25%,0.46%,-33.19%,21.86,5.66
