日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-05-01|2019-05-31,手机配件,736894,72.36%,143486,57.69%
2019-05-01|2019-05-31,USB数码周边,387332,38.04%,34615,13.92%
2019-05-01|2019-05-31,笔记本电脑配件,340672,33.45%,25423,10.22%
2019-05-01|2019-05-31,单反/单电相机配件,323982,31.81%,21710,8.73%
2019-05-01|2019-05-31,数码周边,291012,28.58%,28815,11.59%
2019-05-01|2019-05-31,车载手机配件,218912,21.50%,11363,4.57%
2019-05-01|2019-05-31,家电影音周边配件,209688,20.59%,16417,6.60%
2019-05-01|2019-05-31,数码包/收纳/整理,202484,19.88%,12030,4.84%
2019-05-01|2019-05-31,平板电脑配件,187571,18.42%,12568,5.05%
2019-05-01|2019-05-31,其它配件,150869,14.82%,12884,5.18%
2019-05-01|2019-05-31,干电池/充电电池/套装,144796,14.22%,15893,6.39%
2019-05-01|2019-05-31,移动电源,130767,12.84%,12370,4.97%
2019-05-01|2019-05-31,MP3/MP4配件,121911,11.97%,10462,4.21%
2019-05-01|2019-05-31,胶片相机配件,114168,11.21%,2602,1.05%
2019-05-01|2019-05-31,数码相机配件,88721,8.71%,4849,1.95%
2019-05-01|2019-05-31,摄像机配件,39562,3.88%,2687,1.08%
2019-05-01|2019-05-31,电子书配件,31628,3.11%,1563,0.63%
2019-05-01|2019-05-31,电教产品配件,14301,1.40%,611,0.25%
2019-05-01|2019-05-31,数码相框,9936,0.98%,192,0.08%
2019-05-01|2019-05-31,3G无线上网卡设备,3974,0.39%,205,0.08%
