日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-11-01|2018-11-30,手机配件,647821,72.18%,149658,61.31%
2018-11-01|2018-11-30,USB数码周边,313554,34.94%,20262,8.30%
2018-11-01|2018-11-30,笔记本电脑配件,287488,32.03%,25668,10.52%
2018-11-01|2018-11-30,单反/单电相机配件,262497,29.25%,19100,7.83%
2018-11-01|2018-11-30,数码周边,257207,28.66%,29053,11.90%
2018-11-01|2018-11-30,家电影音周边配件,185235,20.64%,15507,6.35%
2018-11-01|2018-11-30,平板电脑配件,177305,19.76%,14113,5.78%
2018-11-01|2018-11-30,车载手机配件,173859,19.37%,9740,3.99%
2018-11-01|2018-11-30,数码包/收纳/整理,167924,18.71%,11437,4.69%
2018-11-01|2018-11-30,其它配件,137494,15.32%,13443,5.51%
2018-11-01|2018-11-30,移动电源,125017,13.93%,14162,5.80%
2018-11-01|2018-11-30,干电池/充电电池/套装,119998,13.37%,15448,6.33%
2018-11-01|2018-11-30,MP3/MP4配件,95254,10.61%,7725,3.16%
2018-11-01|2018-11-30,胶片相机配件,90359,10.07%,2402,0.98%
2018-11-01|2018-11-30,数码相机配件,68277,7.61%,4462,1.83%
2018-11-01|2018-11-30,摄像机配件,34840,3.88%,2871,1.18%
2018-11-01|2018-11-30,电子书配件,25228,2.81%,1569,0.64%
2018-11-01|2018-11-30,电教产品配件,17711,1.97%,662,0.27%
2018-11-01|2018-11-30,数码相框,8500,0.95%,201,0.08%
2018-11-01|2018-11-30,3G无线上网卡设备,3009,0.34%,241,0.10%
