日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-03-01|2019-03-31,手机配件,698950,72.87%,142648,59.96%
2019-03-01|2019-03-31,USB数码周边,334092,34.83%,20942,8.80%
2019-03-01|2019-03-31,笔记本电脑配件,319510,33.31%,25439,10.69%
2019-03-01|2019-03-31,单反/单电相机配件,297281,31.00%,21448,9.02%
2019-03-01|2019-03-31,数码周边,279399,29.13%,29073,12.22%
2019-03-01|2019-03-31,车载手机配件,199364,20.79%,10582,4.45%
2019-03-01|2019-03-31,家电影音周边配件,196744,20.51%,15869,6.67%
2019-03-01|2019-03-31,数码包/收纳/整理,188078,19.61%,11953,5.02%
2019-03-01|2019-03-31,平板电脑配件,183062,19.09%,13455,5.66%
2019-03-01|2019-03-31,其它配件,144929,15.11%,13527,5.69%
2019-03-01|2019-03-31,干电池/充电电池/套装,130054,13.56%,15730,6.61%
2019-03-01|2019-03-31,移动电源,128550,13.40%,12681,5.33%
2019-03-01|2019-03-31,MP3/MP4配件,109516,11.42%,9427,3.96%
2019-03-01|2019-03-31,胶片相机配件,104610,10.91%,2465,1.04%
2019-03-01|2019-03-31,数码相机配件,74896,7.81%,4576,1.92%
2019-03-01|2019-03-31,摄像机配件,37549,3.91%,2581,1.08%
2019-03-01|2019-03-31,电子书配件,28826,3.01%,1545,0.65%
2019-03-01|2019-03-31,电教产品配件,15261,1.59%,681,0.29%
2019-03-01|2019-03-31,数码相框,9137,0.95%,170,0.07%
2019-03-01|2019-03-31,3G无线上网卡设备,3739,0.39%,221,0.09%
