日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-05-01|2020-05-31,手机配件,418942,61.62%,98261,51.71%
2020-05-01|2020-05-31,USB数码周边,211726,31.14%,33858,17.82%
2020-05-01|2020-05-31,单反/单电相机配件,161538,23.76%,19785,10.41%
2020-05-01|2020-05-31,笔记本电脑配件,158658,23.33%,23730,12.49%
2020-05-01|2020-05-31,数码周边,122160,17.97%,22720,11.96%
2020-05-01|2020-05-31,家电影音周边配件,85137,12.52%,12294,6.47%
2020-05-01|2020-05-31,数码包/收纳/整理,83229,12.24%,9242,4.86%
2020-05-01|2020-05-31,车载手机配件,80589,11.85%,8918,4.69%
2020-05-01|2020-05-31,干电池/充电电池/套装,66722,9.81%,13029,6.86%
2020-05-01|2020-05-31,平板电脑配件,64774,9.53%,10017,5.27%
2020-05-01|2020-05-31,其它配件,61390,9.03%,9643,5.07%
2020-05-01|2020-05-31,MP3/MP4配件,56685,8.34%,9349,4.92%
2020-05-01|2020-05-31,便携电源,53750,7.91%,8252,4.34%
2020-05-01|2020-05-31,胶片相机配件,41325,6.08%,3118,1.64%
2020-05-01|2020-05-31,数码相机配件,33257,4.89%,3806,2.00%
2020-05-01|2020-05-31,摄像机配件,18024,2.65%,2145,1.13%
2020-05-01|2020-05-31,电子书配件,12588,1.85%,1312,0.69%
2020-05-01|2020-05-31,数码相框,5758,0.85%,166,0.09%
2020-05-01|2020-05-31,电教产品配件,3591,0.53%,483,0.25%
2020-05-01|2020-05-31,3G无线上网卡设备,1266,0.19%,134,0.07%
2020-05-01|2020-05-31,数码家电保护贴,89,0.01%,19,0.01%
