日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-09-01|2020-09-30,手机配件,417811,61.48%,96668,53.53%
2020-09-01|2020-09-30,USB数码周边,234053,34.44%,23594,13.07%
2020-09-01|2020-09-30,单反/单电相机配件,171781,25.28%,17751,9.83%
2020-09-01|2020-09-30,笔记本电脑配件,166706,24.53%,22367,12.39%
2020-09-01|2020-09-30,数码周边,131881,19.41%,23267,12.88%
2020-09-01|2020-09-30,数码包/收纳/整理,90258,13.28%,9222,5.11%
2020-09-01|2020-09-30,家电影音周边配件,87063,12.81%,12139,6.72%
2020-09-01|2020-09-30,干电池/充电电池/套装,68770,10.12%,13623,7.54%
2020-09-01|2020-09-30,平板电脑配件,67885,9.99%,10519,5.83%
2020-09-01|2020-09-30,其它配件,63239,9.31%,9223,5.11%
2020-09-01|2020-09-30,便携电源,57023,8.39%,9063,5.02%
2020-09-01|2020-09-30,MP3/MP4配件,56900,8.37%,9438,5.23%
2020-09-01|2020-09-30,胶片相机配件,41805,6.15%,2572,1.42%
2020-09-01|2020-09-30,数码相机配件,33338,4.91%,3584,1.98%
2020-09-01|2020-09-30,摄像机配件,20228,2.98%,2105,1.17%
2020-09-01|2020-09-30,车载手机配件,19987,2.94%,2221,1.23%
2020-09-01|2020-09-30,电子书配件,12879,1.90%,1311,0.73%
2020-09-01|2020-09-30,数码相框,5516,0.81%,151,0.08%
2020-09-01|2020-09-30,电教产品配件,3646,0.54%,500,0.28%
2020-09-01|2020-09-30,3G无线上网卡设备,1166,0.17%,123,0.07%
2020-09-01|2020-09-30,数码家电保护贴,263,0.04%,30,0.02%
