日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-01-01|2020-01-31,手机配件,476639,66.60%,80848,53.00%
2020-01-01|2020-01-31,USB数码周边,227987,31.86%,13192,8.65%
2020-01-01|2020-01-31,笔记本电脑配件,200291,27.99%,16575,10.87%
2020-01-01|2020-01-31,单反/单电相机配件,192927,26.96%,13152,8.62%
2020-01-01|2020-01-31,数码周边,148108,20.69%,17915,11.74%
2020-01-01|2020-01-31,数码包/收纳/整理,109100,15.24%,7318,4.80%
2020-01-01|2020-01-31,家电影音周边配件,106616,14.90%,9889,6.48%
2020-01-01|2020-01-31,车载手机配件,105747,14.78%,6177,4.05%
2020-01-01|2020-01-31,平板电脑配件,90073,12.59%,8094,5.31%
2020-01-01|2020-01-31,干电池/充电电池/套装,79951,11.17%,10579,6.94%
2020-01-01|2020-01-31,其它配件,78392,10.95%,8203,5.38%
2020-01-01|2020-01-31,MP3/MP4配件,74321,10.38%,8112,5.32%
2020-01-01|2020-01-31,便携电源,67864,9.48%,7949,5.21%
2020-01-01|2020-01-31,胶片相机配件,56024,7.83%,1988,1.30%
2020-01-01|2020-01-31,数码相机配件,45430,6.35%,3352,2.20%
2020-01-01|2020-01-31,摄像机配件,19708,2.75%,1842,1.21%
2020-01-01|2020-01-31,电子书配件,17481,2.44%,1161,0.76%
2020-01-01|2020-01-31,数码相框,6047,0.84%,158,0.10%
2020-01-01|2020-01-31,电教产品配件,4760,0.67%,373,0.24%
2020-01-01|2020-01-31,3G无线上网卡设备,1544,0.22%,121,0.08%
