日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-12-01|2018-12-31,手机配件,659356,72.36%,143706,60.70%
2018-12-01|2018-12-31,USB数码周边,318967,35.00%,20282,8.57%
2018-12-01|2018-12-31,笔记本电脑配件,294420,32.31%,23865,10.08%
2018-12-01|2018-12-31,单反/单电相机配件,269362,29.56%,18476,7.80%
2018-12-01|2018-12-31,数码周边,262317,28.79%,27860,11.77%
2018-12-01|2018-12-31,家电影音周边配件,185746,20.38%,15461,6.53%
2018-12-01|2018-12-31,车载手机配件,178041,19.54%,9556,4.04%
2018-12-01|2018-12-31,平板电脑配件,177834,19.52%,13090,5.53%
2018-12-01|2018-12-31,数码包/收纳/整理,170879,18.75%,11252,4.75%
2018-12-01|2018-12-31,其它配件,138558,15.21%,12996,5.49%
2018-12-01|2018-12-31,移动电源,125942,13.82%,13636,5.76%
2018-12-01|2018-12-31,干电池/充电电池/套装,120229,13.19%,15359,6.49%
2018-12-01|2018-12-31,MP3/MP4配件,97574,10.71%,7830,3.31%
2018-12-01|2018-12-31,胶片相机配件,91880,10.08%,2382,1.01%
2018-12-01|2018-12-31,数码相机配件,69973,7.68%,4200,1.77%
2018-12-01|2018-12-31,摄像机配件,35439,3.89%,2700,1.14%
2018-12-01|2018-12-31,电子书配件,25570,2.81%,1524,0.64%
2018-12-01|2018-12-31,电教产品配件,16462,1.81%,606,0.26%
2018-12-01|2018-12-31,数码相框,8790,0.96%,168,0.07%
2018-12-01|2018-12-31,3G无线上网卡设备,3031,0.33%,213,0.09%
