日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-10-01|2019-10-31,手机配件,548456,68.47%,118238,56.12%
2019-10-01|2019-10-31,USB数码周边,277970,34.70%,19383,9.20%
2019-10-01|2019-10-31,笔记本电脑配件,237125,29.60%,24649,11.70%
2019-10-01|2019-10-31,单反/单电相机配件,225092,28.10%,18584,8.82%
2019-10-01|2019-10-31,数码周边,173881,21.71%,23428,11.12%
2019-10-01|2019-10-31,车载手机配件,133721,16.69%,8872,4.21%
2019-10-01|2019-10-31,数码包/收纳/整理,132340,16.52%,10441,4.96%
2019-10-01|2019-10-31,家电影音周边配件,124216,15.51%,12839,6.09%
2019-10-01|2019-10-31,平板电脑配件,109847,13.71%,10968,5.21%
2019-10-01|2019-10-31,其它配件,93893,11.72%,10993,5.22%
2019-10-01|2019-10-31,干电池/充电电池/套装,90090,11.25%,13402,6.36%
2019-10-01|2019-10-31,MP3/MP4配件,85240,10.64%,10821,5.14%
2019-10-01|2019-10-31,移动电源,79215,9.89%,10663,5.06%
2019-10-01|2019-10-31,胶片相机配件,65535,8.18%,2626,1.25%
2019-10-01|2019-10-31,数码相机配件,54990,6.87%,4234,2.01%
2019-10-01|2019-10-31,摄像机配件,22821,2.85%,2385,1.13%
2019-10-01|2019-10-31,电子书配件,18384,2.30%,1458,0.69%
2019-10-01|2019-10-31,数码相框,6149,0.77%,171,0.08%
2019-10-01|2019-10-31,电教产品配件,5234,0.65%,621,0.29%
2019-10-01|2019-10-31,3G无线上网卡设备,1802,0.22%,155,0.07%
