日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-05-01|2018-05-31,手机配件,584825,70.82%,137060,60.54%
2018-05-01|2018-05-31,USB数码周边,275656,33.38%,26843,11.86%
2018-05-01|2018-05-31,笔记本电脑配件,236603,28.65%,21326,9.42%
2018-05-01|2018-05-31,数码周边,221243,26.79%,24423,10.79%
2018-05-01|2018-05-31,单反/单电相机配件,217408,26.33%,16929,7.48%
2018-05-01|2018-05-31,平板电脑配件,169450,20.52%,12561,5.55%
2018-05-01|2018-05-31,家电影音周边配件,161009,19.50%,13735,6.07%
2018-05-01|2018-05-31,数码包/收纳/整理,151277,18.32%,9517,4.20%
2018-05-01|2018-05-31,车载手机配件,147939,17.92%,8022,3.54%
2018-05-01|2018-05-31,移动电源,138192,16.74%,13625,6.02%
2018-05-01|2018-05-31,其它配件,134545,16.29%,12850,5.68%
2018-05-01|2018-05-31,干电池/充电电池/套装,113188,13.71%,13649,6.03%
2018-05-01|2018-05-31,MP3/MP4配件,83808,10.15%,5816,2.57%
2018-05-01|2018-05-31,胶片相机配件,73864,8.95%,2028,0.90%
2018-05-01|2018-05-31,数码相机配件,64749,7.84%,4050,1.79%
2018-05-01|2018-05-31,摄像机配件,29908,3.62%,2904,1.28%
2018-05-01|2018-05-31,电子书配件,26290,3.18%,1315,0.58%
2018-05-01|2018-05-31,电教产品配件,13937,1.69%,564,0.25%
2018-05-01|2018-05-31,数码相框,7999,0.97%,170,0.08%
2018-05-01|2018-05-31,3G无线上网卡设备,3062,0.37%,261,0.12%
