日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-02-01|2019-02-28,手机配件,650377,72.32%,121114,60.28%
2019-02-01|2019-02-28,USB数码周边,306722,34.11%,15172,7.55%
2019-02-01|2019-02-28,笔记本电脑配件,290764,32.33%,20541,10.22%
2019-02-01|2019-02-28,单反/单电相机配件,266125,29.59%,15732,7.83%
2019-02-01|2019-02-28,数码周边,257378,28.62%,23555,11.72%
2019-02-01|2019-02-28,家电影音周边配件,180786,20.10%,12920,6.43%
2019-02-01|2019-02-28,车载手机配件,176437,19.62%,7988,3.98%
2019-02-01|2019-02-28,平板电脑配件,170003,18.90%,11994,5.97%
2019-02-01|2019-02-28,数码包/收纳/整理,166885,18.56%,9960,4.96%
2019-02-01|2019-02-28,其它配件,134363,14.94%,10956,5.45%
2019-02-01|2019-02-28,移动电源,121159,13.47%,10647,5.30%
2019-02-01|2019-02-28,干电池/充电电池/套装,117706,13.09%,13157,6.55%
2019-02-01|2019-02-28,MP3/MP4配件,96285,10.71%,7015,3.49%
2019-02-01|2019-02-28,胶片相机配件,90357,10.05%,2043,1.02%
2019-02-01|2019-02-28,数码相机配件,68093,7.57%,3719,1.85%
2019-02-01|2019-02-28,摄像机配件,34687,3.86%,2185,1.09%
2019-02-01|2019-02-28,电子书配件,25183,2.80%,1413,0.70%
2019-02-01|2019-02-28,电教产品配件,14236,1.58%,568,0.28%
2019-02-01|2019-02-28,数码相框,8410,0.94%,138,0.07%
2019-02-01|2019-02-28,3G无线上网卡设备,3238,0.36%,180,0.09%
