日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-04-01|2020-04-30,手机配件,446185,64.22%,97069,53.83%
2020-04-01|2020-04-30,USB数码周边,202781,29.18%,22496,12.47%
2020-04-01|2020-04-30,笔记本电脑配件,172929,24.89%,22829,12.66%
2020-04-01|2020-04-30,单反/单电相机配件,172905,24.88%,18776,10.41%
2020-04-01|2020-04-30,数码周边,130035,18.71%,21986,12.19%
2020-04-01|2020-04-30,数码包/收纳/整理,91270,13.14%,9026,5.01%
2020-04-01|2020-04-30,家电影音周边配件,91208,13.13%,11776,6.53%
2020-04-01|2020-04-30,车载手机配件,86832,12.50%,8096,4.49%
2020-04-01|2020-04-30,平板电脑配件,72482,10.43%,10168,5.64%
2020-04-01|2020-04-30,干电池/充电电池/套装,71056,10.23%,12829,7.11%
2020-04-01|2020-04-30,其它配件,65777,9.47%,9623,5.34%
2020-04-01|2020-04-30,MP3/MP4配件,61605,8.87%,9231,5.12%
2020-04-01|2020-04-30,便携电源,57710,8.31%,7888,4.37%
2020-04-01|2020-04-30,胶片相机配件,46296,6.66%,2841,1.58%
2020-04-01|2020-04-30,数码相机配件,37039,5.33%,3609,2.00%
2020-04-01|2020-04-30,摄像机配件,18247,2.63%,2121,1.18%
2020-04-01|2020-04-30,电子书配件,13668,1.97%,1268,0.70%
2020-04-01|2020-04-30,数码相框,5823,0.84%,167,0.09%
2020-04-01|2020-04-30,电教产品配件,3897,0.56%,506,0.28%
2020-04-01|2020-04-30,3G无线上网卡设备,1348,0.19%,137,0.08%
2020-04-01|2020-04-30,数码家电保护贴,64,0.01%,17,0.01%
