日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-12-01|2019-12-31,手机配件,499452,67.00%,98048,53.28%
2019-12-01|2019-12-31,USB数码周边,238393,31.98%,18185,9.88%
2019-12-01|2019-12-31,笔记本电脑配件,208047,27.91%,21362,11.61%
2019-12-01|2019-12-31,单反/单电相机配件,198236,26.59%,16998,9.24%
2019-12-01|2019-12-31,数码周边,153045,20.53%,21424,11.64%
2019-12-01|2019-12-31,数码包/收纳/整理,114289,15.33%,9441,5.13%
2019-12-01|2019-12-31,车载手机配件,112022,15.03%,8118,4.41%
2019-12-01|2019-12-31,家电影音周边配件,107910,14.47%,12042,6.54%
2019-12-01|2019-12-31,平板电脑配件,92549,12.41%,9485,5.15%
2019-12-01|2019-12-31,其它配件,82069,11.01%,10420,5.66%
2019-12-01|2019-12-31,干电池/充电电池/套装,80833,10.84%,12625,6.86%
2019-12-01|2019-12-31,MP3/MP4配件,75187,10.09%,10167,5.53%
2019-12-01|2019-12-31,移动电源,71807,9.63%,9757,5.30%
2019-12-01|2019-12-31,胶片相机配件,55787,7.48%,2535,1.38%
2019-12-01|2019-12-31,数码相机配件,45661,6.12%,4001,2.17%
2019-12-01|2019-12-31,摄像机配件,20486,2.75%,2352,1.28%
2019-12-01|2019-12-31,电子书配件,15145,2.03%,1365,0.74%
2019-12-01|2019-12-31,数码相框,5482,0.74%,179,0.10%
2019-12-01|2019-12-31,电教产品配件,4227,0.57%,485,0.26%
2019-12-01|2019-12-31,3G无线上网卡设备,1643,0.22%,139,0.08%
2019-12-01|2019-12-31,户外电源,17,0.00,0,0.00
