日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-09-01|2019-09-30,手机配件,644711,69.08%,124489,56.19%
2019-09-01|2019-09-30,USB数码周边,335681,35.97%,22355,10.09%
2019-09-01|2019-09-30,笔记本电脑配件,280897,30.10%,26187,11.82%
2019-09-01|2019-09-30,单反/单电相机配件,271949,29.14%,19010,8.58%
2019-09-01|2019-09-30,数码周边,219501,23.52%,24324,10.98%
2019-09-01|2019-09-30,家电影音周边配件,164453,17.62%,13794,6.23%
2019-09-01|2019-09-30,车载手机配件,162016,17.36%,9155,4.13%
2019-09-01|2019-09-30,数码包/收纳/整理,161092,17.26%,10887,4.91%
2019-09-01|2019-09-30,平板电脑配件,143916,15.42%,12015,5.42%
2019-09-01|2019-09-30,其它配件,124299,13.32%,11458,5.17%
2019-09-01|2019-09-30,干电池/充电电池/套装,119169,12.77%,13865,6.26%
2019-09-01|2019-09-30,移动电源,105763,11.33%,11320,5.11%
2019-09-01|2019-09-30,MP3/MP4配件,101677,10.89%,10751,4.85%
2019-09-01|2019-09-30,胶片相机配件,81761,8.76%,2579,1.16%
2019-09-01|2019-09-30,数码相机配件,72945,7.82%,4494,2.03%
2019-09-01|2019-09-30,摄像机配件,32259,3.46%,2459,1.11%
2019-09-01|2019-09-30,电子书配件,24158,2.59%,1547,0.70%
2019-09-01|2019-09-30,电教产品配件,8983,0.96%,689,0.31%
2019-09-01|2019-09-30,数码相框,8895,0.95%,181,0.08%
2019-09-01|2019-09-30,3G无线上网卡设备,2897,0.31%,174,0.08%
