日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-01-01|2019-01-31,手机配件,646108,72.35%,131109,60.41%
2019-01-01|2019-01-31,USB数码周边,310356,34.75%,17030,7.85%
2019-01-01|2019-01-31,笔记本电脑配件,289993,32.47%,21109,9.73%
2019-01-01|2019-01-31,单反/单电相机配件,265510,29.73%,16991,7.83%
2019-01-01|2019-01-31,数码周边,258115,28.90%,25633,11.81%
2019-01-01|2019-01-31,家电影音周边配件,182188,20.40%,14877,6.85%
2019-01-01|2019-01-31,车载手机配件,176426,19.75%,8854,4.08%
2019-01-01|2019-01-31,平板电脑配件,173158,19.39%,12574,5.79%
2019-01-01|2019-01-31,数码包/收纳/整理,167890,18.80%,10107,4.66%
2019-01-01|2019-01-31,其它配件,136251,15.26%,12179,5.61%
2019-01-01|2019-01-31,移动电源,123082,13.78%,11861,5.46%
2019-01-01|2019-01-31,干电池/充电电池/套装,117720,13.18%,14360,6.62%
2019-01-01|2019-01-31,MP3/MP4配件,97073,10.87%,7244,3.34%
2019-01-01|2019-01-31,胶片相机配件,90954,10.18%,2210,1.02%
2019-01-01|2019-01-31,数码相机配件,69274,7.76%,4041,1.86%
2019-01-01|2019-01-31,摄像机配件,34960,3.91%,2542,1.17%
2019-01-01|2019-01-31,电子书配件,25767,2.89%,1390,0.64%
2019-01-01|2019-01-31,电教产品配件,15315,1.71%,547,0.25%
2019-01-01|2019-01-31,数码相框,8763,0.98%,160,0.07%
2019-01-01|2019-01-31,3G无线上网卡设备,3289,0.37%,217,0.10%
