日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-11-01|2019-11-30,手机配件,543492,68.25%,106355,54.73%
2019-11-01|2019-11-30,USB数码周边,269560,33.85%,18487,9.51%
2019-11-01|2019-11-30,笔记本电脑配件,231140,29.03%,22682,11.67%
2019-11-01|2019-11-30,单反/单电相机配件,219123,27.52%,17547,9.03%
2019-11-01|2019-11-30,数码周边,168474,21.16%,21883,11.26%
2019-11-01|2019-11-30,数码包/收纳/整理,127862,16.06%,9721,5.00%
2019-11-01|2019-11-30,车载手机配件,127123,15.96%,8332,4.29%
2019-11-01|2019-11-30,家电影音周边配件,119476,15.00%,11868,6.11%
2019-11-01|2019-11-30,平板电脑配件,105231,13.22%,10236,5.27%
2019-11-01|2019-11-30,其它配件,89987,11.30%,10605,5.46%
2019-11-01|2019-11-30,干电池/充电电池/套装,88055,11.06%,12627,6.50%
2019-11-01|2019-11-30,MP3/MP4配件,82740,10.39%,10377,5.34%
2019-11-01|2019-11-30,移动电源,77732,9.76%,10145,5.22%
2019-11-01|2019-11-30,胶片相机配件,62304,7.82%,2505,1.29%
2019-11-01|2019-11-30,数码相机配件,51852,6.51%,4103,2.11%
2019-11-01|2019-11-30,摄像机配件,22304,2.80%,2470,1.27%
2019-11-01|2019-11-30,电子书配件,17089,2.15%,1446,0.74%
2019-11-01|2019-11-30,数码相框,5847,0.73%,174,0.09%
2019-11-01|2019-11-30,电教产品配件,4796,0.60%,548,0.28%
2019-11-01|2019-11-30,3G无线上网卡设备,1822,0.23%,156,0.08%
