日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-06-01|2019-06-30,手机配件,674779,70.03%,139321,56.70%
2019-06-01|2019-06-30,USB数码周边,361554,37.53%,36544,14.87%
2019-06-01|2019-06-30,笔记本电脑配件,300536,31.19%,24897,10.13%
2019-06-01|2019-06-30,单反/单电相机配件,295801,30.70%,20708,8.43%
2019-06-01|2019-06-30,数码周边,255172,26.48%,27396,11.15%
2019-06-01|2019-06-30,车载手机配件,192710,20.00%,10614,4.32%
2019-06-01|2019-06-30,家电影音周边配件,191144,19.84%,16341,6.65%
2019-06-01|2019-06-30,数码包/收纳/整理,179858,18.67%,11780,4.79%
2019-06-01|2019-06-30,平板电脑配件,162084,16.82%,12295,5.00%
2019-06-01|2019-06-30,其它配件,137892,14.31%,12678,5.16%
2019-06-01|2019-06-30,干电池/充电电池/套装,136336,14.15%,15336,6.24%
2019-06-01|2019-06-30,移动电源,116676,12.11%,12090,4.92%
2019-06-01|2019-06-30,MP3/MP4配件,111551,11.58%,10498,4.27%
2019-06-01|2019-06-30,胶片相机配件,100444,10.42%,2468,1.00%
2019-06-01|2019-06-30,数码相机配件,84031,8.72%,4857,1.98%
2019-06-01|2019-06-30,摄像机配件,35692,3.70%,2564,1.04%
2019-06-01|2019-06-30,电子书配件,28151,2.92%,1653,0.67%
2019-06-01|2019-06-30,电教产品配件,11972,1.24%,548,0.22%
2019-06-01|2019-06-30,数码相框,9382,0.97%,166,0.07%
2019-06-01|2019-06-30,3G无线上网卡设备,3672,0.38%,202,0.08%
