日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-03-01|2018-03-31,手机配件,537024,69.97%,115329,59.96%
2018-03-01|2018-03-31,USB数码周边,224011,29.19%,14563,7.57%
2018-03-01|2018-03-31,笔记本电脑配件,204328,26.62%,19397,10.09%
2018-03-01|2018-03-31,数码周边,194661,25.36%,21018,10.93%
2018-03-01|2018-03-31,单反/单电相机配件,186495,24.30%,15073,7.84%
2018-03-01|2018-03-31,平板电脑配件,155288,20.23%,12050,6.27%
2018-03-01|2018-03-31,家电影音周边配件,137646,17.93%,12185,6.34%
2018-03-01|2018-03-31,数码包/收纳/整理,133545,17.40%,8687,4.52%
2018-03-01|2018-03-31,移动电源,127447,16.60%,12147,6.32%
2018-03-01|2018-03-31,车载手机配件,124195,16.18%,6710,3.49%
2018-03-01|2018-03-31,其它配件,121660,15.85%,12600,6.55%
2018-03-01|2018-03-31,干电池/充电电池/套装,110658,14.42%,12789,6.65%
2018-03-01|2018-03-31,MP3/MP4配件,68349,8.91%,5066,2.63%
2018-03-01|2018-03-31,胶片相机配件,59641,7.77%,1772,0.92%
2018-03-01|2018-03-31,数码相机配件,57407,7.48%,3852,2.00%
2018-03-01|2018-03-31,摄像机配件,26284,3.42%,2534,1.32%
2018-03-01|2018-03-31,电子书配件,23739,3.09%,1334,0.69%
2018-03-01|2018-03-31,电教产品配件,8252,1.08%,532,0.28%
2018-03-01|2018-03-31,数码相框,8134,1.06%,147,0.08%
2018-03-01|2018-03-31,3G无线上网卡设备,3031,0.39%,268,0.14%
