日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-10-01|2018-10-31,手机配件,626114,71.84%,151867,61.90%
2018-10-01|2018-10-31,USB数码周边,306757,35.20%,19453,7.93%
2018-10-01|2018-10-31,笔记本电脑配件,276050,31.68%,25797,10.51%
2018-10-01|2018-10-31,单反/单电相机配件,253213,29.05%,18861,7.69%
2018-10-01|2018-10-31,数码周边,248080,28.47%,28627,11.67%
2018-10-01|2018-10-31,家电影音周边配件,182760,20.97%,15411,6.28%
2018-10-01|2018-10-31,平板电脑配件,174449,20.02%,13865,5.65%
2018-10-01|2018-10-31,车载手机配件,168226,19.30%,9438,3.85%
2018-10-01|2018-10-31,数码包/收纳/整理,162929,18.70%,11511,4.69%
2018-10-01|2018-10-31,其它配件,135086,15.50%,13572,5.53%
2018-10-01|2018-10-31,移动电源,122114,14.01%,13905,5.67%
2018-10-01|2018-10-31,干电池/充电电池/套装,117174,13.45%,15462,6.30%
2018-10-01|2018-10-31,MP3/MP4配件,92192,10.58%,7285,2.97%
2018-10-01|2018-10-31,胶片相机配件,87684,10.06%,2358,0.96%
2018-10-01|2018-10-31,数码相机配件,66232,7.60%,4314,1.76%
2018-10-01|2018-10-31,摄像机配件,33964,3.90%,2919,1.19%
2018-10-01|2018-10-31,电子书配件,24578,2.82%,1784,0.73%
2018-10-01|2018-10-31,电教产品配件,19171,2.20%,787,0.32%
2018-10-01|2018-10-31,数码相框,8094,0.93%,170,0.07%
2018-10-01|2018-10-31,3G无线上网卡设备,3059,0.35%,234,0.10%
