日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-07-01|2018-07-31,手机配件,1439435336,11.36%,66.94%,77.05%,580795,70.43%,151638,61.42%
2018-07-01|2018-07-31,移动电源,193316917,2.14%,11.78%,3.17%,124968,15.16%,14304,5.79%
2018-07-01|2018-07-31,笔记本电脑配件,172409154,11.32%,8.74%,2.50%,238273,28.90%,23797,9.64%
2018-07-01|2018-07-31,单反/单电相机配件,168148827,-7.80%,8.40%,1.70%,220581,26.75%,17978,7.28%
2018-07-01|2018-07-31,USB数码周边,155661308,4.40%,7.81%,3.47%,288066,34.93%,28316,11.47%
2018-07-01|2018-07-31,数码周边,111865622,8.08%,4.82%,3.84%,219244,26.59%,26663,10.80%
2018-07-01|2018-07-31,平板电脑配件,107639325,20.90%,4.72%,1.91%,160020,19.41%,14143,5.73%
2018-07-01|2018-07-31,家电影音周边配件,96103540,23.71%,3.02%,1.94%,163052,19.77%,15608,6.32%
2018-07-01|2018-07-31,干电池/充电电池/套装,72840717,-6.34%,1.65%,1.86%,108416,13.15%,14555,5.90%
2018-07-01|2018-07-31,其它配件,50006167,0.77%,0.90%,0.37%,128012,15.52%,13315,5.39%
2018-07-01|2018-07-31,数码相机配件,23500111,-2.27%,0.40%,0.21%,61269,7.43%,4246,1.72%
2018-07-01|2018-07-31,数码包/收纳/整理,18021048,0.40%,0.32%,1.00%,146030,17.71%,10654,4.32%
2018-07-01|2018-07-31,胶片相机配件,17434687,-9.13%,0.31%,0.21%,71498,8.67%,2110,0.85%
2018-07-01|2018-07-31,摄像机配件,17218108,-8.44%,0.30%,0.06%,30239,3.67%,3261,1.32%
2018-07-01|2018-07-31,MP3/MP4配件,14145571,-32.17%,0.27%,0.37%,82036,9.95%,6387,2.59%
2018-07-01|2018-07-31,车载手机配件,10472798,-0.35%,0.11%,0.22%,145262,17.62%,8731,3.54%
2018-07-01|2018-07-31,电子书配件,3014947,-2.40%,0.03%,0.11%,22811,2.77%,1552,0.63%
2018-07-01|2018-07-31,3G无线上网卡设备,2768476,20.98%,0.03%,0.01%,2986,0.36%,289,0.12%
2018-07-01|2018-07-31,数码相框,2133572,-10.03%,0.02%,0.00,7395,0.90%,166,0.07%
2018-07-01|2018-07-31,电教产品配件,923331,36.80%,0.01%,0.02%,15373,1.86%,707,0.29%
