日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2017-12-01|2017-12-31,手机配件,783677400,-2.49%,66.97%,78.05%,526325,68.91%,90662,57.25%
2017-12-01|2017-12-31,移动电源,189580032,-19.33%,12.16%,3.41%,124512,16.30%,9921,6.27%
2017-12-01|2017-12-31,单反/单电相机配件,162407117,-24.48%,10.39%,1.91%,171162,22.41%,12716,8.03%
2017-12-01|2017-12-31,笔记本电脑配件,155703870,-10.37%,9.04%,2.53%,187687,24.57%,15643,9.88%
2017-12-01|2017-12-31,数码周边,100039775,-4.84%,4.89%,3.96%,178932,23.43%,17184,10.85%
2017-12-01|2017-12-31,平板电脑配件,99657216,-8.59%,4.88%,2.09%,144972,18.98%,9708,6.13%
2017-12-01|2017-12-31,干电池/充电电池/套装,78175273,-1.22%,2.99%,2.35%,104570,13.69%,11515,7.27%
2017-12-01|2017-12-31,USB数码周边,60587698,11.14%,2.62%,1.16%,211312,27.67%,10931,6.90%
2017-12-01|2017-12-31,家电影音周边配件,47468062,17.71%,1.12%,1.45%,124336,16.28%,10670,6.74%
2017-12-01|2017-12-31,其它配件,45892980,-5.82%,0.99%,0.46%,115096,15.07%,11419,7.21%
2017-12-01|2017-12-31,数码相机配件,20958176,-24.47%,0.47%,0.25%,56856,7.44%,3476,2.20%
2017-12-01|2017-12-31,摄像机配件,17881700,-4.63%,0.38%,0.06%,23622,3.09%,2136,1.35%
2017-12-01|2017-12-31,数码包/收纳/整理,17518118,-0.94%,0.35%,1.25%,121470,15.90%,6715,4.24%
2017-12-01|2017-12-31,胶片相机配件,17415234,0.47%,0.35%,0.27%,49970,6.54%,1568,0.99%
2017-12-01|2017-12-31,MP3/MP4配件,9081315,-8.75%,0.12%,0.37%,58771,7.70%,4081,2.58%
2017-12-01|2017-12-31,车载手机配件,8467381,-3.37%,0.12%,0.29%,109133,14.29%,5107,3.23%
2017-12-01|2017-12-31,电子书配件,3506886,-9.19%,0.04%,0.12%,21074,2.76%,1030,0.65%
2017-12-01|2017-12-31,数码相框,3400252,13.37%,0.04%,0.00,7949,1.04%,159,0.10%
2017-12-01|2017-12-31,3G无线上网卡设备,2455714,-18.06%,0.03%,0.01%,3048,0.40%,249,0.16%
2017-12-01|2017-12-31,电教产品配件,839658,-30.24%,0.01%,0.01%,6198,0.81%,456,0.29%
