日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-09-01|2018-09-30,手机配件,1084477241,-9.62%,66.65%,77.00%,604778,71.22%,131437,60.44%
2018-09-01|2018-09-30,移动电源,208491563,0.47%,13.64%,4.04%,120405,14.18%,12056,5.54%
2018-09-01|2018-09-30,笔记本电脑配件,174300939,-8.23%,10.96%,2.96%,259189,30.52%,21702,9.98%
2018-09-01|2018-09-30,单反/单电相机配件,172190828,-2.43%,9.29%,1.76%,237903,28.02%,16419,7.55%
2018-09-01|2018-09-30,数码周边,117923821,-4.35%,5.50%,4.35%,233389,27.48%,24006,11.04%
2018-09-01|2018-09-30,平板电脑配件,103944598,-17.42%,4.73%,1.85%,166765,19.64%,11997,5.52%
2018-09-01|2018-09-30,USB数码周边,96669662,-32.05%,3.62%,1.52%,297163,34.99%,18050,8.30%
2018-09-01|2018-09-30,干电池/充电电池/套装,80815718,0.04%,2.83%,2.11%,112177,13.21%,13872,6.38%
2018-09-01|2018-09-30,家电影音周边配件,52363759,-26.29%,1.05%,1.27%,172828,20.35%,13436,6.18%
2018-09-01|2018-09-30,其它配件,47712087,-8.51%,0.91%,0.38%,130140,15.33%,12300,5.66%
2018-09-01|2018-09-30,数码相机配件,22815694,2.93%,0.44%,0.22%,62700,7.38%,3938,1.81%
2018-09-01|2018-09-30,MP3/MP4配件,18138286,13.33%,0.33%,0.51%,85842,10.11%,5905,2.72%
2018-09-01|2018-09-30,数码包/收纳/整理,18081524,-10.26%,0.33%,1.37%,154146,18.15%,9370,4.31%
2018-09-01|2018-09-30,摄像机配件,16978538,-8.08%,0.31%,0.05%,31892,3.76%,2889,1.33%
2018-09-01|2018-09-30,胶片相机配件,14279338,-9.11%,0.30%,0.20%,79045,9.31%,1977,0.91%
2018-09-01|2018-09-30,车载手机配件,9964803,-14.92%,0.12%,0.23%,156843,18.47%,7672,3.53%
2018-09-01|2018-09-30,电子书配件,2955035,-22.28%,0.03%,0.12%,23170,2.73%,1583,0.73%
2018-09-01|2018-09-30,数码相框,2124759,-2.07%,0.03%,0.00,7623,0.90%,144,0.07%
2018-09-01|2018-09-30,3G无线上网卡设备,2033020,11.18%,0.02%,0.01%,2955,0.35%,227,0.10%
2018-09-01|2018-09-30,电教产品配件,1268323,67.34%,0.01%,0.03%,18165,2.14%,716,0.33%
