日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-02-01|2018-02-28,手机配件,517158161,-33.92%,68.35%,80.42%,493717,68.86%,86181,59.18%
2018-02-01|2018-02-28,移动电源,165067667,-35.35%,11.77%,3.20%,116724,16.28%,8778,6.03%
2018-02-01|2018-02-28,笔记本电脑配件,103301701,-35.88%,8.07%,2.27%,180917,25.23%,13931,9.57%
2018-02-01|2018-02-28,单反/单电相机配件,101361106,-36.19%,7.85%,1.37%,164763,22.98%,10799,7.42%
2018-02-01|2018-02-28,平板电脑配件,72808065,-33.08%,5.54%,2.34%,138190,19.27%,9124,6.27%
2018-02-01|2018-02-28,数码周边,53889988,-35.01%,4.40%,3.62%,173173,24.15%,15181,10.42%
2018-02-01|2018-02-28,干电池/充电电池/套装,30847995,-40.28%,1.60%,1.84%,100049,13.95%,9741,6.69%
2018-02-01|2018-02-28,家电影音周边配件,26500614,-35.92%,0.92%,1.41%,121847,16.99%,9173,6.30%
2018-02-01|2018-02-28,USB数码周边,20910615,-42.96%,0.86%,0.72%,199436,27.81%,8757,6.01%
2018-02-01|2018-02-28,其它配件,20556596,-35.90%,0.85%,0.39%,109461,15.27%,9188,6.31%
2018-02-01|2018-02-28,数码相机配件,12656433,-35.57%,0.40%,0.22%,52472,7.32%,3012,2.07%
2018-02-01|2018-02-28,数码包/收纳/整理,11489805,-32.96%,0.39%,1.15%,116395,16.23%,6127,4.21%
2018-02-01|2018-02-28,胶片相机配件,8835188,-34.96%,0.33%,0.23%,49510,6.91%,1371,0.94%
2018-02-01|2018-02-28,摄像机配件,6467677,-45.98%,0.26%,0.05%,23695,3.30%,1783,1.22%
2018-02-01|2018-02-28,MP3/MP4配件,6227056,-34.11%,0.12%,0.33%,58071,8.10%,3547,2.44%
2018-02-01|2018-02-28,车载手机配件,5612389,-35.29%,0.09%,0.25%,105954,14.78%,4590,3.15%
2018-02-01|2018-02-28,电子书配件,2772689,-32.96%,0.04%,0.16%,20092,2.80%,1044,0.72%
2018-02-01|2018-02-28,数码相框,1360894,-36.08%,0.03%,0.00,7510,1.05%,112,0.08%
2018-02-01|2018-02-28,3G无线上网卡设备,1272878,-35.90%,0.02%,0.01%,2714,0.38%,194,0.13%
2018-02-01|2018-02-28,电教产品配件,519342,-35.57%,0.01%,0.01%,6056,0.84%,416,0.29%
