日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-10-01|2020-10-31,手机配件,1471317271,10.33%,65.97%,71.79%,398249,61.23%,101029,55.46%
2020-10-01|2020-10-31,便携电源,188796891,-20.16%,11.24%,2.87%,58000,8.92%,9419,5.17%
2020-10-01|2020-10-31,单反/单电相机配件,185676814,-15.80%,11.19%,1.95%,169818,26.11%,21057,11.56%
2020-10-01|2020-10-31,笔记本电脑配件,180714628,-17.58%,11.07%,3.30%,165510,25.45%,25257,13.87%
2020-10-01|2020-10-31,数码周边,155612479,7.72%,7.72%,4.76%,131178,20.17%,26456,14.52%
2020-10-01|2020-10-31,USB数码周边,144285089,0.83%,6.76%,2.05%,221428,34.04%,25408,13.95%
2020-10-01|2020-10-31,平板电脑配件,141768857,-8.63%,6.53%,2.20%,67398,10.36%,11308,6.21%
2020-10-01|2020-10-31,干电池/充电电池/套装,94730126,1.60%,2.89%,2.81%,67347,10.35%,15139,8.31%
2020-10-01|2020-10-31,其它配件,93543261,24.03%,2.86%,0.56%,61851,9.51%,9043,4.96%
2020-10-01|2020-10-31,MP3/MP4配件,54063447,-2.40%,0.91%,1.80%,56411,8.67%,10525,5.78%
2020-10-01|2020-10-31,家电影音周边配件,37015487,-7.64%,0.72%,1.22%,85392,13.13%,13135,7.21%
2020-10-01|2020-10-31,胶片相机配件,27281000,-1.12%,0.43%,3.32%,41498,6.38%,3454,1.90%
2020-10-01|2020-10-31,数码相机配件,24343437,-7.69%,0.40%,0.27%,33108,5.09%,3808,2.09%
2020-10-01|2020-10-31,数码包/收纳/整理,18518907,-4.90%,0.32%,0.93%,91473,14.06%,11464,6.29%
2020-10-01|2020-10-31,摄像机配件,17209450,0.26%,0.30%,0.04%,20243,3.11%,2144,1.18%
2020-10-01|2020-10-31,车载手机配件,4547632,-23.32%,0.03%,0.06%,15095,2.32%,1974,1.08%
2020-10-01|2020-10-31,数码相框,2858569,8.96%,0.03%,0.00,5336,0.82%,155,0.09%
2020-10-01|2020-10-31,电子书配件,1867352,-16.60%,0.02%,0.07%,12712,1.95%,1390,0.76%
2020-10-01|2020-10-31,电教产品配件,684724,-33.42%,0.00,0.01%,3443,0.53%,473,0.26%
2020-10-01|2020-10-31,3G无线上网卡设备,520231,-16.17%,0.00,0.00,1075,0.17%,114,0.06%
2020-10-01|2020-10-31,数码家电保护贴,49842,72.00%,0.00,0.00,358,0.06%,41,0.02%
