日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-10-01|2018-10-31,手机配件,1399853297,11.27%,67.18%,77.62%,626114,71.84%,151867,61.90%
2018-10-01|2018-10-31,移动电源,196613172,-8.64%,12.11%,3.67%,122114,14.01%,13905,5.67%
2018-10-01|2018-10-31,笔记本电脑配件,174301710,0.00,9.83%,2.96%,276050,31.68%,25797,10.51%
2018-10-01|2018-10-31,单反/单电相机配件,170443219,-1.01%,8.93%,1.70%,253213,29.05%,18861,7.69%
2018-10-01|2018-10-31,数码周边,119205766,1.58%,5.33%,4.43%,248080,28.47%,28627,11.67%
2018-10-01|2018-10-31,平板电脑配件,102741971,-4.04%,4.15%,1.67%,174449,20.02%,13865,5.65%
2018-10-01|2018-10-31,USB数码周边,96250173,-0.95%,3.21%,1.35%,306757,35.20%,19453,7.93%
2018-10-01|2018-10-31,干电池/充电电池/套装,84946193,8.40%,2.84%,2.18%,117174,13.45%,15462,6.30%
2018-10-01|2018-10-31,其它配件,49183509,7.75%,0.91%,0.38%,135086,15.50%,13572,5.53%
2018-10-01|2018-10-31,家电影音周边配件,48502676,-9.04%,0.90%,1.15%,182760,20.97%,15411,6.28%
2018-10-01|2018-10-31,数码相机配件,20968146,-8.12%,0.40%,0.20%,66232,7.60%,4314,1.76%
2018-10-01|2018-10-31,MP3/MP4配件,19056602,13.58%,0.36%,0.54%,92192,10.58%,7285,2.97%
2018-10-01|2018-10-31,数码包/收纳/整理,18424294,5.12%,0.33%,1.53%,162929,18.70%,11511,4.69%
2018-10-01|2018-10-31,摄像机配件,15281200,-4.26%,0.30%,0.05%,33964,3.90%,2919,1.19%
2018-10-01|2018-10-31,胶片相机配件,14383719,0.36%,0.30%,0.19%,87684,10.06%,2358,0.96%
2018-10-01|2018-10-31,车载手机配件,11304144,11.25%,0.12%,0.24%,168226,19.30%,9438,3.85%
2018-10-01|2018-10-31,电子书配件,2817156,-8.58%,0.03%,0.12%,24578,2.82%,1784,0.73%
2018-10-01|2018-10-31,数码相框,2109959,-0.65%,0.02%,0.00,8094,0.93%,170,0.07%
2018-10-01|2018-10-31,3G无线上网卡设备,1916919,-6.37%,0.02%,0.01%,3059,0.35%,234,0.10%
2018-10-01|2018-10-31,电教产品配件,1025611,-32.72%,0.01%,0.02%,19171,2.20%,787,0.32%
