日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-09-01|2020-09-30,手机配件,1337203287,-9.12%,64.85%,72.44%,,,,
2020-09-01|2020-09-30,便携电源,192925964,14.47%,11.70%,3.54%,,,,
2020-09-01|2020-09-30,单反/单电相机配件,189758845,5.94%,11.35%,1.94%,,,,
2020-09-01|2020-09-30,笔记本电脑配件,188240940,11.24%,11.23%,4.02%,,,,
2020-09-01|2020-09-30,数码周边,153068417,9.81%,7.46%,4.75%,,,,
2020-09-01|2020-09-30,平板电脑配件,151179663,8.00%,7.28%,2.53%,,,,
2020-09-01|2020-09-30,USB数码周边,142753620,-32.10%,6.68%,2.16%,,,,
2020-09-01|2020-09-30,干电池/充电电池/套装,93314867,-2.36%,2.85%,2.64%,,,,
2020-09-01|2020-09-30,其它配件,78585752,27.84%,1.60%,0.57%,,,,
2020-09-01|2020-09-30,MP3/MP4配件,55624444,-0.04%,0.91%,1.97%,,,,
2020-09-01|2020-09-30,家电影音周边配件,44967777,-25.10%,0.81%,1.29%,,,,
2020-09-01|2020-09-30,胶片相机配件,27389093,-18.10%,0.43%,0.74%,,,,
2020-09-01|2020-09-30,数码相机配件,26746539,17.62%,0.40%,0.24%,,,,
2020-09-01|2020-09-30,数码包/收纳/整理,18703978,-8.24%,0.33%,0.97%,,,,
2020-09-01|2020-09-30,摄像机配件,17181882,11.18%,0.28%,0.05%,,,,
2020-09-01|2020-09-30,车载手机配件,5720253,-12.42%,0.04%,0.07%,,,,
2020-09-01|2020-09-30,数码相框,2779627,-7.97%,0.03%,0.00,,,,
2020-09-01|2020-09-30,电子书配件,2122093,0.45%,0.02%,0.06%,,,,
2020-09-01|2020-09-30,电教产品配件,941380,42.78%,0.01%,0.01%,,,,
2020-09-01|2020-09-30,3G无线上网卡设备,560248,54.14%,0.00,0.00,,,,
2020-09-01|2020-09-30,数码家电保护贴,18006,200.02%,0.00,0.00,,,,
