日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-06-01|2018-06-30,手机配件,1238217633,11.14%,66.58%,76.43%,605156,71.16%,144105,61.02%
2018-06-01|2018-06-30,移动电源,192754783,22.00%,11.86%,3.57%,141634,16.66%,13899,5.89%
2018-06-01|2018-06-30,单反/单电相机配件,173927348,7.59%,10.04%,1.80%,228583,26.88%,17135,7.26%
2018-06-01|2018-06-30,笔记本电脑配件,164809103,6.31%,8.40%,2.55%,248590,29.23%,22354,9.47%
2018-06-01|2018-06-30,USB数码周边,154227917,-17.08%,7.94%,3.60%,296930,34.92%,27731,11.74%
2018-06-01|2018-06-30,数码周边,106736152,0.40%,4.86%,3.81%,231377,27.21%,25331,10.73%
2018-06-01|2018-06-30,平板电脑配件,100886369,12.91%,3.97%,1.81%,174491,20.52%,12992,5.50%
2018-06-01|2018-06-30,家电影音周边配件,83212055,13.62%,2.84%,1.79%,169023,19.88%,14656,6.21%
2018-06-01|2018-06-30,干电池/充电电池/套装,78108900,11.91%,2.62%,1.99%,115996,13.64%,13896,5.88%
2018-06-01|2018-06-30,其它配件,49725008,0.39%,0.92%,0.38%,137698,16.19%,12979,5.50%
2018-06-01|2018-06-30,数码相机配件,23786165,11.44%,0.45%,0.24%,66590,7.83%,4101,1.74%
2018-06-01|2018-06-30,MP3/MP4配件,18885849,67.31%,0.36%,0.39%,88262,10.38%,6009,2.54%
2018-06-01|2018-06-30,胶片相机配件,18129186,0.03%,0.33%,0.24%,77927,9.16%,2021,0.86%
2018-06-01|2018-06-30,数码包/收纳/整理,17957306,7.72%,0.33%,0.96%,157970,18.58%,9875,4.18%
2018-06-01|2018-06-30,摄像机配件,17689439,-4.41%,0.33%,0.06%,31218,3.67%,3047,1.29%
2018-06-01|2018-06-30,车载手机配件,10549071,1.93%,0.12%,0.24%,155008,18.23%,8229,3.48%
2018-06-01|2018-06-30,电子书配件,3054060,17.71%,0.03%,0.12%,26551,3.12%,1456,0.62%
2018-06-01|2018-06-30,数码相框,2485189,-6.17%,0.03%,0.00,8109,0.95%,184,0.08%
2018-06-01|2018-06-30,3G无线上网卡设备,2273416,-9.02%,0.03%,0.01%,3168,0.37%,282,0.12%
2018-06-01|2018-06-30,电教产品配件,768071,-0.50%,0.01%,0.01%,15346,1.80%,603,0.26%
