日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-01-01|2019-01-31,手机配件,1469233575,-3.26%,67.31%,78.70%,646108,72.35%,131109,60.41%
2019-01-01|2019-01-31,移动电源,201101199,-9.17%,12.21%,3.85%,123082,13.78%,11861,5.46%
2019-01-01|2019-01-31,笔记本电脑配件,163073255,-15.80%,8.13%,2.30%,289993,32.47%,21109,9.73%
2019-01-01|2019-01-31,单反/单电相机配件,162152710,-23.95%,8.07%,1.41%,265510,29.73%,16991,7.83%
2019-01-01|2019-01-31,平板电脑配件,123447178,6.62%,5.50%,1.98%,173158,19.39%,12574,5.79%
2019-01-01|2019-01-31,数码周边,118745412,-10.92%,5.11%,3.94%,258115,28.90%,25633,11.81%
2019-01-01|2019-01-31,USB数码周边,99603594,-34.24%,3.38%,1.22%,310356,34.75%,17030,7.85%
2019-01-01|2019-01-31,干电池/充电电池/套装,89782841,-19.26%,2.89%,2.25%,117720,13.18%,14360,6.62%
2019-01-01|2019-01-31,家电影音周边配件,62056818,-2.93%,1.26%,1.53%,182188,20.40%,14877,6.85%
2019-01-01|2019-01-31,其它配件,47803736,-17.86%,0.88%,0.35%,136251,15.26%,12179,5.61%
2019-01-01|2019-01-31,数码相机配件,21736292,-9.16%,0.40%,0.21%,69274,7.76%,4041,1.86%
2019-01-01|2019-01-31,MP3/MP4配件,19699600,-0.35%,0.38%,0.61%,97073,10.87%,7244,3.34%
2019-01-01|2019-01-31,数码包/收纳/整理,19659055,-11.95%,0.38%,0.97%,167890,18.80%,10107,4.66%
2019-01-01|2019-01-31,胶片相机配件,19394376,-3.03%,0.37%,0.22%,90954,10.18%,2210,1.02%
2019-01-01|2019-01-31,摄像机配件,12859756,-25.31%,0.13%,0.05%,34960,3.91%,2542,1.17%
2019-01-01|2019-01-31,车载手机配件,12740961,-8.50%,0.13%,0.27%,176426,19.75%,8854,4.08%
2019-01-01|2019-01-31,电子书配件,3014267,-8.36%,0.03%,0.12%,25767,2.89%,1390,0.64%
2019-01-01|2019-01-31,数码相框,2488707,-22.72%,0.03%,0.00,8763,0.98%,160,0.07%
2019-01-01|2019-01-31,3G无线上网卡设备,1311752,-31.43%,0.01%,0.01%,3289,0.37%,217,0.10%
2019-01-01|2019-01-31,电教产品配件,680493,-28.68%,0.00,0.01%,15315,1.71%,547,0.25%
