日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-02-01|2020-02-29,手机配件,559696210,-16.26%,66.75%,73.56%,,,,
2020-02-01|2020-02-29,笔记本电脑配件,155600979,23.66%,11.12%,3.83%,,,,
2020-02-01|2020-02-29,平板电脑配件,150750729,59.29%,10.90%,4.33%,,,,
2020-02-01|2020-02-29,单反/单电相机配件,142381584,-8.10%,9.24%,1.88%,,,,
2020-02-01|2020-02-29,数码周边,129103493,24.33%,8.14%,5.01%,,,,
2020-02-01|2020-02-29,便携电源,121919817,-36.99%,7.76%,1.71%,,,,
2020-02-01|2020-02-29,其它配件,68599468,99.62%,3.42%,0.45%,,,,
2020-02-01|2020-02-29,USB数码周边,67174710,-30.24%,3.12%,1.17%,,,,
2020-02-01|2020-02-29,干电池/充电电池/套装,51226955,-9.37%,2.85%,2.82%,,,,
2020-02-01|2020-02-29,MP3/MP4配件,28374132,-32.36%,0.84%,1.55%,,,,
2020-02-01|2020-02-29,家电影音周边配件,28063971,-19.44%,0.83%,1.66%,,,,
2020-02-01|2020-02-29,胶片相机配件,27378781,-24.57%,0.81%,0.35%,,,,
2020-02-01|2020-02-29,数码包/收纳/整理,16840185,-23.10%,0.39%,1.17%,,,,
2020-02-01|2020-02-29,数码相机配件,7150986,-38.65%,0.12%,0.15%,,,,
2020-02-01|2020-02-29,车载手机配件,5774415,-34.11%,0.07%,0.18%,,,,
2020-02-01|2020-02-29,摄像机配件,5692596,-28.66%,0.07%,0.03%,,,,
2020-02-01|2020-02-29,电子书配件,1996581,3.31%,0.03%,0.11%,,,,
2020-02-01|2020-02-29,数码相框,1238233,-33.39%,0.02%,0.00,,,,
2020-02-01|2020-02-29,3G无线上网卡设备,526243,9.81%,0.00,0.00,,,,
2020-02-01|2020-02-29,电教产品配件,492847,19.61%,0.00,0.01%,,,,
