日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-06-01|2020-06-30,手机配件,1530723326,5.91%,63.53%,69.76%,415657,60.69%,96095,51.18%
2020-06-01|2020-06-30,USB数码周边,221347264,-0.65%,11.91%,7.92%,224154,32.73%,35649,18.99%
2020-06-01|2020-06-30,单反/单电相机配件,194676583,23.75%,11.39%,2.14%,160450,23.43%,19587,10.43%
2020-06-01|2020-06-30,便携电源,187087949,21.00%,11.08%,2.40%,53176,7.76%,8309,4.42%
2020-06-01|2020-06-30,笔记本电脑配件,180267126,8.76%,9.09%,3.08%,155831,22.75%,23500,12.52%
2020-06-01|2020-06-30,数码周边,155135120,20.81%,6.75%,4.36%,121742,17.78%,22693,12.09%
2020-06-01|2020-06-30,平板电脑配件,140948741,6.50%,5.62%,2.23%,62726,9.16%,10064,5.36%
2020-06-01|2020-06-30,干电池/充电电池/套装,100827731,21.36%,2.84%,2.56%,66269,9.68%,13134,6.99%
2020-06-01|2020-06-30,家电影音周边配件,67219287,11.37%,0.90%,1.90%,83840,12.24%,12421,6.61%
2020-06-01|2020-06-30,其它配件,50678349,12.88%,0.82%,0.29%,60291,8.80%,9676,5.15%
2020-06-01|2020-06-30,MP3/MP4配件,48956782,20.93%,0.79%,1.52%,54889,8.01%,9263,4.93%
2020-06-01|2020-06-30,胶片相机配件,32625998,-20.19%,0.49%,0.30%,39786,5.81%,3151,1.68%
2020-06-01|2020-06-30,数码相机配件,25823914,36.81%,0.36%,0.23%,32301,4.72%,3820,2.03%
2020-06-01|2020-06-30,数码包/收纳/整理,19258516,22.14%,0.32%,0.91%,81796,11.94%,9339,4.97%
2020-06-01|2020-06-30,摄像机配件,17094180,22.32%,0.13%,0.04%,18112,2.64%,2228,1.19%
2020-06-01|2020-06-30,车载手机配件,15247030,22.89%,0.12%,0.26%,81087,11.84%,9186,4.89%
2020-06-01|2020-06-30,数码相框,2860800,13.62%,0.03%,0.00,5392,0.79%,169,0.09%
2020-06-01|2020-06-30,电子书配件,2779022,17.50%,0.02%,0.07%,12070,1.76%,1336,0.71%
2020-06-01|2020-06-30,电教产品配件,594784,11.19%,0.00,0.01%,3455,0.50%,503,0.27%
2020-06-01|2020-06-30,3G无线上网卡设备,559723,-21.59%,0.00,0.00,1220,0.18%,126,0.07%
2020-06-01|2020-06-30,数码家电保护贴,4455,33.10%,0.00,0.00,103,0.01%,23,0.01%
