日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-05-01|2020-05-31,手机配件,1472605061,-3.37%,65.00%,69.77%,418942,61.62%,98261,51.71%
2020-05-01|2020-05-31,USB数码周边,221730677,267.42%,12.86%,8.46%,211726,31.14%,33858,17.82%
2020-05-01|2020-05-31,单反/单电相机配件,189094124,-3.71%,11.21%,2.15%,161538,23.76%,19785,10.41%
2020-05-01|2020-05-31,便携电源,178816006,19.43%,9.82%,2.20%,53750,7.91%,8252,4.34%
2020-05-01|2020-05-31,笔记本电脑配件,177828461,-6.99%,9.17%,3.00%,158658,23.33%,23730,12.49%
2020-05-01|2020-05-31,数码周边,140631666,-8.49%,6.13%,4.48%,122160,17.97%,22720,11.96%
2020-05-01|2020-05-31,平板电脑配件,137442654,-22.73%,5.79%,2.29%,64774,9.53%,10017,5.27%
2020-05-01|2020-05-31,干电池/充电电池/套装,89351753,-2.60%,2.17%,2.42%,66722,9.81%,13029,6.86%
2020-05-01|2020-05-31,家电影音周边配件,56264798,24.79%,0.89%,1.82%,85137,12.52%,12294,6.47%
2020-05-01|2020-05-31,其它配件,46999993,-26.72%,0.79%,0.32%,61390,9.03%,9643,5.07%
2020-05-01|2020-05-31,胶片相机配件,45933440,17.70%,0.76%,0.36%,41325,6.08%,3118,1.64%
2020-05-01|2020-05-31,MP3/MP4配件,36555880,-4.48%,0.66%,1.35%,56685,8.34%,9349,4.92%
2020-05-01|2020-05-31,数码相机配件,18676898,-4.35%,0.31%,0.19%,33257,4.89%,3806,2.00%
2020-05-01|2020-05-31,数码包/收纳/整理,17884155,-9.55%,0.30%,0.83%,83229,12.24%,9242,4.86%
2020-05-01|2020-05-31,摄像机配件,13322698,8.39%,0.12%,0.04%,18024,2.65%,2145,1.13%
2020-05-01|2020-05-31,车载手机配件,12212559,11.34%,0.11%,0.25%,80589,11.85%,8918,4.69%
2020-05-01|2020-05-31,数码相框,2580247,-7.80%,0.02%,0.01%,5758,0.85%,166,0.09%
2020-05-01|2020-05-31,电子书配件,2385253,22.11%,0.02%,0.07%,12588,1.85%,1312,0.69%
2020-05-01|2020-05-31,3G无线上网卡设备,674614,7.28%,0.00,0.00,1266,0.19%,134,0.07%
2020-05-01|2020-05-31,电教产品配件,561069,-20.80%,0.00,0.01%,3591,0.53%,483,0.25%
2020-05-01|2020-05-31,数码家电保护贴,4174,-24.87%,0.00,0.00,89,0.01%,19,0.01%
