日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-08-01|2018-08-31,手机配件,1447542680,0.30%,66.89%,77.49%,587734,70.58%,156787,61.99%
2018-08-01|2018-08-31,移动电源,207565734,13.08%,12.53%,3.60%,121407,14.58%,14401,5.69%
2018-08-01|2018-08-31,笔记本电脑配件,175631622,12.85%,10.50%,2.82%,246123,29.56%,25177,9.95%
2018-08-01|2018-08-31,单反/单电相机配件,172653813,5.94%,8.74%,1.74%,226980,27.26%,18732,7.41%
2018-08-01|2018-08-31,USB数码周边,121945718,-33.14%,5.19%,2.02%,292218,35.09%,25387,10.04%
2018-08-01|2018-08-31,数码周边,121516580,11.24%,5.12%,3.99%,224113,26.91%,28217,11.16%
2018-08-01|2018-08-31,平板电脑配件,118715391,11.21%,5.03%,1.96%,162046,19.46%,14880,5.88%
2018-08-01|2018-08-31,干电池/充电电池/套装,80529535,11.14%,2.17%,1.95%,109740,13.18%,15029,5.94%
2018-08-01|2018-08-31,家电影音周边配件,78327951,-24.78%,2.14%,1.50%,166655,20.01%,15976,6.32%
2018-08-01|2018-08-31,其它配件,50113314,0.40%,0.90%,0.38%,128683,15.45%,13739,5.43%
2018-08-01|2018-08-31,数码相机配件,22189637,-4.68%,0.40%,0.20%,61205,7.35%,4294,1.70%
2018-08-01|2018-08-31,数码包/收纳/整理,18785087,12.61%,0.34%,1.27%,148861,17.88%,11381,4.50%
2018-08-01|2018-08-31,摄像机配件,17419047,3.97%,0.31%,0.06%,30849,3.70%,3291,1.30%
2018-08-01|2018-08-31,MP3/MP4配件,17309093,14.27%,0.30%,0.41%,82776,9.94%,6721,2.66%
2018-08-01|2018-08-31,胶片相机配件,17159803,-4.84%,0.30%,0.20%,73061,8.77%,2279,0.90%
2018-08-01|2018-08-31,车载手机配件,11786974,11.59%,0.12%,0.23%,150202,18.04%,9233,3.65%
2018-08-01|2018-08-31,电子书配件,3496816,20.67%,0.03%,0.14%,22491,2.70%,1740,0.69%
2018-08-01|2018-08-31,数码相框,2178016,0.59%,0.02%,0.00,7466,0.90%,167,0.07%
2018-08-01|2018-08-31,3G无线上网卡设备,1872177,-31.75%,0.02%,0.01%,3018,0.36%,284,0.11%
2018-08-01|2018-08-31,电教产品配件,906781,-2.51%,0.01%,0.01%,16889,2.03%,691,0.27%
