日期,类目名,交易金额,交易增长幅度,支付金额较父行业占比,支付子订单数较父行业占比,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-03-01|2018-03-31,手机配件,1328988504,68.08%,67.00%,78.27%,537024,69.97%,115329,59.96%
2018-03-01|2018-03-31,移动电源,191466369,83.25%,11.77%,3.28%,127447,16.60%,12147,6.32%
2018-03-01|2018-03-31,笔记本电脑配件,175413754,168.41%,11.07%,3.03%,204328,26.62%,19397,10.09%
2018-03-01|2018-03-31,单反/单电相机配件,174863558,168.51%,11.02%,2.11%,186495,24.30%,15073,7.84%
2018-03-01|2018-03-31,数码周边,110680452,99.31%,5.10%,4.01%,194661,25.36%,21018,10.93%
2018-03-01|2018-03-31,平板电脑配件,107179458,67.20%,4.92%,2.03%,155288,20.23%,12050,6.27%
2018-03-01|2018-03-31,干电池/充电电池/套装,75159379,95.59%,2.49%,1.88%,110658,14.42%,12789,6.65%
2018-03-01|2018-03-31,USB数码周边,75017043,231.42%,2.48%,1.12%,224011,29.19%,14563,7.57%
2018-03-01|2018-03-31,其它配件,50400716,119.86%,0.95%,0.43%,121660,15.85%,12600,6.55%
2018-03-01|2018-03-31,家电影音周边配件,50093134,86.29%,0.94%,1.23%,137646,17.93%,12185,6.34%
2018-03-01|2018-03-31,数码相机配件,27413366,111.42%,0.47%,0.26%,57407,7.48%,3852,2.00%
2018-03-01|2018-03-31,数码包/收纳/整理,21675600,90.12%,0.40%,1.21%,133545,17.40%,8687,4.52%
2018-03-01|2018-03-31,摄像机配件,17980587,168.44%,0.33%,0.06%,26284,3.42%,2534,1.32%
2018-03-01|2018-03-31,胶片相机配件,17199378,66.47%,0.32%,0.21%,59641,7.77%,1772,0.92%
2018-03-01|2018-03-31,MP3/MP4配件,11899816,87.26%,0.13%,0.40%,68349,8.91%,5066,2.63%
2018-03-01|2018-03-31,车载手机配件,10322827,104.83%,0.12%,0.30%,124195,16.18%,6710,3.49%
2018-03-01|2018-03-31,电子书配件,3500003,38.68%,0.03%,0.13%,23739,3.09%,1334,0.69%
2018-03-01|2018-03-31,3G无线上网卡设备,2765826,121.51%,0.03%,0.01%,3031,0.39%,268,0.14%
2018-03-01|2018-03-31,数码相框,2522218,86.98%,0.03%,0.00,8134,1.06%,147,0.08%
2018-03-01|2018-03-31,电教产品配件,1002466,137.09%,0.01%,0.02%,8252,1.08%,532,0.28%
